player_name,hero_name,matches_played,wins,losses,win_rate
Zesin,Sojourn,4,0,4,0.0
Zesin,Emre,4,0,4,0.0
SeungAn,Doomfist,4,0,4,0.0
MCD,Brigitte,4,0,4,0.0
Secret,Juno,4,0,4,0.0
SP1NT,Mei,4,0,4,0.0
Faith,Wuyang,4,0,4,0.0
Secret,Lúcio,4,0,4,0.0
FARMER,Winston,4,0,4,0.0
MCD,Zarya,4,0,4,0.0
Yate,Wrecking Ball,4,0,4,0.0
OPENER,Jetpack Cat,4,0,4,0.0
skyshow,Cassidy,4,0,4,0.0
A1WAYS,Baptiste,4,0,4,0.0
NenWhy,Jetpack Cat,4,0,4,0.0
Coluge,D.Va,4,0,4,0.0
xten,Freja,4,0,4,0.0
Scorch,Wrecking Ball,4,0,4,0.0
Elva,Hanzo,4,0,4,0.0
Hyunjae,Jetpack Cat,4,0,4,0.0
Simple,Ana,3,3,0,1.0
JaeWoo,Symmetra,3,3,0,1.0
KSG,Winston,3,3,0,1.0
KSG,Wrecking Ball,3,3,0,1.0
QLOUD,Baptiste,3,3,0,1.0
QLOUD,Jetpack Cat,3,3,0,1.0
NewJ,Tracer,3,3,0,1.0
SLEY,Kiriko,3,3,0,1.0
BERNAR,Winston,3,3,0,1.0
STALK3R,Widowmaker,3,3,0,1.0
ZEST,Pharah,3,3,0,1.0
BERNAR,Wrecking Ball,3,3,0,1.0
Proper,Widowmaker,3,3,0,1.0
MER1T,Bastion,3,3,0,1.0
MER1T,Symmetra,3,3,0,1.0
shu,Lúcio,3,3,0,1.0
DONGHAK,Hazard,3,3,0,1.0
DONGHAK,Mauga,3,3,0,1.0
Shy,Symmetra,3,3,0,1.0
Kaneki,Venture,3,3,0,1.0
Shy,Widowmaker,3,3,0,1.0
guxue,Doomfist,3,3,0,1.0
Leave,Reaper,3,3,0,1.0
Quartz,Widowmaker,3,3,0,1.0
Simple,Illari,3,3,0,1.0
Admiral,Kiriko,3,3,0,1.0
Cjay,Jetpack Cat,3,3,0,1.0
Hyvision,Widowmaker,3,3,0,1.0
PaLee,Lúcio,3,3,0,1.0
MER1T,Hanzo,3,2,1,0.6667
Checkmate,Anran,3,2,1,0.6667
Fielder,Mizuki,3,2,1,0.6667
Proud,Widowmaker,3,2,1,0.6667
Zest,Vendetta,3,2,1,0.6667
Seicoe,Echo,3,2,1,0.6667
HeeSang,Anran,3,2,1,0.6667
LIP,Emre,3,2,1,0.6667
LIP,Widowmaker,3,2,1,0.6667
LeeSooMin,Wuyang,3,2,1,0.6667
JaeWoo,Anran,3,2,1,0.6667
Simple,Mizuki,3,2,1,0.6667
DONGHAK,Zarya,3,2,1,0.6667
NICO,Sojourn,3,2,1,0.6667
homerunball,Wrecking Ball,3,2,1,0.6667
NEIVIS,Jetpack Cat,3,2,1,0.6667
QLOUD,Juno,3,2,1,0.6667
HeeSang,Genji,3,2,1,0.6667
HEISER,Orisa,3,2,1,0.6667
Jasm1ne,Wrecking Ball,3,2,1,0.6667
knife,Venture,3,2,1,0.6667
Proper,Mei,3,2,1,0.6667
HeeSang,Mei,3,2,1,0.6667
YangJun,Juno,3,2,1,0.6667
STALK3R,Reaper,3,2,1,0.6667
DONGHAK,Orisa,3,2,1,0.6667
Pineapple,Hanzo,3,2,1,0.6667
Leave,Genji,3,2,1,0.6667
Kaneki,Mei,3,2,1,0.6667
Mag,Wrecking Ball,3,2,1,0.6667
Leave,Sierra,3,2,1,0.6667
Ezhan,Reaper,3,2,1,0.6667
eisgnom,Wrecking Ball,3,2,1,0.6667
Kellan,Zarya,3,2,1,0.6667
Grapes,Brigitte,3,2,1,0.6667
Lukemino,Juno,3,2,1,0.6667
scuffed,Ana,3,2,1,0.6667
Lethal,Tracer,3,2,1,0.6667
Kronik,Ashe,3,2,1,0.6667
UYOU,D.Va,3,2,1,0.6667
Lumi,Winston,3,2,1,0.6667
Beeple,Baptiste,3,2,1,0.6667
Zorrow,Freja,3,1,2,0.3333
Cjay,Mizuki,3,1,2,0.3333
Insane,Cassidy,3,1,2,0.3333
LiGe,Ramattra,3,1,2,0.3333
Leave,Venture,3,1,2,0.3333
Checkmate,Mei,3,1,2,0.3333
Zeruhh,Echo,3,1,2,0.3333
Checkmate,Torbjörn,3,1,2,0.3333
Infekted,Sigma,3,1,2,0.3333
homerunball,Ramattra,3,1,2,0.3333
DOX,Winston,3,1,2,0.3333
umi,Ana,3,1,2,0.3333
Mihawk,Juno,3,1,2,0.3333
umi,Baptiste,3,1,2,0.3333
Mihawk,Mercy,3,1,2,0.3333
Ky0n,Echo,3,1,2,0.3333
Soae,Torbjörn,3,1,2,0.3333
NHZ,Wuyang,3,1,2,0.3333
mint,Juno,3,1,2,0.3333
Soae,Tracer,3,1,2,0.3333
MAX,Orisa,3,1,2,0.3333
A1IEN,Cassidy,3,1,2,0.3333
Becky,Mei,3,1,2,0.3333
HeeSang,Cassidy,3,1,2,0.3333
D4RT,Hanzo,3,1,2,0.3333
KILO,Cassidy,3,1,2,0.3333
ATTACK,Ramattra,3,1,2,0.3333
Mealgaru,Ramattra,3,1,2,0.3333
Fearful,D.Va,3,1,2,0.3333
SeungAn,Zarya,3,1,2,0.3333
SeungAn,Mauga,3,1,2,0.3333
Limbo,Hazard,3,1,2,0.3333
Belosrea,Sigma,3,1,2,0.3333
skyshow,Emre,3,1,2,0.3333
Alphari,Hanzo,3,1,2,0.3333
LiGe,Wrecking Ball,3,1,2,0.3333
wh4le,Tracer,3,1,2,0.3333
Coldj,Wuyang,3,1,2,0.3333
Diya,Illari,3,1,2,0.3333
LiGe,Sigma,3,1,2,0.3333
Diya,Emre,3,1,2,0.3333
Ezhan,Mei,3,1,2,0.3333
Lengsa,Mercy,3,1,2,0.3333
Kaneki,Reaper,3,1,2,0.3333
Insane,Bastion,3,1,2,0.3333
Vestola,Domina,3,1,2,0.3333
Dip,Symmetra,3,1,2,0.3333
FiNN,Wuyang,3,1,2,0.3333
Khenail,Brigitte,3,1,2,0.3333
Dip,Pharah,3,1,2,0.3333
PGE,Tracer,3,1,2,0.3333
Tred,Doomfist,3,1,2,0.3333
Hawk,Hazard,3,1,2,0.3333
Ryan,Vendetta,3,1,2,0.3333
Grapes,Jetpack Cat,3,1,2,0.3333
Sugarfree,Genji,3,1,2,0.3333
TR33,Vendetta,3,1,2,0.3333
Tom4to,Illari,3,1,2,0.3333
Tom4to,Mizuki,3,1,2,0.3333
Regr3t,Widowmaker,3,1,2,0.3333
jamorant,Winston,3,1,2,0.3333
Tom4to,Brigitte,3,1,2,0.3333
Dip,Genji,3,1,2,0.3333
Willys,Winston,3,1,2,0.3333
Recall,Lúcio,3,1,2,0.3333
Lengsa,Ana,3,1,2,0.3333
Vestola,Winston,3,1,2,0.3333
Tred,Wrecking Ball,3,0,3,0.0
Xerion,Baptiste,3,0,3,0.0
Xerion,Zenyatta,3,0,3,0.0
Kellan,Domina,3,0,3,0.0
Insane,Emre,3,0,3,0.0
LiGe,Domina,3,0,3,0.0
JunBin,Winston,3,0,3,0.0
Leonopteryx,Winston,3,0,3,0.0
epic,Jetpack Cat,3,0,3,0.0
Mihawk,Ana,3,0,3,0.0
smash,Kiriko,3,0,3,0.0
ans,Tracer,3,0,3,0.0
Mihawk,Illari,3,0,3,0.0
NHZ,Kiriko,3,0,3,0.0
SORI,Widowmaker,3,0,3,0.0
APDO,Echo,3,0,3,0.0
DOX,Reinhardt,3,0,3,0.0
epic,Juno,3,0,3,0.0
A1IEN,Genji,3,0,3,0.0
perr,Symmetra,3,0,3,0.0
Bliss,Brigitte,3,0,3,0.0
FARMER,Mauga,3,0,3,0.0
M1NUT2,Cassidy,3,0,3,0.0
MCD,Juno,3,0,3,0.0
FARMER,Sigma,3,0,3,0.0
Gur3um,Mauga,3,0,3,0.0
MCD,Orisa,3,0,3,0.0
Yate,Hazard,3,0,3,0.0
Taimouren,Ashe,3,0,3,0.0
skyshow,Sojourn,3,0,3,0.0
Saya,Wuyang,3,0,3,0.0
Pineapple,Tracer,3,0,3,0.0
BABAYAGA,Widowmaker,3,0,3,0.0
A1WAYS,Ana,3,0,3,0.0
Alphari,Mei,3,0,3,0.0
9TRIBEZ,Orisa,3,0,3,0.0
sara,Ana,3,0,3,0.0
Eileen,Pharah,3,0,3,0.0
feiyang,Mauga,3,0,3,0.0
Eileen,Cassidy,3,0,3,0.0
Hypnos,Illari,3,0,3,0.0
wh4le,Ashe,3,0,3,0.0
guxue,D.Va,3,0,3,0.0
Diya,Cassidy,3,0,3,0.0
Lateyoung,Hazard,3,0,3,0.0
Pineapple,Reaper,3,0,3,0.0
BABYAGA,Tracer,3,0,3,0.0
Pineapple,Genji,3,0,3,0.0
Dip,Widowmaker,3,0,3,0.0
Zeb,Doomfist,3,0,3,0.0
pdk,Cassidy,3,0,3,0.0
Coluge,Zarya,3,0,3,0.0
Regr3t,Sombra,3,0,3,0.0
Pugz,Brigitte,3,0,3,0.0
Beeple,Jetpack Cat,3,0,3,0.0
Kairen,Ramattra,3,0,3,0.0
Nyang,Sojourn,3,0,3,0.0
Punk,Ramattra,3,0,3,0.0
Scyle,Mizuki,2,2,0,1.0
HeeSang,Hanzo,2,2,0,1.0
HeeSang,Echo,2,2,0,1.0
Guxue,Sigma,2,2,0,1.0
TVNT,Wrecking Ball,2,2,0,1.0
FunnyAstro,Wuyang,2,2,0,1.0
Zeruhh,Anran,2,2,0,1.0
Rupal,Mizuki,2,2,0,1.0
Hanbin,Winston,2,2,0,1.0
JaeWoo,Genji,2,2,0,1.0
mint,Mizuki,2,2,0,1.0
HRY,Pharah,2,2,0,1.0
TOPDRAGON,Pharah,2,2,0,1.0
Ydot,Juno,2,2,0,1.0
KSG,Sigma,2,2,0,1.0
NICO,Vendetta,2,2,0,1.0
homerunball,Winston,2,2,0,1.0
Heesung,Doomfist,2,2,0,1.0
Ydot,Lifeweaver,2,2,0,1.0
homerunball,Hazard,2,2,0,1.0
CH0R0NG,Wuyang,2,2,0,1.0
Mer1t,Hanzo,2,2,0,1.0
iRONY,Jetpack Cat,2,2,0,1.0
BERNAR,Domina,2,2,0,1.0
Probe,Sojourn,2,2,0,1.0
STALK3R,Mei,2,2,0,1.0
Fielder,Lúcio,2,2,0,1.0
iRONY,Mercy,2,2,0,1.0
Jasm1ne,Doomfist,2,2,0,1.0
DONGHAK,Ramattra,2,2,0,1.0
DONGHAK,Roadhog,2,2,0,1.0
JunBin,Orisa,2,2,0,1.0
knife,Reaper,2,2,0,1.0
Proud,Bastion,2,2,0,1.0
LiGe,Orisa,2,2,0,1.0
Leave,Emre,2,2,0,1.0
Lengsa,Wuyang,2,2,0,1.0
Belosrea,Reinhardt,2,2,0,1.0
shy,Cassidy,2,2,0,1.0
Lengsa,Lifeweaver,2,2,0,1.0
Shy,Bastion,2,2,0,1.0
KSAA,Zarya,2,2,0,1.0
AlphaYi,Widowmaker,2,2,0,1.0
FunnyAstro,Mercy,2,2,0,1.0
TVNT,Sigma,2,2,0,1.0
Kronik,Symmetra,2,2,0,1.0
Kronik,Hanzo,2,2,0,1.0
Hawk,Sigma,2,2,0,1.0
Seonjun,Widowmaker,2,2,0,1.0
TR33,Venture,2,2,0,1.0
Hyvision,Cassidy,2,2,0,1.0
Yoshinori2k,Genji,2,2,0,1.0
Colourhex,Widowmaker,2,2,0,1.0
Punk,Zarya,2,2,0,1.0
Punk,Reinhardt,2,2,0,1.0
Yoshinori2k,Echo,2,2,0,1.0
Yoko,Cassidy,2,2,0,1.0
FEI,Lúcio,2,2,0,1.0
Colourhex,Cassidy,2,2,0,1.0
Colourhex,Vendetta,2,2,0,1.0
TKL,Ashe,2,2,0,1.0
UYOU,Hazard,2,2,0,1.0
Colourhex,Hazard,2,2,0,1.0
Colourhex,D.Va,2,2,0,1.0
FEI,Wuyang,2,2,0,1.0
FEI,Ana,2,2,0,1.0
TOPDRAGON,Anran,2,1,1,0.5
TOPDRAGON,Venture,2,1,1,0.5
ChiYo,Wuyang,2,1,1,0.5
Cjay,Illari,2,1,1,0.5
Zest,Anran,2,1,1,0.5
skewed,Mizuki,2,1,1,0.5
Seicoe,Anran,2,1,1,0.5
Landon,Mizuki,2,1,1,0.5
Landon,Baptiste,2,1,1,0.5
LIP,Ashe,2,1,1,0.5
JunBin,Sigma,2,1,1,0.5
Leave,Anran,2,1,1,0.5
Guxue,D.Va,2,1,1,0.5
Quartz,Tracer,2,1,1,0.5
Proud,Tracer,2,1,1,0.5
Infekted,Zarya,2,1,1,0.5
Rupal,Ana,2,1,1,0.5
Ch0r0ng,Kiriko,2,1,1,0.5
Leonopteryx,Reinhardt,2,1,1,0.5
Heesung,Ramattra,2,1,1,0.5
Heesung,Domina,2,1,1,0.5
Ky0n,Widowmaker,2,1,1,0.5
NHZ,Jetpack Cat,2,1,1,0.5
PEPPI,Doomfist,2,1,1,0.5
Roxy,Orisa,2,1,1,0.5
Roxy,Sigma,2,1,1,0.5
MAX,Sigma,2,1,1,0.5
MAX,Mauga,2,1,1,0.5
Proper,Venture,2,1,1,0.5
BERNAR,Sigma,2,1,1,0.5
SP1NT,Widowmaker,2,1,1,0.5
HeeSang,Sojourn,2,1,1,0.5
D4RT,Mei,2,1,1,0.5
KILO,Tracer,2,1,1,0.5
Checkmate,Widowmaker,2,1,1,0.5
Probe,Widowmaker,2,1,1,0.5
HEISER,Winston,2,1,1,0.5
ZEST,Venture,2,1,1,0.5
ATTACK,Orisa,2,1,1,0.5
Hanbin,Mauga,2,1,1,0.5
Jasm1ne,Mauga,2,1,1,0.5
Checkmate,Echo,2,1,1,0.5
HEISER,Sigma,2,1,1,0.5
SP1NT,Torbjörn,2,1,1,0.5
Faith,Zenyatta,2,1,1,0.5
DONGHAK,Junker Queen,2,1,1,0.5
ZEST,Genji,2,1,1,0.5
Hanbin,Orisa,2,1,1,0.5
knife,Genji,2,1,1,0.5
Fearful,Ramattra,2,1,1,0.5
Eileen,Freja,2,1,1,0.5
Taimouren,Widowmaker,2,1,1,0.5
Hypnos,Ana,2,1,1,0.5
fari,Symmetra,2,1,1,0.5
Kaneki,Echo,2,1,1,0.5
MewTwo,Zenyatta,2,1,1,0.5
Noy,Brigitte,2,1,1,0.5
Mmonk,Baptiste,2,1,1,0.5
Eileen,Reaper,2,1,1,0.5
SINCE,Juno,2,1,1,0.5
wh4le,Bastion,2,1,1,0.5
wh4le,Widowmaker,2,1,1,0.5
Taimouren,Echo,2,1,1,0.5
Lengsa,Illari,2,1,1,0.5
Alphari,Echo,2,1,1,0.5
Leave,Mei,2,1,1,0.5
Insane,Venture,2,1,1,0.5
Alphari,Pharah,2,1,1,0.5
Ezhan,Pharah,2,1,1,0.5
Seicoe,Widowmaker,2,1,1,0.5
TR33,Sombra,2,1,1,0.5
Kellan,Reinhardt,2,1,1,0.5
Cjay,Baptiste,2,1,1,0.5
Ryan,Widowmaker,2,1,1,0.5
Zephyr,Pharah,2,1,1,0.5
Punk,Hazard,2,1,1,0.5
Exrai,Ana,2,1,1,0.5
TKL,Hanzo,2,1,1,0.5
TKL,Widowmaker,2,1,1,0.5
Yoko,Genji,2,1,1,0.5
Huntin,Juno,2,1,1,0.5
Tom4to,Baptiste,2,1,1,0.5
FEI,Baptiste,2,1,1,0.5
PKFishy,Pharah,2,1,1,0.5
sgy,Pharah,2,1,1,0.5
Punk,Doomfist,2,1,1,0.5
PaLee,Jetpack Cat,2,1,1,0.5
PaLee,Zenyatta,2,1,1,0.5
PaLee,Illari,2,1,1,0.5
MSCG,Illari,2,1,1,0.5
Yoko,Mei,2,1,1,0.5
wntr,Juno,2,1,1,0.5
pdk,Genji,2,1,1,0.5
sniper,Winston,2,1,1,0.5
Zorrow,Hanzo,2,0,2,0.0
Dip,Anran,2,0,2,0.0
Xerion,Mizuki,2,0,2,0.0
Nico,Sojourn,2,0,2,0.0
KSG,Domina,2,0,2,0.0
Sley,Wuyang,2,0,2,0.0
Viper,Tracer,2,0,2,0.0
Willys,Ramattra,2,0,2,0.0
Guxue,Domina,2,0,2,0.0
LIP,Cassidy,2,0,2,0.0
Soae,Reaper,2,0,2,0.0
pav2l,Ashe,2,0,2,0.0
Elysia,Wuyang,2,0,2,0.0
Undersea,Symmetra,2,0,2,0.0
ans,Ashe,2,0,2,0.0
ans,Soldier: 76,2,0,2,0.0
ta1yo,Emre,2,0,2,0.0
NHZ,Mizuki,2,0,2,0.0
ans,Symmetra,2,0,2,0.0
ta1yo,Vendetta,2,0,2,0.0
PEPPI,Zarya,2,0,2,0.0
Setsuna,Freja,2,0,2,0.0
Ydot,Jetpack Cat,2,0,2,0.0
Gaisen,Mizuki,2,0,2,0.0
pav2l,Genji,2,0,2,0.0
pav2l,Symmetra,2,0,2,0.0
Elysia,Moira,2,0,2,0.0
NEIVIS,Illari,2,0,2,0.0
SORI,Symmetra,2,0,2,0.0
orca,Lúcio,2,0,2,0.0
NHZ,Baptiste,2,0,2,0.0
kiibo,Moira,2,0,2,0.0
Gaisen,Baptiste,2,0,2,0.0
Breadturtle,Echo,2,0,2,0.0
pav2l,Widowmaker,2,0,2,0.0
Vosa1q,Hazard,2,0,2,0.0
NHZ,Moira,2,0,2,0.0
PEPPI,Hazard,2,0,2,0.0
Vosa1q,Mauga,2,0,2,0.0
Ydot,Illari,2,0,2,0.0
SeungAn,Orisa,2,0,2,0.0
CH0R0NG,Brigitte,2,0,2,0.0
SoLA,Zarya,2,0,2,0.0
MCD,Wuyang,2,0,2,0.0
MCD,Lúcio,2,0,2,0.0
Secret,Illari,2,0,2,0.0
Secret,Wuyang,2,0,2,0.0
Becky,Venture,2,0,2,0.0
HEISER,Ramattra,2,0,2,0.0
D0D0,Venture,2,0,2,0.0
MCD,Illari,2,0,2,0.0
Secret,Ana,2,0,2,0.0
Jasm1ne,Orisa,2,0,2,0.0
Hanbin,Sigma,2,0,2,0.0
ZeSin,Anran,2,0,2,0.0
Jamelgong,Vendetta,2,0,2,0.0
Probe,Symmetra,2,0,2,0.0
YangJun,Lifeweaver,2,0,2,0.0
Fielder,Jetpack Cat,2,0,2,0.0
Vigilante,Jetpack Cat,2,0,2,0.0
FARMER,Doomfist,2,0,2,0.0
TenTen,Illari,2,0,2,0.0
TenTen,Brigitte,2,0,2,0.0
Gur3um,Winston,2,0,2,0.0
SP1NT,Reaper,2,0,2,0.0
MCD,Zenyatta,2,0,2,0.0
iRONY,Baptiste,2,0,2,0.0
Fearful,Mauga,2,0,2,0.0
Argon,Widowmaker,2,0,2,0.0
Eileen,Tracer,2,0,2,0.0
Hypnos,Wuyang,2,0,2,0.0
Hypnos,Jetpack Cat,2,0,2,0.0
skyshow,Symmetra,2,0,2,0.0
Littlemoon,Hanzo,2,0,2,0.0
prot3ct,Sigma,2,0,2,0.0
Wangming,Anran,2,0,2,0.0
SINCE,Ana,2,0,2,0.0
SINCE,Baptiste,2,0,2,0.0
Alphari,Venture,2,0,2,0.0
Lilko,Venture,2,0,2,0.0
Lilko,Symmetra,2,0,2,0.0
TCC,Juno,2,0,2,0.0
TCC,Brigitte,2,0,2,0.0
JAYA,Genji,2,0,2,0.0
Eileen,Venture,2,0,2,0.0
Hypnos,Brigitte,2,0,2,0.0
Diya,Baptiste,2,0,2,0.0
Pineapple,Symmetra,2,0,2,0.0
LiGe,Hazard,2,0,2,0.0
feiyang,Roadhog,2,0,2,0.0
guxue,Sigma,2,0,2,0.0
guxue,Ramattra,2,0,2,0.0
BABAYAGA,Mei,2,0,2,0.0
Mag,Ramattra,2,0,2,0.0
A1WAYS,Kiriko,2,0,2,0.0
TCC,Jetpack Cat,2,0,2,0.0
TCC,Mercy,2,0,2,0.0
prot3ct,Ramattra,2,0,2,0.0
BABAYAGA,Bastion,2,0,2,0.0
Littlemoon,Cassidy,2,0,2,0.0
prot3ct,Mauga,2,0,2,0.0
prot3ct,Roadhog,2,0,2,0.0
Noy,Jetpack Cat,2,0,2,0.0
Taejong,Echo,2,0,2,0.0
Xerion,Wuyang,2,0,2,0.0
FDGod,Juno,2,0,2,0.0
Ade,Symmetra,2,0,2,0.0
Khenail,Ana,2,0,2,0.0
Vestola,Sigma,2,0,2,0.0
Galaa,Jetpack Cat,2,0,2,0.0
NenWhy,Illari,2,0,2,0.0
NenWhy,Juno,2,0,2,0.0
sniper,Wrecking Ball,2,0,2,0.0
sniper,Sigma,2,0,2,0.0
Grapes,Juno,2,0,2,0.0
Ryan,Echo,2,0,2,0.0
TR33,Symmetra,2,0,2,0.0
Vega,Juno,2,0,2,0.0
xten,Cassidy,2,0,2,0.0
Zeb,Wrecking Ball,2,0,2,0.0
Grapes,Moira,2,0,2,0.0
Admiral,Juno,2,0,2,0.0
Yoko,Vendetta,2,0,2,0.0
Exrai,Juno,2,0,2,0.0
Sunset,Symmetra,2,0,2,0.0
Kairen,Zarya,2,0,2,0.0
Beeple,Juno,2,0,2,0.0
Yui,Kiriko,2,0,2,0.0
Hyunjae,Brigitte,2,0,2,0.0
MSCG,Ana,2,0,2,0.0
MSCG,Baptiste,2,0,2,0.0
Scorch,Orisa,2,0,2,0.0
TKL,Bastion,2,0,2,0.0
Renaco,Zarya,2,0,2,0.0
Renaco,D.Va,2,0,2,0.0
wntr,Brigitte,2,0,2,0.0
Rokit,Anran,1,1,0,1.0
Zorrow,Ashe,1,1,0,1.0
ChiYo,Illari,1,1,0,1.0
Cjay,Mercy,1,1,0,1.0
Zest,Widowmaker,1,1,0,1.0
Kevster,Hanzo,1,1,0,1.0
eisgnom,Reinhardt,1,1,0,1.0
FiXa,Zenyatta,1,1,0,1.0
Landon,Illari,1,1,0,1.0
Leave,Freja,1,1,0,1.0
Guxue,Zarya,1,1,0,1.0
Fielder,Lifeweaver,1,1,0,1.0
Vega,Lifeweaver,1,1,0,1.0
Rupal,Juno,1,1,0,1.0
Quartz,Cassidy,1,1,0,1.0
Ky0n,Ashe,1,1,0,1.0
NICO,Ashe,1,1,0,1.0
NICO,Bastion,1,1,0,1.0
TOPDRAGON,Emre,1,1,0,1.0
NICO,Tracer,1,1,0,1.0
SLEY,Mizuki,1,1,0,1.0
QLOUD,Wuyang,1,1,0,1.0
Roxy,Wrecking Ball,1,1,0,1.0
homerunball,Sigma,1,1,0,1.0
NEIVIS,Wuyang,1,1,0,1.0
ta1yo,Hanzo,1,1,0,1.0
Mihawk,Lifeweaver,1,1,0,1.0
ICHI,Roadhog,1,1,0,1.0
NICO,Genji,1,1,0,1.0
SLEY,Baptiste,1,1,0,1.0
NewJ,Vendetta,1,1,0,1.0
TOPDRAGON,Mei,1,1,0,1.0
QLOUD,Lúcio,1,1,0,1.0
QLOUD,Brigitte,1,1,0,1.0
TOPDRAGON,Genji,1,1,0,1.0
TOPDRAGON,Widowmaker,1,1,0,1.0
APDO,Venture,1,1,0,1.0
NewJ,Hanzo,1,1,0,1.0
NewJ,Torbjörn,1,1,0,1.0
Heesung,Roadhog,1,1,0,1.0
NEIVIS,Juno,1,1,0,1.0
NewJ,Genji,1,1,0,1.0
Yot1y,Genji,1,1,0,1.0
Daisy,Freja,1,1,0,1.0
Daisy,Cassidy,1,1,0,1.0
mint,Ana,1,1,0,1.0
NICO,Widowmaker,1,1,0,1.0
NICO,Hanzo,1,1,0,1.0
M1NUT2,Hanzo,1,1,0,1.0
HeeSang,Venture,1,1,0,1.0
Proper,Emre,1,1,0,1.0
BERNAR,Doomfist,1,1,0,1.0
BERNAR,Mauga,1,1,0,1.0
Jasm1ne,Sigma,1,1,0,1.0
Jasm1ne,Domina,1,1,0,1.0
Fielder,Moira,1,1,0,1.0
ChiYo,Lifeweaver,1,1,0,1.0
KIVIS,Jetpack Cat,1,1,0,1.0
CARU,Baptiste,1,1,0,1.0
KILO,Mei,1,1,0,1.0
OPENER,Kiriko,1,1,0,1.0
iRONY,Mizuki,1,1,0,1.0
iRONY,Lúcio,1,1,0,1.0
Proud,Echo,1,1,0,1.0
Jasm1ne,Reinhardt,1,1,0,1.0
Proper,Sojourn,1,1,0,1.0
BERNAR,Hazard,1,1,0,1.0
YangJun,Wuyang,1,1,0,1.0
Bliss,Mercy,1,1,0,1.0
CH0R0NG,Juno,1,1,0,1.0
Viol2t,Wuyang,1,1,0,1.0
SOMEONE,Reinhardt,1,1,0,1.0
ZEST,Sombra,1,1,0,1.0
Jasm1ne,Hazard,1,1,0,1.0
skewed,Jetpack Cat,1,1,0,1.0
Becky,Anran,1,1,0,1.0
YangJun,Ana,1,1,0,1.0
KIVIS,Illari,1,1,0,1.0
knife,Hanzo,1,1,0,1.0
Viol2t,Kiriko,1,1,0,1.0
skewed,Lifeweaver,1,1,0,1.0
Proper,Bastion,1,1,0,1.0
SP1NT,Sierra,1,1,0,1.0
Mealgaru,Sigma,1,1,0,1.0
Viol2t,Zenyatta,1,1,0,1.0
shu,Jetpack Cat,1,1,0,1.0
HeeSang,Sombra,1,1,0,1.0
HeeSang,Ashe,1,1,0,1.0
STALK3R,Sierra,1,1,0,1.0
STALK3R,Pharah,1,1,0,1.0
Proud,Reaper,1,1,0,1.0
knife,Sierra,1,1,0,1.0
Proper,Sierra,1,1,0,1.0
shu,Lifeweaver,1,1,0,1.0
Ch0r0ng,Juno,1,1,0,1.0
YangJun,Illari,1,1,0,1.0
MER1T,Tracer,1,1,0,1.0
Hanbin,Doomfist,1,1,0,1.0
Faith,Juno,1,1,0,1.0
Proper,Ashe,1,1,0,1.0
CH0R0NG,Ana,1,1,0,1.0
Argon,Mei,1,1,0,1.0
Argon,Freja,1,1,0,1.0
Proper,Reaper,1,1,0,1.0
JunBin,Roadhog,1,1,0,1.0
A1IEN,Widowmaker,1,1,0,1.0
Eileen,Genji,1,1,0,1.0
Eileen,Widowmaker,1,1,0,1.0
Hypnos,Baptiste,1,1,0,1.0
Mmonk,Lúcio,1,1,0,1.0
Lateyoung,Reinhardt,1,1,0,1.0
Littlemoon,Freja,1,1,0,1.0
Lengsa,Juno,1,1,0,1.0
A1WAYS,Juno,1,1,0,1.0
Shy,Tracer,1,1,0,1.0
SUNZO,Mauga,1,1,0,1.0
SUNZO,Orisa,1,1,0,1.0
MAKA,Mercy,1,1,0,1.0
Lateyoung,Ramattra,1,1,0,1.0
Coldj,Ana,1,1,0,1.0
Leave,Hanzo,1,1,0,1.0
Recall,Lifeweaver,1,1,0,1.0
Eileen,Emre,1,1,0,1.0
Leave,Bastion,1,1,0,1.0
Leave,Echo,1,1,0,1.0
Insane,Echo,1,1,0,1.0
Insane,Hanzo,1,1,0,1.0
Kaneki,Freja,1,1,0,1.0
Mmonk,Illari,1,1,0,1.0
MewTwo,Juno,1,1,0,1.0
MewTwo,Ana,1,1,0,1.0
MewTwo,Kiriko,1,1,0,1.0
BABAYAGA,Hanzo,1,1,0,1.0
Noy,Ana,1,1,0,1.0
Belosrea,Junker Queen,1,1,0,1.0
Insane,Reaper,1,1,0,1.0
Insane,Genji,1,1,0,1.0
Mag,Zarya,1,1,0,1.0
Lengsa,Kiriko,1,1,0,1.0
MewTwo,Mercy,1,1,0,1.0
shy,Sierra,1,1,0,1.0
Leave,Widowmaker,1,1,0,1.0
guxue,Wrecking Ball,1,1,0,1.0
MAKA,Illari,1,1,0,1.0
Ezhan,Genji,1,1,0,1.0
LeeSooMin,Ana,1,1,0,1.0
eisgnom,Ramattra,1,1,0,1.0
Ade,Bastion,1,1,0,1.0
Quartz,Echo,1,1,0,1.0
TVNT,Orisa,1,1,0,1.0
KSAA,Ramattra,1,1,0,1.0
KSAA,D.Va,1,1,0,1.0
Landon,Mercy,1,1,0,1.0
Taejong,Sombra,1,1,0,1.0
Galaa,Baptiste,1,1,0,1.0
SirMajed,Ana,1,1,0,1.0
FiNN,Lifeweaver,1,1,0,1.0
JaeWoo,Hanzo,1,1,0,1.0
LBBD7,Symmetra,1,1,0,1.0
TVNT,Mauga,1,1,0,1.0
