player_name,hero_name,matches_played,wins,losses,win_rate
Simple,Lúcio,1,1,0,1.0
WMaimone,Symmetra,1,1,0,1.0
Khenail,Illari,1,1,0,1.0
TVNT,Hazard,1,1,0,1.0
Khenail,Lifeweaver,1,1,0,1.0
AlphaYi,Echo,1,1,0,1.0
Haku,Brigitte,1,1,0,1.0
Simple,Baptiste,1,1,0,1.0
FiNN,Illari,1,1,0,1.0
FunnyAstro,Baptiste,1,1,0,1.0
Seicoe,Bastion,1,1,0,1.0
Landon,Ana,1,1,0,1.0
Tred,Hazard,1,1,0,1.0
TR33,Hanzo,1,1,0,1.0
Escanor,Ana,1,1,0,1.0
Lethal,Hanzo,1,1,0,1.0
Lukemino,Baptiste,1,1,0,1.0
PGE,Bastion,1,1,0,1.0
PGE,Hanzo,1,1,0,1.0
Tred,Winston,1,1,0,1.0
Seonjun,Torbjörn,1,1,0,1.0
Seonjun,Sombra,1,1,0,1.0
Seonjun,Junkrat,1,1,0,1.0
Kronik,Freja,1,1,0,1.0
Kronik,Anran,1,1,0,1.0
Cjay,Moira,1,1,0,1.0
UltraViolet,Zenyatta,1,1,0,1.0
TR33,Bastion,1,1,0,1.0
Infekted,Reinhardt,1,1,0,1.0
Sugarfree,Widowmaker,1,1,0,1.0
UltraViolet,Lúcio,1,1,0,1.0
Yoshinori2k,Reaper,1,1,0,1.0
wntr,Mizuki,1,1,0,1.0
Huntin,Illari,1,1,0,1.0
Colourhex,Sojourn,1,1,0,1.0
sgy,Hanzo,1,1,0,1.0
UYOU,Ramattra,1,1,0,1.0
PaLee,Moira,1,1,0,1.0
PaLee,Mercy,1,1,0,1.0
Yoko,Soldier: 76,1,1,0,1.0
Huntin,Mizuki,1,1,0,1.0
Colourhex,Symmetra,1,1,0,1.0
sgy,Venture,1,1,0,1.0
Ackyy,Lúcio,1,1,0,1.0
wntr,Kiriko,1,1,0,1.0
Lumi,Roadhog,1,1,0,1.0
Lumi,Ramattra,1,1,0,1.0
Lumi,Domina,1,1,0,1.0
Yoshinori2k,Sierra,1,1,0,1.0
Nyang,Reaper,1,1,0,1.0
sgy,Genji,1,1,0,1.0
Colourhex,Zarya,1,1,0,1.0
Kairen,Wrecking Ball,1,1,0,1.0
Hyvision,Hanzo,1,1,0,1.0
PGE,Ashe,1,0,1,0.0
Nico,Emre,1,0,1,0.0
Nico,Cassidy,1,0,1,0.0
Nico,Freja,1,0,1,0.0
Nico,Widowmaker,1,0,1,0.0
Nico,Tracer,1,0,1,0.0
Sley,Mizuki,1,0,1,0.0
Sley,Jetpack Cat,1,0,1,0.0
Sley,Illari,1,0,1,0.0
Qloud,Jetpack Cat,1,0,1,0.0
Qloud,Kiriko,1,0,1,0.0
Qloud,Brigitte,1,0,1,0.0
Qloud,Baptiste,1,0,1,0.0
Kronik,Bastion,1,0,1,0.0
Seonjun,Anran,1,0,1,0.0
Cjay,Wuyang,1,0,1,0.0
Zest,Genji,1,0,1,0.0
Viper,Anran,1,0,1,0.0
Viper,Echo,1,0,1,0.0
Insane,Anran,1,0,1,0.0
Insane,Sojourn,1,0,1,0.0
Kivis,Mizuki,1,0,1,0.0
Kivis,Kiriko,1,0,1,0.0
Kivis,Illari,1,0,1,0.0
LIP,Sombra,1,0,1,0.0
FDGod,Mercy,1,0,1,0.0
Shy,Ashe,1,0,1,0.0
LeeSooMin,Mizuki,1,0,1,0.0
MAKA,Wuyang,1,0,1,0.0
Zest,Tracer,1,0,1,0.0
skewed,Brigitte,1,0,1,0.0
FiXa,Wuyang,1,0,1,0.0
FiXa,Baptiste,1,0,1,0.0
HeeSang,Torbjörn,1,0,1,0.0
JunBin,Reinhardt,1,0,1,0.0
Ch0r0ng,Illari,1,0,1,0.0
Zeruhh,Widowmaker,1,0,1,0.0
Vigilante,Wuyang,1,0,1,0.0
Quartz,Sombra,1,0,1,0.0
FunnyAstro,Zenyatta,1,0,1,0.0
Breadturtle,Sojourn,1,0,1,0.0
Leonopteryx,Sigma,1,0,1,0.0
kiibo,Wuyang,1,0,1,0.0
Undersea,Echo,1,0,1,0.0
Undersea,Venture,1,0,1,0.0
Undersea,Emre,1,0,1,0.0
Undersea,Tracer,1,0,1,0.0
ta1yo,Ashe,1,0,1,0.0
PEPPI,Winston,1,0,1,0.0
Setsuna,Sombra,1,0,1,0.0
Yot1y,Sojourn,1,0,1,0.0
DOX,Roadhog,1,0,1,0.0
NHZ,Ana,1,0,1,0.0
PEPPI,Wrecking Ball,1,0,1,0.0
DOX,Wrecking Ball,1,0,1,0.0
NICO,Freja,1,0,1,0.0
SLEY,Juno,1,0,1,0.0
SLEY,Brigitte,1,0,1,0.0
Sakume,Baptiste,1,0,1,0.0
Supreme,Baptiste,1,0,1,0.0
ICHI,Sigma,1,0,1,0.0
Supreme,Zenyatta,1,0,1,0.0
Elysia,Mizuki,1,0,1,0.0
DOX,Sigma,1,0,1,0.0
NHZ,Lifeweaver,1,0,1,0.0
umi,Illari,1,0,1,0.0
Mihawk,Mizuki,1,0,1,0.0
Mihawk,Wuyang,1,0,1,0.0
Daisy,Pharah,1,0,1,0.0
Daisy,Tracer,1,0,1,0.0
APDO,Torbjörn,1,0,1,0.0
APDO,Emre,1,0,1,0.0
APDO,Cassidy,1,0,1,0.0
orca,Lifeweaver,1,0,1,0.0
pav2l,Tracer,1,0,1,0.0
Vosa1q,Doomfist,1,0,1,0.0
Vosa1q,Wrecking Ball,1,0,1,0.0
umi,Jetpack Cat,1,0,1,0.0
umi,Lúcio,1,0,1,0.0
APDO,Widowmaker,1,0,1,0.0
Yot1y,Freja,1,0,1,0.0
Yot1y,Hanzo,1,0,1,0.0
NHZ,Mercy,1,0,1,0.0
umi,Wuyang,1,0,1,0.0
ans,Pharah,1,0,1,0.0
epic,Illari,1,0,1,0.0
Mihawk,Zenyatta,1,0,1,0.0
kiibo,Illari,1,0,1,0.0
Soae,Mei,1,0,1,0.0
Setsuna,Hanzo,1,0,1,0.0
DOX,Hazard,1,0,1,0.0
mint,Lifeweaver,1,0,1,0.0
orca,Mercy,1,0,1,0.0
orca,Jetpack Cat,1,0,1,0.0
harutoon,Venture,1,0,1,0.0
harutoon,Sombra,1,0,1,0.0
harutoon,Soldier: 76,1,0,1,0.0
ans,Vendetta,1,0,1,0.0
ta1yo,Widowmaker,1,0,1,0.0
ta1yo,Cassidy,1,0,1,0.0
ta1yo,Bastion,1,0,1,0.0
ta1yo,Genji,1,0,1,0.0
Breadturtle,Genji,1,0,1,0.0
Vosa1q,Orisa,1,0,1,0.0
Vosa1q,Reinhardt,1,0,1,0.0
Vosa1q,Junker Queen,1,0,1,0.0
harutoon,Echo,1,0,1,0.0
SORI,Pharah,1,0,1,0.0
harutoon,Sojourn,1,0,1,0.0
Edison,Reaper,1,0,1,0.0
Edison,Sombra,1,0,1,0.0
Edison,Mei,1,0,1,0.0
Zesin,Symmetra,1,0,1,0.0
Zesin,Vendetta,1,0,1,0.0
SeungAn,Ramattra,1,0,1,0.0
MAX,Domina,1,0,1,0.0
MAX,Wrecking Ball,1,0,1,0.0
Becky,Echo,1,0,1,0.0
ATTACK,Wrecking Ball,1,0,1,0.0
SoLA,Domina,1,0,1,0.0
MCD,Mercy,1,0,1,0.0
ZeSin,Freja,1,0,1,0.0
SP1NT,Venture,1,0,1,0.0
Mer1t,Reaper,1,0,1,0.0
Mer1t,Mei,1,0,1,0.0
Checkmate,Venture,1,0,1,0.0
Hanbin,Wrecking Ball,1,0,1,0.0
ZeSin,Reaper,1,0,1,0.0
Gur3um,Orisa,1,0,1,0.0
CARU,Zenyatta,1,0,1,0.0
CH0R0NG,Kiriko,1,0,1,0.0
CH0R0NG,Illari,1,0,1,0.0
M1NUT2,Tracer,1,0,1,0.0
D4RT,Venture,1,0,1,0.0
Gur3um,Doomfist,1,0,1,0.0
Argon,Emre,1,0,1,0.0
Argon,Hanzo,1,0,1,0.0
Jamelgong,Tracer,1,0,1,0.0
Jamelgong,Mei,1,0,1,0.0
Jamelgong,Genji,1,0,1,0.0
Jamelgong,Symmetra,1,0,1,0.0
SoLA,Orisa,1,0,1,0.0
Secret,Jetpack Cat,1,0,1,0.0
KIVIS,Baptiste,1,0,1,0.0
skewed,Moira,1,0,1,0.0
ZeSin,Symmetra,1,0,1,0.0
skewed,Illari,1,0,1,0.0
HeeSang,Soldier: 76,1,0,1,0.0
STALK3R,Sombra,1,0,1,0.0
Ch0r0ng,Lifeweaver,1,0,1,0.0
D0D0,Anran,1,0,1,0.0
Secret,Baptiste,1,0,1,0.0
Zesin,Cassidy,1,0,1,0.0
Zesin,Widowmaker,1,0,1,0.0
FARMER,Orisa,1,0,1,0.0
MCD,Hazard,1,0,1,0.0
Yate,Juno,1,0,1,0.0
Secret,Mizuki,1,0,1,0.0
M1NUT2,Reaper,1,0,1,0.0
Gur3um,Ramattra,1,0,1,0.0
Proud,Venture,1,0,1,0.0
Proud,Sombra,1,0,1,0.0
DONGHAK,Winston,1,0,1,0.0
Argon,Genji,1,0,1,0.0
ZeSin,Hanzo,1,0,1,0.0
FARMER,Roadhog,1,0,1,0.0
WoochaN,Lifeweaver,1,0,1,0.0
Fielder,Brigitte,1,0,1,0.0
M1NUT2,Sierra,1,0,1,0.0
SP1NT,Anran,1,0,1,0.0
KILO,Sierra,1,0,1,0.0
perr,Hanzo,1,0,1,0.0
D0D0,Hanzo,1,0,1,0.0
Yate,Winston,1,0,1,0.0
Yate,Doomfist,1,0,1,0.0
A1IEN,Symmetra,1,0,1,0.0
A1IEN,Vendetta,1,0,1,0.0
HEISER,Reinhardt,1,0,1,0.0
HEISER,Mauga,1,0,1,0.0
SP1NT,Sombra,1,0,1,0.0
KILO,Venture,1,0,1,0.0
KILO,Sombra,1,0,1,0.0
ATTACK,Reinhardt,1,0,1,0.0
D4RT,Sierra,1,0,1,0.0
Fearful,Wrecking Ball,1,0,1,0.0
Fearful,Zarya,1,0,1,0.0
knife,Vendetta,1,0,1,0.0
Mer1t,Tracer,1,0,1,0.0
Checkmate,Reaper,1,0,1,0.0
SOMEONE,Ramattra,1,0,1,0.0
SOMEONE,Mauga,1,0,1,0.0
SeungAn,Hazard,1,0,1,0.0
Eileen,Echo,1,0,1,0.0
Hypnos,Mizuki,1,0,1,0.0
Lilko,Genji,1,0,1,0.0
fari,Widowmaker,1,0,1,0.0
9TRIBEZ,Ramattra,1,0,1,0.0
9TRIBEZ,Sigma,1,0,1,0.0
9TRIBEZ,Doomfist,1,0,1,0.0
Remedy,Ana,1,0,1,0.0
skyshow,Venture,1,0,1,0.0
Noy,Baptiste,1,0,1,0.0
Wangming,Venture,1,0,1,0.0
Limbo,Zarya,1,0,1,0.0
Recall,Mizuki,1,0,1,0.0
9TRIBEZ,D.Va,1,0,1,0.0
Lateyoung,Winston,1,0,1,0.0
fari,Tracer,1,0,1,0.0
Remedy,Baptiste,1,0,1,0.0
Unkn0w,Brigitte,1,0,1,0.0
Lilko,Pharah,1,0,1,0.0
skyshow,Widowmaker,1,0,1,0.0
Wangming,Sojourn,1,0,1,0.0
Wangming,Emre,1,0,1,0.0
BABAYAGA,Emre,1,0,1,0.0
TCC,Wuyang,1,0,1,0.0
Coldj,Baptiste,1,0,1,0.0
Eileen,Bastion,1,0,1,0.0
Noy,Mercy,1,0,1,0.0
Lateyoung,Sigma,1,0,1,0.0
Coldj,Zenyatta,1,0,1,0.0
LeeSooMin,Baptiste,1,0,1,0.0
prot3ct,Mei,1,0,1,0.0
Diya,Bastion,1,0,1,0.0
Diya,Soldier: 76,1,0,1,0.0
Mag,Doomfist,1,0,1,0.0
BABAYAGA,Reaper,1,0,1,0.0
BABAYAGA,Genji,1,0,1,0.0
Eileen,Sierra,1,0,1,0.0
Taimouren,Bastion,1,0,1,0.0
Taimouren,Freja,1,0,1,0.0
Taimouren,Sierra,1,0,1,0.0
feiyang,Winston,1,0,1,0.0
Diya,Jetpack Cat,1,0,1,0.0
Diya,Mercy,1,0,1,0.0
TCC,Ana,1,0,1,0.0
TCC,Kiriko,1,0,1,0.0
Littlemoon,Bastion,1,0,1,0.0
BABAYAGA,Sierra,1,0,1,0.0
prot3ct,Reinhardt,1,0,1,0.0
shy,Symmetra,1,0,1,0.0
guxue,Orisa,1,0,1,0.0
Littlemoon,Mei,1,0,1,0.0
Kaneki,Anran,1,0,1,0.0
Mmonk,Mizuki,1,0,1,0.0
Ezhan,Echo,1,0,1,0.0
Insane,Soldier: 76,1,0,1,0.0
BABYAGA,Symmetra,1,0,1,0.0
prot3ct,Hazard,1,0,1,0.0
Pineapple,Freja,1,0,1,0.0
Alphari,Emre,1,0,1,0.0
Ade,Echo,1,0,1,0.0
Vestola,Wrecking Ball,1,0,1,0.0
crispy,Lifeweaver,1,0,1,0.0
FDGod,Wuyang,1,0,1,0.0
FDGod,Mizuki,1,0,1,0.0
Tama,Orisa,1,0,1,0.0
Tama,Doomfist,1,0,1,0.0
Tama,Wrecking Ball,1,0,1,0.0
Xerion,Lifeweaver,1,0,1,0.0
Zorrow,Soldier: 76,1,0,1,0.0
Kai,Freja,1,0,1,0.0
WMaimone,Reaper,1,0,1,0.0
amdp,Doomfist,1,0,1,0.0
Zorrow,Widowmaker,1,0,1,0.0
amdp,Zarya,1,0,1,0.0
Khenail,Jetpack Cat,1,0,1,0.0
AlphaYi,Genji,1,0,1,0.0
ZIYAD,Doomfist,1,0,1,0.0
Galaa,Illari,1,0,1,0.0
PGE,Soldier: 76,1,0,1,0.0
xten,Widowmaker,1,0,1,0.0
zzz,Lúcio,1,0,1,0.0
zzz,Zenyatta,1,0,1,0.0
NenWhy,Kiriko,1,0,1,0.0
Infekted,Ramattra,1,0,1,0.0
pdk,Freja,1,0,1,0.0
sniper,Domina,1,0,1,0.0
Lethal,Venture,1,0,1,0.0
TR33,Pharah,1,0,1,0.0
Escanor,Baptiste,1,0,1,0.0
Rokit,Hanzo,1,0,1,0.0
Scyle,Zenyatta,1,0,1,0.0
zzz,Baptiste,1,0,1,0.0
sniper,Zarya,1,0,1,0.0
Coluge,Ramattra,1,0,1,0.0
Coluge,Sigma,1,0,1,0.0
Coluge,Winston,1,0,1,0.0
Escanor,Lúcio,1,0,1,0.0
Rokit,Genji,1,0,1,0.0
Ryan,Ashe,1,0,1,0.0
pdk,Widowmaker,1,0,1,0.0
pdk,Tracer,1,0,1,0.0
pdk,Hanzo,1,0,1,0.0
sniper,Doomfist,1,0,1,0.0
sniper,Roadhog,1,0,1,0.0
sniper,Reinhardt,1,0,1,0.0
sniper,Mauga,1,0,1,0.0
sniper,Orisa,1,0,1,0.0
scuffed,Mizuki,1,0,1,0.0
scuffed,Jetpack Cat,1,0,1,0.0
scuffed,Lifeweaver,1,0,1,0.0
scuffed,Lúcio,1,0,1,0.0
Grapes,Zenyatta,1,0,1,0.0
Grapes,Kiriko,1,0,1,0.0
Grapes,Baptiste,1,0,1,0.0
xomba,Pharah,1,0,1,0.0
Seonjun,Mei,1,0,1,0.0
Zephyr,Echo,1,0,1,0.0
Zephyr,Ashe,1,0,1,0.0
Tom4to,Wuyang,1,0,1,0.0
FEI,Juno,1,0,1,0.0
Elva,Widowmaker,1,0,1,0.0
Scorch,Doomfist,1,0,1,0.0
Akraken,Juno,1,0,1,0.0
Pugz,Mercy,1,0,1,0.0
TKL,Tracer,1,0,1,0.0
Lumi,Zarya,1,0,1,0.0
Beeple,Wuyang,1,0,1,0.0
Regr3t,Venture,1,0,1,0.0
Hyunjae,Mizuki,1,0,1,0.0
TKL,Vendetta,1,0,1,0.0
jamorant,Ramattra,1,0,1,0.0
jamorant,Zarya,1,0,1,0.0
Zephyr,Torbjörn,1,0,1,0.0
Zephyr,Hanzo,1,0,1,0.0
Despair,Winston,1,0,1,0.0
PKFishy,Sombra,1,0,1,0.0
UYOU,Doomfist,1,0,1,0.0
UYOU,Winston,1,0,1,0.0
PaLee,Mizuki,1,0,1,0.0
Kairen,Winston,1,0,1,0.0
PKFishy,Venture,1,0,1,0.0
Regr3t,Cassidy,1,0,1,0.0
Scorch,Sigma,1,0,1,0.0
jamorant,Domina,1,0,1,0.0
jamorant,Orisa,1,0,1,0.0
jamorant,Mauga,1,0,1,0.0
Kairen,Doomfist,1,0,1,0.0
Yoko,Reaper,1,0,1,0.0
Elva,Sojourn,1,0,1,0.0
Elva,Reaper,1,0,1,0.0
Elva,Torbjörn,1,0,1,0.0
Sunset,Bastion,1,0,1,0.0
Sunset,Tracer,1,0,1,0.0
Nyang,Bastion,1,0,1,0.0
Nyang,Cassidy,1,0,1,0.0
Nyang,Symmetra,1,0,1,0.0
sgy,Soldier: 76,1,0,1,0.0
Punk,Mauga,1,0,1,0.0
