team_name,hero_name,usage_count,usage_ratio
TOKYO TAIYOs,Roadhog,4,0.016
TOKYO TAIYOs,Mauga,4,0.016
TOKYO TAIYOs,Illari,4,0.016
TOKYO TAIYOs,Brigitte,4,0.016
TOKYO TAIYOs,Ashe,3,0.012
TOKYO TAIYOs,Jetpack Cat,3,0.012
TOKYO TAIYOs,Ana,3,0.012
TOKYO TAIYOs,Vendetta,3,0.012
TOKYO TAIYOs,Mercy,3,0.012
TOKYO TAIYOs,Soldier: 76,2,0.008
TOKYO TAIYOs,Zarya,2,0.008
TOKYO TAIYOs,Doomfist,2,0.008
TOKYO TAIYOs,Hazard,2,0.008
TOKYO TAIYOs,Winston,1,0.004
TOKYO TAIYOs,Wrecking Ball,1,0.004
TOKYO TAIYOs,Hanzo,1,0.004
TOKYO TAIYOs,Mizuki,1,0.004
TOKYO TAIYOs,Pharah,1,0.004
TOKYO TAIYOs,Zenyatta,1,0.004
TOKYO TAIYOs,Genji,1,0.004
Team Falcons,Kiriko,44,0.1095
Team Falcons,Lúcio,36,0.0896
Team Falcons,Juno,34,0.0846
Team Falcons,Symmetra,33,0.0821
Team Falcons,D.Va,27,0.0672
Team Falcons,Emre,22,0.0547
Team Falcons,Sojourn,20,0.0498
Team Falcons,Vendetta,18,0.0448
Team Falcons,Jetpack Cat,18,0.0448
Team Falcons,Tracer,18,0.0448
Team Falcons,Zarya,16,0.0398
Team Falcons,Cassidy,15,0.0373
Team Falcons,Brigitte,11,0.0274
Team Falcons,Domina,9,0.0224
Team Falcons,Bastion,8,0.0199
Team Falcons,Widowmaker,7,0.0174
Team Falcons,Pharah,6,0.0149
Team Falcons,Ramattra,6,0.0149
Team Falcons,Hanzo,5,0.0124
Team Falcons,Ana,5,0.0124
Team Falcons,Mei,4,0.01
Team Falcons,Genji,4,0.01
Team Falcons,Baptiste,4,0.01
Team Falcons,Anran,3,0.0075
Team Falcons,Mizuki,3,0.0075
Team Falcons,Torbjörn,3,0.0075
Team Falcons,Mauga,3,0.0075
Team Falcons,Wuyang,2,0.005
Team Falcons,Lifeweaver,2,0.005
Team Falcons,Winston,2,0.005
Team Falcons,Reaper,2,0.005
Team Falcons,Sigma,2,0.005
Team Falcons,Echo,2,0.005
Team Falcons,Orisa,2,0.005
Team Falcons,Illari,1,0.0025
Team Falcons,Moira,1,0.0025
Team Falcons,Venture,1,0.0025
Team Falcons,Wrecking Ball,1,0.0025
Team Falcons,Reinhardt,1,0.0025
Team Falcons,Doomfist,1,0.0025
Team Liquid,Kiriko,33,0.1025
Team Liquid,Tracer,29,0.0901
Team Liquid,Emre,25,0.0776
Team Liquid,Lúcio,21,0.0652
Team Liquid,Vendetta,18,0.0559
Team Liquid,Juno,17,0.0528
Team Liquid,Symmetra,16,0.0497
Team Liquid,Brigitte,15,0.0466
Team Liquid,Sojourn,13,0.0404
Team Liquid,Widowmaker,12,0.0373
Team Liquid,D.Va,12,0.0373
Team Liquid,Orisa,12,0.0373
Team Liquid,Wrecking Ball,10,0.0311
Team Liquid,Jetpack Cat,8,0.0248
Team Liquid,Mauga,8,0.0248
Team Liquid,Genji,7,0.0217
Team Liquid,Domina,7,0.0217
Team Liquid,Pharah,7,0.0217
Team Liquid,Cassidy,7,0.0217
Team Liquid,Zarya,6,0.0186
Team Liquid,Wuyang,5,0.0155
Team Liquid,Winston,5,0.0155
Team Liquid,Sigma,4,0.0124
Team Liquid,Illari,4,0.0124
Team Liquid,Echo,3,0.0093
Team Liquid,Ana,3,0.0093
Team Liquid,Anran,2,0.0062
Team Liquid,Mizuki,2,0.0062
Team Liquid,Sombra,2,0.0062
Team Liquid,Ramattra,2,0.0062
Team Liquid,Venture,2,0.0062
Team Liquid,Lifeweaver,1,0.0031
Team Liquid,Hanzo,1,0.0031
Team Liquid,Baptiste,1,0.0031
Team Liquid,Bastion,1,0.0031
Team Liquid,Reinhardt,1,0.0031
Team Peps,Lúcio,26,0.0985
Team Peps,Tracer,24,0.0909
Team Peps,Kiriko,21,0.0795
Team Peps,Vendetta,20,0.0758
Team Peps,Emre,18,0.0682
Team Peps,Sojourn,15,0.0568
Team Peps,Juno,15,0.0568
Team Peps,Zarya,14,0.053
Team Peps,D.Va,10,0.0379
Team Peps,Hazard,8,0.0303
Team Peps,Brigitte,8,0.0303
Team Peps,Jetpack Cat,7,0.0265
Team Peps,Ana,7,0.0265
Team Peps,Mauga,7,0.0265
Team Peps,Domina,6,0.0227
Team Peps,Wrecking Ball,6,0.0227
Team Peps,Genji,6,0.0227
Team Peps,Winston,6,0.0227
Team Peps,Widowmaker,5,0.0189
Team Peps,Wuyang,4,0.0152
Team Peps,Baptiste,4,0.0152
Team Peps,Zenyatta,4,0.0152
Team Peps,Freja,3,0.0114
Team Peps,Hanzo,3,0.0114
Team Peps,Mizuki,3,0.0114
Team Peps,Symmetra,3,0.0114
Team Peps,Pharah,3,0.0114
Team Peps,Anran,2,0.0076
Team Peps,Ramattra,2,0.0076
Team Peps,Ashe,1,0.0038
Team Peps,Mercy,1,0.0038
Team Peps,Lifeweaver,1,0.0038
Team Peps,Soldier: 76,1,0.0038
Team Secret,Tracer,13,0.1024
Team Secret,Wrecking Ball,11,0.0866
Team Secret,Emre,10,0.0787
Team Secret,Symmetra,10,0.0787
Team Secret,Kiriko,7,0.0551
Team Secret,Lúcio,7,0.0551
Team Secret,Juno,7,0.0551
Team Secret,Illari,7,0.0551
Team Secret,Brigitte,6,0.0472
Team Secret,Mizuki,6,0.0472
Team Secret,Baptiste,5,0.0394
Team Secret,Sojourn,4,0.0315
Team Secret,Ana,4,0.0315
Team Secret,Vendetta,4,0.0315
Team Secret,Widowmaker,3,0.0236
Team Secret,D.Va,3,0.0236
Team Secret,Cassidy,2,0.0157
Team Secret,Genji,2,0.0157
Team Secret,Echo,2,0.0157
Team Secret,Jetpack Cat,2,0.0157
Team Secret,Zenyatta,2,0.0157
Team Secret,Hazard,2,0.0157
Team Secret,Reaper,1,0.0079
Team Secret,Ramattra,1,0.0079
Team Secret,Moira,1,0.0079
Team Secret,Mercy,1,0.0079
Team Secret,Doomfist,1,0.0079
Team Secret,Winston,1,0.0079
Team Secret,Sierra,1,0.0079
Team Secret,Hanzo,1,0.0079
Telomere,Kiriko,18,0.0891
Telomere,Tracer,16,0.0792
Telomere,Brigitte,14,0.0693
Telomere,Sojourn,13,0.0644
Telomere,Lúcio,13,0.0644
Telomere,Symmetra,12,0.0594
Telomere,Vendetta,11,0.0545
Telomere,Emre,11,0.0545
Telomere,Juno,11,0.0545
Telomere,Cassidy,9,0.0446
Telomere,Winston,9,0.0446
Telomere,D.Va,8,0.0396
Telomere,Ramattra,8,0.0396
Telomere,Ana,6,0.0297
Telomere,Baptiste,5,0.0248
Telomere,Mei,4,0.0198
Telomere,Zarya,4,0.0198
Telomere,Moira,4,0.0198
Telomere,Reinhardt,3,0.0149
Telomere,Wuyang,3,0.0149
Telomere,Genji,3,0.0149
Telomere,Ashe,2,0.0099
Telomere,Echo,2,0.0099
Telomere,Widowmaker,2,0.0099
Telomere,Hazard,2,0.0099
Telomere,Mauga,2,0.0099
Telomere,Sigma,1,0.005
Telomere,Mizuki,1,0.005
Telomere,Doomfist,1,0.005
Telomere,Wrecking Ball,1,0.005
Telomere,Illari,1,0.005
Telomere,Orisa,1,0.005
Telomere,Junker Queen,1,0.005
The Gatos Guapos,Emre,12,0.0916
The Gatos Guapos,D.Va,12,0.0916
The Gatos Guapos,Kiriko,12,0.0916
The Gatos Guapos,Lúcio,11,0.084
The Gatos Guapos,Tracer,9,0.0687
The Gatos Guapos,Symmetra,8,0.0611
The Gatos Guapos,Vendetta,7,0.0534
The Gatos Guapos,Juno,6,0.0458
The Gatos Guapos,Anran,5,0.0382
The Gatos Guapos,Ana,5,0.0382
The Gatos Guapos,Illari,5,0.0382
The Gatos Guapos,Hazard,4,0.0305
The Gatos Guapos,Jetpack Cat,4,0.0305
The Gatos Guapos,Sojourn,4,0.0305
The Gatos Guapos,Zarya,3,0.0229
The Gatos Guapos,Cassidy,3,0.0229
The Gatos Guapos,Ramattra,3,0.0229
The Gatos Guapos,Widowmaker,2,0.0153
The Gatos Guapos,Reinhardt,2,0.0153
The Gatos Guapos,Pharah,2,0.0153
The Gatos Guapos,Doomfist,2,0.0153
The Gatos Guapos,Brigitte,2,0.0153
The Gatos Guapos,Mizuki,1,0.0076
The Gatos Guapos,Hanzo,1,0.0076
The Gatos Guapos,Venture,1,0.0076
The Gatos Guapos,Reaper,1,0.0076
The Gatos Guapos,Genji,1,0.0076
The Gatos Guapos,Bastion,1,0.0076
The Gatos Guapos,Soldier: 76,1,0.0076
The Gatos Guapos,Mauga,1,0.0076
Twisted Minds,Lúcio,29,0.1103
Twisted Minds,Kiriko,29,0.1103
Twisted Minds,Emre,28,0.1065
Twisted Minds,Tracer,25,0.0951
Twisted Minds,Juno,24,0.0913
Twisted Minds,Zarya,19,0.0722
Twisted Minds,Vendetta,17,0.0646
Twisted Minds,D.Va,17,0.0646
Twisted Minds,Sojourn,11,0.0418
Twisted Minds,Widowmaker,8,0.0304
Twisted Minds,Pharah,7,0.0266
Twisted Minds,Domina,5,0.019
Twisted Minds,Jetpack Cat,4,0.0152
Twisted Minds,Brigitte,4,0.0152
Twisted Minds,Anran,3,0.0114
Twisted Minds,Mizuki,3,0.0114
Twisted Minds,Ana,3,0.0114
Twisted Minds,Symmetra,3,0.0114
Twisted Minds,Illari,3,0.0114
Twisted Minds,Wrecking Ball,2,0.0076
Twisted Minds,Wuyang,2,0.0076
Twisted Minds,Genji,2,0.0076
Twisted Minds,Mercy,2,0.0076
Twisted Minds,Sigma,2,0.0076
Twisted Minds,Baptiste,2,0.0076
Twisted Minds,Cassidy,1,0.0038
Twisted Minds,Sombra,1,0.0038
Twisted Minds,Zenyatta,1,0.0038
Twisted Minds,Echo,1,0.0038
Twisted Minds,Orisa,1,0.0038
Twisted Minds,Ramattra,1,0.0038
Twisted Minds,Hanzo,1,0.0038
Twisted Minds,Mauga,1,0.0038
Twisted Minds,Hazard,1,0.0038
VARREL,Emre,27,0.1011
VARREL,D.Va,20,0.0749
VARREL,Tracer,19,0.0712
VARREL,Jetpack Cat,19,0.0712
VARREL,Kiriko,18,0.0674
VARREL,Symmetra,18,0.0674
VARREL,Vendetta,16,0.0599
VARREL,Wuyang,14,0.0524
VARREL,Ana,13,0.0487
VARREL,Hazard,13,0.0487
VARREL,Illari,11,0.0412
VARREL,Zarya,7,0.0262
VARREL,Echo,7,0.0262
VARREL,Orisa,7,0.0262
VARREL,Cassidy,6,0.0225
VARREL,Sojourn,5,0.0187
VARREL,Baptiste,5,0.0187
VARREL,Ramattra,4,0.015
VARREL,Juno,4,0.015
VARREL,Widowmaker,3,0.0112
VARREL,Brigitte,3,0.0112
VARREL,Winston,3,0.0112
VARREL,Wrecking Ball,3,0.0112
VARREL,Freja,2,0.0075
VARREL,Anran,2,0.0075
VARREL,Venture,2,0.0075
VARREL,Domina,2,0.0075
VARREL,Mizuki,2,0.0075
VARREL,Bastion,2,0.0075
VARREL,Genji,2,0.0075
VARREL,Pharah,2,0.0075
VARREL,Sigma,2,0.0075
VARREL,Ashe,1,0.0037
VARREL,Mei,1,0.0037
VARREL,Lúcio,1,0.0037
VARREL,Hanzo,1,0.0037
Virtus.pro,Emre,34,0.1181
Virtus.pro,Kiriko,31,0.1076
Virtus.pro,Tracer,28,0.0972
Virtus.pro,Lúcio,28,0.0972
Virtus.pro,Zarya,25,0.0868
Virtus.pro,Vendetta,20,0.0694
Virtus.pro,D.Va,13,0.0451
Virtus.pro,Juno,11,0.0382
Virtus.pro,Brigitte,11,0.0382
Virtus.pro,Jetpack Cat,10,0.0347
Virtus.pro,Symmetra,9,0.0312
Virtus.pro,Widowmaker,9,0.0312
Virtus.pro,Domina,7,0.0243
Virtus.pro,Pharah,7,0.0243
Virtus.pro,Sojourn,6,0.0208
Virtus.pro,Doomfist,5,0.0174
Virtus.pro,Cassidy,4,0.0139
Virtus.pro,Hazard,4,0.0139
Virtus.pro,Mauga,4,0.0139
Virtus.pro,Echo,3,0.0104
Virtus.pro,Baptiste,3,0.0104
Virtus.pro,Wrecking Ball,3,0.0104
Virtus.pro,Anran,2,0.0069
Virtus.pro,Mizuki,2,0.0069
Virtus.pro,Hanzo,1,0.0035
Virtus.pro,Reinhardt,1,0.0035
Virtus.pro,Zenyatta,1,0.0035
Virtus.pro,Illari,1,0.0035
Virtus.pro,Wuyang,1,0.0035
Virtus.pro,Ramattra,1,0.0035
Virtus.pro,Mercy,1,0.0035
Virtus.pro,Bastion,1,0.0035
Virtus.pro,Ana,1,0.0035
Weibo Gaming,Kiriko,35,0.1014
Weibo Gaming,Lúcio,27,0.0783
Weibo Gaming,Emre,22,0.0638
Weibo Gaming,Symmetra,22,0.0638
Weibo Gaming,Tracer,20,0.058
Weibo Gaming,Sojourn,19,0.0551
Weibo Gaming,Jetpack Cat,19,0.0551
Weibo Gaming,Zarya,16,0.0464
Weibo Gaming,Ana,15,0.0435
Weibo Gaming,Vendetta,14,0.0406
Weibo Gaming,Juno,14,0.0406
Weibo Gaming,Mauga,11,0.0319
Weibo Gaming,Pharah,10,0.029
Weibo Gaming,Bastion,10,0.029
Weibo Gaming,D.Va,9,0.0261
Weibo Gaming,Brigitte,8,0.0232
Weibo Gaming,Hazard,8,0.0232
Weibo Gaming,Illari,7,0.0203
Weibo Gaming,Baptiste,6,0.0174
Weibo Gaming,Winston,6,0.0174
Weibo Gaming,Sigma,4,0.0116
Weibo Gaming,Wuyang,4,0.0116
Weibo Gaming,Widowmaker,4,0.0116
Weibo Gaming,Sierra,4,0.0116
Weibo Gaming,Venture,3,0.0087
Weibo Gaming,Doomfist,3,0.0087
Weibo Gaming,Genji,3,0.0087
Weibo Gaming,Reaper,3,0.0087
Weibo Gaming,Anran,2,0.0058
Weibo Gaming,Domina,2,0.0058
Weibo Gaming,Orisa,2,0.0058
Weibo Gaming,Mei,2,0.0058
Weibo Gaming,Ramattra,2,0.0058
Weibo Gaming,Cassidy,2,0.0058
Weibo Gaming,Ashe,1,0.0029
Weibo Gaming,Freja,1,0.0029
Weibo Gaming,Mizuki,1,0.0029
Weibo Gaming,Mercy,1,0.0029
Weibo Gaming,Hanzo,1,0.0029
Weibo Gaming,Echo,1,0.0029
Weibo Gaming,Wrecking Ball,1,0.0029
ZAN Esports,Kiriko,27,0.1047
ZAN Esports,Lúcio,26,0.1008
ZAN Esports,Vendetta,17,0.0659
ZAN Esports,Sojourn,16,0.062
ZAN Esports,Emre,16,0.062
ZAN Esports,Tracer,15,0.0581
ZAN Esports,D.Va,15,0.0581
ZAN Esports,Juno,14,0.0543
ZAN Esports,Symmetra,13,0.0504
ZAN Esports,Zarya,12,0.0465
ZAN Esports,Doomfist,11,0.0426
ZAN Esports,Hazard,9,0.0349
ZAN Esports,Bastion,7,0.0271
ZAN Esports,Pharah,6,0.0233
ZAN Esports,Ana,6,0.0233
ZAN Esports,Wrecking Ball,5,0.0194
ZAN Esports,Brigitte,5,0.0194
ZAN Esports,Jetpack Cat,5,0.0194
ZAN Esports,Orisa,3,0.0116
ZAN Esports,Genji,3,0.0116
ZAN Esports,Cassidy,3,0.0116
ZAN Esports,Mei,3,0.0116
ZAN Esports,Widowmaker,3,0.0116
ZAN Esports,Venture,2,0.0078
ZAN Esports,Ramattra,2,0.0078
ZAN Esports,Winston,2,0.0078
ZAN Esports,Lifeweaver,2,0.0078
ZAN Esports,Sigma,2,0.0078
ZAN Esports,Illari,2,0.0078
ZAN Esports,Echo,1,0.0039
ZAN Esports,Wuyang,1,0.0039
ZAN Esports,Baptiste,1,0.0039
ZAN Esports,Anran,1,0.0039
ZAN Esports,Reinhardt,1,0.0039
ZAN Esports,Mauga,1,0.0039
ZETA DIVISION,Tracer,31,0.0864
ZETA DIVISION,Symmetra,26,0.0724
ZETA DIVISION,Ana,22,0.0613
ZETA DIVISION,Emre,19,0.0529
ZETA DIVISION,Sojourn,16,0.0446
ZETA DIVISION,Kiriko,16,0.0446
ZETA DIVISION,Jetpack Cat,16,0.0446
ZETA DIVISION,D.Va,15,0.0418
ZETA DIVISION,Lúcio,15,0.0418
ZETA DIVISION,Illari,15,0.0418
ZETA DIVISION,Juno,14,0.039
ZETA DIVISION,Cassidy,12,0.0334
ZETA DIVISION,Zarya,11,0.0306
ZETA DIVISION,Wrecking Ball,11,0.0306
ZETA DIVISION,Mei,10,0.0279
ZETA DIVISION,Winston,9,0.0251
ZETA DIVISION,Vendetta,8,0.0223
ZETA DIVISION,Bastion,8,0.0223
ZETA DIVISION,Brigitte,7,0.0195
ZETA DIVISION,Pharah,7,0.0195
ZETA DIVISION,Echo,7,0.0195
ZETA DIVISION,Widowmaker,7,0.0195
ZETA DIVISION,Genji,7,0.0195
ZETA DIVISION,Orisa,6,0.0167
ZETA DIVISION,Baptiste,6,0.0167
ZETA DIVISION,Venture,5,0.0139
ZETA DIVISION,Doomfist,5,0.0139
ZETA DIVISION,Mauga,5,0.0139
ZETA DIVISION,Sombra,4,0.0111
ZETA DIVISION,Sigma,3,0.0084
ZETA DIVISION,Reaper,3,0.0084
ZETA DIVISION,Ramattra,3,0.0084
ZETA DIVISION,Domina,2,0.0056
ZETA DIVISION,Sierra,2,0.0056
ZETA DIVISION,Hazard,1,0.0028
ZETA DIVISION,Wuyang,1,0.0028
ZETA DIVISION,Hanzo,1,0.0028
ZETA DIVISION,Zenyatta,1,0.0028
ZETA DIVISION,Lifeweaver,1,0.0028
ZETA DIVISION,Ashe,1,0.0028
