match_id,tournament_sheet,match_title,event_title,team_top,team_bottom,maps,active_blocks,match_start_row
Korea - Stage 1__match_0005,Korea - Stage 1,Round Robin [Bo5],Week 1 | Day 2 | Game 2,Cheeseburger,Team Falcons,Oasis; Watchpoint: Gibraltar; Suravasa,3,107
Korea - Stage 1__match_0006,Korea - Stage 1,Round Robin [Bo5],Week 1 | Day 2 | Game 3,ZAN Esports,Crazy Raccoon,Lijiang Tower; Havana; Esperança; Midtown,4,133
Korea - Stage 1__match_0007,Korea - Stage 1,Round Robin [Bo5],Week 1 | Day 3 | Game 1,Poker Face,New Era,Busan; Rialto; Midtown,3,159
Korea - Stage 1__match_0008,Korea - Stage 1,Round Robin [Bo5],Week 1 | Day 3 | Game 2,RØDE ONSIDE GAMING,T1,Busan; Rialto; Aatlis; Numbani; Runasapi,5,185
Korea - Stage 1__match_0009,Korea - Stage 1,Round Robin [Bo5],Week 1 | Day 3 | Game 3,ZETA DIVISION,Team Falcons,Lijiang Tower; Esperança; Rialto; Numbani; Blizzard World,5,211
Korea - Stage 1__match_0010,Korea - Stage 1,Round Robin [Bo5],Week 2 | Day 1 | Game 1,Cheeseburger,ZAN Esports,Oasis; Watchpoint: Gibraltar; Aatlis,3,237
Korea - Stage 1__match_0011,Korea - Stage 1,Round Robin [Bo5],Week 2 | Day 1 | Game 2,Poker Face,ZETA DIVISION,Lijiang Tower; Esperança; Rialto,3,263
Korea - Stage 1__match_0012,Korea - Stage 1,Round Robin [Bo5],Week 2 | Day 1 | Game 3,Crazy Raccoon,RØDE ONSIDE GAMING,Busan; Havana; Blizzard World; Runasapi; Rialto,5,289
Korea - Stage 1__match_0013,Korea - Stage 1,Round Robin [Bo5],Week 2 | Day 2 | Game 1,New Era,Team Falcons,Oasis; Havana; Midtown,3,315
Korea - Stage 1__match_0014,Korea - Stage 1,Round Robin [Bo5],Week 2 | Day 2 | Game 2,T1,Poker Face,Oasis; Numbani; Esperança,3,341
Korea - Stage 1__match_0015,Korea - Stage 1,Round Robin [Bo5],Week 2 | Day 2 | Game 3,Crazy Raccoon,Cheeseburger,Lijiang Tower; Aatlis; Havana,3,367
Korea - Stage 1__match_0016,Korea - Stage 1,Round Robin [Bo5],Week 2 | Day 3 | Game 1,RØDE ONSIDE GAMING,New Era,Lijiang Tower; Blizzard World; Havana,3,393
Korea - Stage 1__match_0017,Korea - Stage 1,Round Robin [Bo5],Week 2 | Day 3 | Game 2,ZAN Esports,ZETA DIVISION,Busan; Suravasa; Havana,3,419
Korea - Stage 1__match_0018,Korea - Stage 1,Round Robin [Bo5],Week 2 | Day 3 | Game 3,Team Falcons,T1,Busan; Esperança; Havana; Blizzard World,4,445
Korea - Stage 1__match_0019,Korea - Stage 1,Round Robin [Bo5],Week 3 | Day 1 | Game 1,RØDE ONSIDE GAMING,Cheeseburger,Oasis; Aatlis; Blizzard World,3,471
Korea - Stage 1__match_0020,Korea - Stage 1,Round Robin [Bo5],Week 3 | Day 1 | Game 2,Team Falcons,Poker Face,Oasis; Numbani; Aatlis,3,497
Korea - Stage 1__match_0021,Korea - Stage 1,Round Robin [Bo5],Week 3 | Day 1 | Game 3,T1,Crazy Raccoon,Oasis; Havana; Suravasa; Blizzard World; Aatlis,5,523
Korea - Stage 1__match_0022,Korea - Stage 1,Round Robin [Bo5],Week 3 | Day 2 | Game 1,New Era,ZAN Esports,Busan; Esperança; Havana,3,549
Korea - Stage 1__match_0023,Korea - Stage 1,Round Robin [Bo5],Week 3 | Day 2 | Game 2,ZETA DIVISION,RØDE ONSIDE GAMING,Oasis; Blizzard World; Runasapi; Watchpoint: Gibraltar; Busan,5,575
Korea - Stage 1__match_0024,Korea - Stage 1,Round Robin [Bo5],Week 3 | Day 2 | Game 3,Cheeseburger,T1,Lijiang Tower; Havana; Blizzard World,3,601
Korea - Stage 1__match_0025,Korea - Stage 1,Round Robin [Bo5],Week 3 | Day 3 | Game 1,Team Falcons,ZAN Esports,Lijiang Tower; Suravasa; Watchpoint: Gibraltar,3,627
Korea - Stage 1__match_0026,Korea - Stage 1,Round Robin [Bo5],Week 3 | Day 3 | Game 2,Poker Face,Crazy Raccoon,Lijiang Tower; Numbani; Aatlis,3,653
Korea - Stage 1__match_0027,Korea - Stage 1,Round Robin [Bo5],Week 3 | Day 3 | Game 3,ZETA DIVISION,New Era,Oasis; Runasapi; Havana,3,679
Korea - Stage 1__match_0028,Korea - Stage 1,Round Robin [Bo5],Week 4 | Day 1 | Game 1,Poker Face,RØDE ONSIDE GAMING,Oasis; Aatlis; Rialto,3,705
Korea - Stage 1__match_0029,Korea - Stage 1,Round Robin [Bo5],Week 4 | Day 1 | Game 2,T1,ZETA DIVISION,Busan; Suravasa; Havana; Blizzard World,4,731
Korea - Stage 1__match_0030,Korea - Stage 1,Round Robin [Bo5],Week 4 | Day 1 | Game 3,Crazy Raccoon,New Era,Oasis; Suravasa; Rialto,3,757
Korea - Stage 1__match_0031,Korea - Stage 1,Round Robin [Bo5],Week 4 | Day 2 | Game 1,T1,ZAN Esports,Oasis; Watchpoint: Gibraltar; Esperança,3,783
Korea - Stage 1__match_0032,Korea - Stage 1,Round Robin [Bo5],Week 4 | Day 2 | Game 2,ZETA DIVISION,Cheeseburger,Lijiang Tower; Watchpoint: Gibraltar; Blizzard World,3,809
Korea - Stage 1__match_0033,Korea - Stage 1,Round Robin [Bo5],Week 4 | Day 2 | Game 3,Team Falcons,Crazy Raccoon,Busan; Esperança; Rialto,3,835
Korea - Stage 1__match_0034,Korea - Stage 1,Round Robin [Bo5],Week 4 | Day 3 | Game 1,ZAN Esports,Poker Face,Lijiang Tower; Rialto; Aatlis,3,861
Korea - Stage 1__match_0035,Korea - Stage 1,Round Robin [Bo5],Week 4 | Day 3 | Game 2,RØDE ONSIDE GAMING,Team Falcons,Lijiang Tower; Runasapi; Watchpoint: Gibraltar; Numbani; Esperança,5,887
Korea - Stage 1__match_0036,Korea - Stage 1,Round Robin [Bo5],Week 4 | Day 3 | Game 3,New Era,Cheeseburger,Busan; Watchpoint: Gibraltar; Blizzard World,3,913
Korea - Stage 1__match_0037,Korea - Stage 1,Last Chance Qualifier [Bo5],Week 5 | Day 1 | Game 1,T1,ZAN Esports,Lijiang Tower; Esperança; Havana,3,939
Korea - Stage 1__match_0038,Korea - Stage 1,Seeding Decider [Bo5],Week 5 | Day 1 | Game 2,ZETA DIVISION,RØDE ONSIDE GAMING,Lijiang Tower; Runasapi; Blizzard World; Havana,4,965
Korea - Stage 1__match_0039,Korea - Stage 1,Seeding Decider [Bo5],Week 5 | Day 1 | Game 3,Crazy Raccoon,Team Falcons,Lijiang Tower; Runasapi; Blizzard World,3,991
Korea - Stage 1__match_0040,Korea - Stage 1,Last Chance Qualifier [Bo5],Week 5 | Day 2 | Game 1,Poker Face,Cheeseburger,Busan; Rialto; Esperança; Numbani; Runasapi,5,1017
Korea - Stage 1__match_0041,Korea - Stage 1,Seeding Decider [Bo5],Week 5 | Day 2 | Game 2,ZETA DIVISION,Team Falcons,Lijiang Tower; Runasapi; Numbani; Watchpoint: Gibraltar,4,1043
Korea - Stage 1__match_0042,Korea - Stage 1,Seeding Decider [Bo5],Week 5 | Day 2 | Game 3,Crazy Raccoon,RØDE ONSIDE GAMING,Lijiang Tower; Runasapi; Blizzard World,3,1069
Korea - Stage 1__match_0043,Korea - Stage 1,Last Chance Qualifier [Bo5],Week 5 | Day 3 | Game 1,ZAN Esports,Cheeseburger,Lijiang Tower; Rialto; Esperança,3,1095
Korea - Stage 1__match_0044,Korea - Stage 1,Seeding Decider [Bo5],Week 5 | Day 3 | Game 2,ZETA DIVISION,Crazy Raccoon,Lijiang Tower; Havana; Suravasa,3,1121
Korea - Stage 1__match_0045,Korea - Stage 1,Seeding Decider [Bo5],Week 5 | Day 3 | Game 3,Team Falcons,RØDE ONSIDE GAMING,Lijiang Tower; Runasapi; Blizzard World,3,1147
Korea - Stage 1__match_0046,Korea - Stage 1,Quarterfinal [Bo7],Week 6 | Day 1 | Game 1,Team Falcons,ZAN Esports,,0,1173
Korea - Stage 1__match_0047,Korea - Stage 1,Quarterfinal [Bo7],Week 6 | Day 1 | Game 1,RØDE ONSIDE GAMING,T1,,0,1199
China - Stage 1__match_0001,China - Stage 1,Swiss Stage (Round 1) [Bo5],Week 1 | Day 1 | Game 1,Milk Tea,Homie E,Busan; Esperança; Havana; Numbani; Aatlis,5,3
China - Stage 1__match_0002,China - Stage 1,Swiss Stage (Round 1) [Bo5],Week 1 | Day 1 | Game 2,All Gamers,DEG,Busan; Aatlis; Esperança,3,29
China - Stage 1__match_0003,China - Stage 1,Swiss Stage (Round 1) [Bo5],Week 1 | Day 1 | Game 3,Weibo Gaming,Naive Piggy,Lijiang Tower; Esperança; Aatlis,3,55
China - Stage 1__match_0004,China - Stage 1,Swiss Stage (Round 1) [Bo5],Week 1 | Day 1 | Game 4,JD Gaming,SV,Lijiang Tower; Suravasa; Midtown; Havana,4,81
China - Stage 1__match_0005,China - Stage 1,Swiss Stage (Round 2) [Bo5],Week 1 | Day 2 | Game 1,Milk Tea,Naive Piggy,Lijiang Tower; Aatlis; Esperança,3,107
China - Stage 1__match_0006,China - Stage 1,Swiss Stage (Round 2) [Bo5],Week 1 | Day 2 | Game 2,DEG,SV,Lijiang Tower; Watchpoint: Gibraltar; Aatlis,3,133
China - Stage 1__match_0007,China - Stage 1,Swiss Stage (Round 2) [Bo5],Week 1 | Day 2 | Game 3,JD Gaming,All Gamers,Lijiang Tower; Aatlis; Watchpoint: Gibraltar,3,159
China - Stage 1__match_0008,China - Stage 1,Swiss Stage (Round 2) [Bo5],Week 1 | Day 2 | Game 4,Weibo Gaming,Homie E,Lijiang Tower; Esperança; Aatlis,3,185
China - Stage 1__match_0009,China - Stage 1,Swiss Stage (Round 3) [Bo5],Week 2 | Day 1 | Game 1,All Gamers,Naive Piggy,Busan; Blizzard World; Aatlis,3,211
China - Stage 1__match_0010,China - Stage 1,Swiss Stage (Round 3) [Bo5],Week 2 | Day 1 | Game 2,Homie E,SV,Lijiang Tower; Runasapi; Suravasa,3,237
China - Stage 1__match_0011,China - Stage 1,Seeding Decider [Bo5],Week 2 | Day 1 | Game 3,Weibo Gaming,JD Gaming,Lijiang Tower; Blizzard World; Runasapi,3,263
China - Stage 1__match_0012,China - Stage 1,Swiss Stage (Round 4) [Bo5],Week 2 | Day 2 | Game 1,Homie E,Milk Tea,Oasis; Runasapi; Suravasa,3,289
China - Stage 1__match_0013,China - Stage 1,Swiss Stage (Round 4) [Bo5],Week 2 | Day 2 | Game 2,Naive Piggy,DEG,Lijiang Tower; Esperança; Havana; Suravasa,4,315
China - Stage 1__match_0014,China - Stage 1,Seeding Decider [Bo5],Week 2 | Day 2 | Game 3,All Gamers,SV,Busan; Aatlis; Runasapi,3,341
China - Stage 1__match_0015,China - Stage 1,Seeding Decider [Bo5],Week 2 | Day 2 | Game 4,Milk Tea,Naive Piggy,Lijiang Tower; Numbani; Esperança; Suravasa,4,367
China - Stage 1__match_0016,China - Stage 1,Round Robin [Bo5],Week 3 | Day 1 | Game 1,Naive Piggy,Milk Tea,Busan; Esperança; Midtown; Aatlis; Havana,5,393
China - Stage 1__match_0017,China - Stage 1,Round Robin [Bo5],Week 3 | Day 1 | Game 2,JD Gaming,All Gamers,Oasis; Suravasa; Numbani; Havana; Esperança,5,419
China - Stage 1__match_0018,China - Stage 1,Round Robin [Bo5],Week 3 | Day 1 | Game 3,Weibo Gaming,SV,Lijiang Tower; Suravasa; Midtown,3,445
