tournament_sheet,match_id,match_title,team_top,team_bottom,hero_name,usage_count
Pacific - Stage 1,Pacific - Stage 1__match_0009,Round Robin [Bo5],MieMieYang,Quasar Esports,Ana,7
Pacific - Stage 1,Pacific - Stage 1__match_0012,Round Robin [Bo5],MieMieYang,Rankers,Tracer,7
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0001,Round 1 [Bo5],Disguised,Team Peps,Jetpack Cat,6
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0003,Round 1 [Bo5],Dallas Fuel,T1,Sojourn,6
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0004,Round 1 [Bo5],Virtus.pro,All Gamers,Domina,6
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0004,Round 1 [Bo5],Virtus.pro,All Gamers,Jetpack Cat,6
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0005,Quarterfinals [Bo5],Crazy Raccoon,Team Peps,Sojourn,6
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0008,Quarterfinals [Bo5],Team Liquid,Virtus.pro,Sojourn,6
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0008,Quarterfinals [Bo5],Team Liquid,Virtus.pro,Kiriko,6
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0009,Semifinals [Bo5],Crazy Raccoon,Team Falcons,Tracer,6
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0009,Semifinals [Bo5],Crazy Raccoon,Team Falcons,Domina,6
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0009,Semifinals [Bo5],Crazy Raccoon,Team Falcons,Jetpack Cat,6
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0009,Semifinals [Bo5],Crazy Raccoon,Team Falcons,Lúcio,6
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0010,Semifinals [Bo5],Twisted Minds,Team Liquid,Tracer,6
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0010,Semifinals [Bo5],Twisted Minds,Team Liquid,Lúcio,6
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0011,Grand Finals [Bo7],Crazy Raccoon,Twisted Minds,Sojourn,6
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0011,Grand Finals [Bo7],Crazy Raccoon,Twisted Minds,D.Va,6
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0011,Grand Finals [Bo7],Crazy Raccoon,Twisted Minds,Lúcio,6
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0011,Grand Finals [Bo7],Crazy Raccoon,Twisted Minds,Kiriko,6
Japan - Stage 1,Japan - Stage 1__match_0001,Round Robin [Bo5],Please Not Hero Ban,Telomere,Cassidy,6
Japan - Stage 1,Japan - Stage 1__match_0001,Round Robin [Bo5],Please Not Hero Ban,Telomere,Symmetra,6
Japan - Stage 1,Japan - Stage 1__match_0001,Round Robin [Bo5],Please Not Hero Ban,Telomere,Lúcio,6
Japan - Stage 1,Japan - Stage 1__match_0002,Round Robin [Bo5],ENTER FORCE.36,Nyam Gaming,Symmetra,6
Japan - Stage 1,Japan - Stage 1__match_0002,Round Robin [Bo5],ENTER FORCE.36,Nyam Gaming,Kiriko,6
Japan - Stage 1,Japan - Stage 1__match_0003,Round Robin [Bo5],TOKYO TAIYOs,VARREL,D.Va,6
Japan - Stage 1,Japan - Stage 1__match_0003,Round Robin [Bo5],TOKYO TAIYOs,VARREL,Kiriko,6
Japan - Stage 1,Japan - Stage 1__match_0004,Round Robin [Bo5],Lazuli,99DIVINE,Kiriko,6
Japan - Stage 1,Japan - Stage 1__match_0005,Round Robin [Bo5],Please Not Hero Ban,VARREL,Symmetra,6
Japan - Stage 1,Japan - Stage 1__match_0005,Round Robin [Bo5],Please Not Hero Ban,VARREL,D.Va,6
Japan - Stage 1,Japan - Stage 1__match_0006,Round Robin [Bo5],TOKYO TAIYOs,Nyam Gaming,Vendetta,6
Japan - Stage 1,Japan - Stage 1__match_0006,Round Robin [Bo5],TOKYO TAIYOs,Nyam Gaming,Lúcio,6
Japan - Stage 1,Japan - Stage 1__match_0008,Round Robin [Bo5],TOKYO TAIYOs,99DIVINE,D.Va,6
Japan - Stage 1,Japan - Stage 1__match_0011,Round Robin [Bo5],TOKYO TAIYOs,Please Not Hero Ban,Cassidy,6
Japan - Stage 1,Japan - Stage 1__match_0011,Round Robin [Bo5],TOKYO TAIYOs,Please Not Hero Ban,Emre,6
Japan - Stage 1,Japan - Stage 1__match_0011,Round Robin [Bo5],TOKYO TAIYOs,Please Not Hero Ban,D.Va,6
Japan - Stage 1,Japan - Stage 1__match_0011,Round Robin [Bo5],TOKYO TAIYOs,Please Not Hero Ban,Ramattra,6
Japan - Stage 1,Japan - Stage 1__match_0012,Round Robin [Bo5],99DIVINE,ENTER FORCE.36,D.Va,6
Japan - Stage 1,Japan - Stage 1__match_0013,Round Robin [Bo5],99DIVINE,Please Not Hero Ban,Kiriko,6
Japan - Stage 1,Japan - Stage 1__match_0014,Round Robin [Bo5],Telomere,ENTER FORCE.36,Kiriko,6
Japan - Stage 1,Japan - Stage 1__match_0015,Round Robin [Bo5],VARREL,Nyam Gaming,Symmetra,6
Japan - Stage 1,Japan - Stage 1__match_0016,Round Robin [Bo5],VARREL,Lazuli,Orisa,6
Japan - Stage 1,Japan - Stage 1__match_0017,Round Robin [Bo5],Telomere,Nyam Gaming,Tracer,6
Japan - Stage 1,Japan - Stage 1__match_0017,Round Robin [Bo5],Telomere,Nyam Gaming,Emre,6
Japan - Stage 1,Japan - Stage 1__match_0018,Round Robin [Bo5],ENTER FORCE.36,TOKYO TAIYOs,Sigma,6
Japan - Stage 1,Japan - Stage 1__match_0019,Round Robin [Bo5],99DIVINE,Nyam Gaming,Symmetra,6
Japan - Stage 1,Japan - Stage 1__match_0019,Round Robin [Bo5],99DIVINE,Nyam Gaming,Kiriko,6
Japan - Stage 1,Japan - Stage 1__match_0020,Round Robin [Bo5],VARREL,Telomere,Tracer,6
Japan - Stage 1,Japan - Stage 1__match_0022,Round Robin [Bo5],Please Not Hero Ban,Nyam Gaming,Kiriko,6
Japan - Stage 1,Japan - Stage 1__match_0024,Round Robin [Bo5],99DIVINE,Telomere,Tracer,6
Japan - Stage 1,Japan - Stage 1__match_0025,Round Robin [Bo5],Please Not Hero Ban,ENTER FORCE.36,Emre,6
Japan - Stage 1,Japan - Stage 1__match_0025,Round Robin [Bo5],Please Not Hero Ban,ENTER FORCE.36,Kiriko,6
Japan - Stage 1,Japan - Stage 1__match_0026,Round Robin [Bo5],Lazuli,Nyam Gaming,Sojourn,6
Japan - Stage 1,Japan - Stage 1__match_0026,Round Robin [Bo5],Lazuli,Nyam Gaming,Emre,6
Japan - Stage 1,Japan - Stage 1__match_0026,Round Robin [Bo5],Lazuli,Nyam Gaming,Juno,6
Japan - Stage 1,Japan - Stage 1__match_0027,Round Robin [Bo5],VARREL,99DIVINE,Emre,6
Japan - Stage 1,Japan - Stage 1__match_0027,Round Robin [Bo5],VARREL,99DIVINE,Kiriko,6
Japan - Stage 1,Japan - Stage 1__match_0028,Round Robin [Bo5],TOKYO TAIYOs,Telomere,Kiriko,6
Japan - Stage 1,Japan - Stage 1__match_0029,Semifinals [Bo7],ENTER FORCE.36,Please Not Hero Ban,Emre,6
Japan - Stage 1,Japan - Stage 1__match_0029,Semifinals [Bo7],ENTER FORCE.36,Please Not Hero Ban,Mauga,6
Japan - Stage 1,Japan - Stage 1__match_0029,Semifinals [Bo7],ENTER FORCE.36,Please Not Hero Ban,Brigitte,6
Japan - Stage 1,Japan - Stage 1__match_0030,Semifinals [Bo7],VARREL,99DIVINE,Tracer,6
Japan - Stage 1,Japan - Stage 1__match_0030,Semifinals [Bo7],VARREL,99DIVINE,Hazard,6
Japan - Stage 1,Japan - Stage 1__match_0031,Third Place Match [Bo7],Please Not Hero Ban,99DIVINE,Lúcio,6
Japan - Stage 1,Japan - Stage 1__match_0032,Grand Finals [Bo7],VARREL,ENTER FORCE.36,Hazard,6
Korea - Stage 1,Korea - Stage 1__match_0001,Round Robin [Bo5],Cheeseburger,Poker Face,Kiriko,6
Korea - Stage 1,Korea - Stage 1__match_0001,Round Robin [Bo5],Cheeseburger,Poker Face,Lúcio,6
Korea - Stage 1,Korea - Stage 1__match_0002,Round Robin [Bo5],Crazy Raccoon,ZETA DIVISION,Kiriko,6
Korea - Stage 1,Korea - Stage 1__match_0003,Round Robin [Bo5],ZAN Esports,RØDE ONSIDE GAMING,Zarya,6
Korea - Stage 1,Korea - Stage 1__match_0005,Round Robin [Bo5],Cheeseburger,Team Falcons,Vendetta,6
Korea - Stage 1,Korea - Stage 1__match_0005,Round Robin [Bo5],Cheeseburger,Team Falcons,Kiriko,6
Korea - Stage 1,Korea - Stage 1__match_0008,Round Robin [Bo5],RØDE ONSIDE GAMING,T1,Symmetra,6
Korea - Stage 1,Korea - Stage 1__match_0008,Round Robin [Bo5],RØDE ONSIDE GAMING,T1,Sojourn,6
Korea - Stage 1,Korea - Stage 1__match_0009,Round Robin [Bo5],ZETA DIVISION,Team Falcons,Sojourn,6
Korea - Stage 1,Korea - Stage 1__match_0010,Round Robin [Bo5],Cheeseburger,ZAN Esports,Kiriko,6
Korea - Stage 1,Korea - Stage 1__match_0012,Round Robin [Bo5],Crazy Raccoon,RØDE ONSIDE GAMING,Emre,6
Korea - Stage 1,Korea - Stage 1__match_0013,Round Robin [Bo5],New Era,Team Falcons,Emre,6
Korea - Stage 1,Korea - Stage 1__match_0014,Round Robin [Bo5],T1,Poker Face,Lúcio,6
Korea - Stage 1,Korea - Stage 1__match_0014,Round Robin [Bo5],T1,Poker Face,Kiriko,6
Korea - Stage 1,Korea - Stage 1__match_0016,Round Robin [Bo5],RØDE ONSIDE GAMING,New Era,Emre,6
Korea - Stage 1,Korea - Stage 1__match_0017,Round Robin [Bo5],ZAN Esports,ZETA DIVISION,Emre,6
Korea - Stage 1,Korea - Stage 1__match_0018,Round Robin [Bo5],Team Falcons,T1,Vendetta,6
Korea - Stage 1,Korea - Stage 1__match_0020,Round Robin [Bo5],Team Falcons,Poker Face,Kiriko,6
Korea - Stage 1,Korea - Stage 1__match_0021,Round Robin [Bo5],T1,Crazy Raccoon,Juno,6
Korea - Stage 1,Korea - Stage 1__match_0021,Round Robin [Bo5],T1,Crazy Raccoon,Kiriko,6
Korea - Stage 1,Korea - Stage 1__match_0023,Round Robin [Bo5],ZETA DIVISION,RØDE ONSIDE GAMING,Symmetra,6
Korea - Stage 1,Korea - Stage 1__match_0023,Round Robin [Bo5],ZETA DIVISION,RØDE ONSIDE GAMING,Zarya,6
Korea - Stage 1,Korea - Stage 1__match_0024,Round Robin [Bo5],Cheeseburger,T1,Emre,6
Korea - Stage 1,Korea - Stage 1__match_0025,Round Robin [Bo5],Team Falcons,ZAN Esports,Emre,6
Korea - Stage 1,Korea - Stage 1__match_0025,Round Robin [Bo5],Team Falcons,ZAN Esports,Kiriko,6
Korea - Stage 1,Korea - Stage 1__match_0029,Round Robin [Bo5],T1,ZETA DIVISION,Emre,6
Korea - Stage 1,Korea - Stage 1__match_0031,Round Robin [Bo5],T1,ZAN Esports,Tracer,6
Korea - Stage 1,Korea - Stage 1__match_0031,Round Robin [Bo5],T1,ZAN Esports,Hazard,6
Korea - Stage 1,Korea - Stage 1__match_0031,Round Robin [Bo5],T1,ZAN Esports,Lúcio,6
Korea - Stage 1,Korea - Stage 1__match_0031,Round Robin [Bo5],T1,ZAN Esports,Kiriko,6
Korea - Stage 1,Korea - Stage 1__match_0032,Round Robin [Bo5],ZETA DIVISION,Cheeseburger,Cassidy,6
Korea - Stage 1,Korea - Stage 1__match_0032,Round Robin [Bo5],ZETA DIVISION,Cheeseburger,Ana,6
Korea - Stage 1,Korea - Stage 1__match_0035,Round Robin [Bo5],RØDE ONSIDE GAMING,Team Falcons,Symmetra,6
Korea - Stage 1,Korea - Stage 1__match_0036,Round Robin [Bo5],New Era,Cheeseburger,Tracer,6
Korea - Stage 1,Korea - Stage 1__match_0037,Last Chance Qualifier [Bo5],T1,ZAN Esports,Tracer,6
Korea - Stage 1,Korea - Stage 1__match_0038,Seeding Decider [Bo5],ZETA DIVISION,RØDE ONSIDE GAMING,Tracer,6
Korea - Stage 1,Korea - Stage 1__match_0039,Seeding Decider [Bo5],Crazy Raccoon,Team Falcons,Kiriko,6
Korea - Stage 1,Korea - Stage 1__match_0040,Last Chance Qualifier [Bo5],Poker Face,Cheeseburger,Tracer,6
Korea - Stage 1,Korea - Stage 1__match_0042,Seeding Decider [Bo5],Crazy Raccoon,RØDE ONSIDE GAMING,Kiriko,6
Korea - Stage 1,Korea - Stage 1__match_0043,Last Chance Qualifier [Bo5],ZAN Esports,Cheeseburger,Tracer,6
Korea - Stage 1,Korea - Stage 1__match_0044,Seeding Decider [Bo5],ZETA DIVISION,Crazy Raccoon,Tracer,6
Korea - Stage 1,Korea - Stage 1__match_0045,Seeding Decider [Bo5],Team Falcons,RØDE ONSIDE GAMING,Kiriko,6
China - Stage 1,China - Stage 1__match_0001,Swiss Stage (Round 1) [Bo5],Milk Tea,Homie E,Juno,6
China - Stage 1,China - Stage 1__match_0003,Swiss Stage (Round 1) [Bo5],Weibo Gaming,Naive Piggy,Vendetta,6
China - Stage 1,China - Stage 1__match_0003,Swiss Stage (Round 1) [Bo5],Weibo Gaming,Naive Piggy,Lúcio,6
China - Stage 1,China - Stage 1__match_0003,Swiss Stage (Round 1) [Bo5],Weibo Gaming,Naive Piggy,Kiriko,6
China - Stage 1,China - Stage 1__match_0004,Swiss Stage (Round 1) [Bo5],JD Gaming,SV,Sojourn,6
China - Stage 1,China - Stage 1__match_0004,Swiss Stage (Round 1) [Bo5],JD Gaming,SV,Kiriko,6
China - Stage 1,China - Stage 1__match_0004,Swiss Stage (Round 1) [Bo5],JD Gaming,SV,Lúcio,6
China - Stage 1,China - Stage 1__match_0005,Swiss Stage (Round 2) [Bo5],Milk Tea,Naive Piggy,Vendetta,6
China - Stage 1,China - Stage 1__match_0005,Swiss Stage (Round 2) [Bo5],Milk Tea,Naive Piggy,Lúcio,6
China - Stage 1,China - Stage 1__match_0005,Swiss Stage (Round 2) [Bo5],Milk Tea,Naive Piggy,Kiriko,6
China - Stage 1,China - Stage 1__match_0005,Swiss Stage (Round 2) [Bo5],Milk Tea,Naive Piggy,Juno,6
China - Stage 1,China - Stage 1__match_0007,Swiss Stage (Round 2) [Bo5],JD Gaming,All Gamers,Lúcio,6
China - Stage 1,China - Stage 1__match_0007,Swiss Stage (Round 2) [Bo5],JD Gaming,All Gamers,Kiriko,6
China - Stage 1,China - Stage 1__match_0008,Swiss Stage (Round 2) [Bo5],Weibo Gaming,Homie E,Sojourn,6
China - Stage 1,China - Stage 1__match_0008,Swiss Stage (Round 2) [Bo5],Weibo Gaming,Homie E,Vendetta,6
China - Stage 1,China - Stage 1__match_0008,Swiss Stage (Round 2) [Bo5],Weibo Gaming,Homie E,Kiriko,6
China - Stage 1,China - Stage 1__match_0008,Swiss Stage (Round 2) [Bo5],Weibo Gaming,Homie E,Lúcio,6
China - Stage 1,China - Stage 1__match_0009,Swiss Stage (Round 3) [Bo5],All Gamers,Naive Piggy,Vendetta,6
China - Stage 1,China - Stage 1__match_0009,Swiss Stage (Round 3) [Bo5],All Gamers,Naive Piggy,Juno,6
China - Stage 1,China - Stage 1__match_0011,Seeding Decider [Bo5],Weibo Gaming,JD Gaming,Kiriko,6
China - Stage 1,China - Stage 1__match_0012,Swiss Stage (Round 4) [Bo5],Homie E,Milk Tea,Kiriko,6
China - Stage 1,China - Stage 1__match_0012,Swiss Stage (Round 4) [Bo5],Homie E,Milk Tea,Juno,6
China - Stage 1,China - Stage 1__match_0013,Swiss Stage (Round 4) [Bo5],Naive Piggy,DEG,Sojourn,6
China - Stage 1,China - Stage 1__match_0013,Swiss Stage (Round 4) [Bo5],Naive Piggy,DEG,Vendetta,6
China - Stage 1,China - Stage 1__match_0014,Seeding Decider [Bo5],All Gamers,SV,Kiriko,6
China - Stage 1,China - Stage 1__match_0014,Seeding Decider [Bo5],All Gamers,SV,Lúcio,6
China - Stage 1,China - Stage 1__match_0015,Seeding Decider [Bo5],Milk Tea,Naive Piggy,Vendetta,6
China - Stage 1,China - Stage 1__match_0015,Seeding Decider [Bo5],Milk Tea,Naive Piggy,Kiriko,6
China - Stage 1,China - Stage 1__match_0016,Round Robin [Bo5],Naive Piggy,Milk Tea,Symmetra,6
China - Stage 1,China - Stage 1__match_0016,Round Robin [Bo5],Naive Piggy,Milk Tea,Sojourn,6
China - Stage 1,China - Stage 1__match_0016,Round Robin [Bo5],Naive Piggy,Milk Tea,Lúcio,6
China - Stage 1,China - Stage 1__match_0016,Round Robin [Bo5],Naive Piggy,Milk Tea,Juno,6
China - Stage 1,China - Stage 1__match_0017,Round Robin [Bo5],JD Gaming,All Gamers,D.Va,6
China - Stage 1,China - Stage 1__match_0018,Round Robin [Bo5],Weibo Gaming,SV,Emre,6
China - Stage 1,China - Stage 1__match_0018,Round Robin [Bo5],Weibo Gaming,SV,Kiriko,6
China - Stage 1,China - Stage 1__match_0024,Round Robin [Bo5],SV,Milk Tea,Emre,6
China - Stage 1,China - Stage 1__match_0024,Round Robin [Bo5],SV,Milk Tea,Kiriko,6
China - Stage 1,China - Stage 1__match_0025,Round Robin [Bo5],JD Gaming,Naive Piggy,Emre,6
China - Stage 1,China - Stage 1__match_0025,Round Robin [Bo5],JD Gaming,Naive Piggy,Tracer,6
China - Stage 1,China - Stage 1__match_0027,Round Robin [Bo5],JD Gaming,SV,Kiriko,6
China - Stage 1,China - Stage 1__match_0029,Round Robin [Bo5],All Gamers,SV,Emre,6
China - Stage 1,China - Stage 1__match_0030,Round Robin [Bo5],Weibo Gaming,JD Gaming,Symmetra,6
China - Stage 1,China - Stage 1__match_0030,Round Robin [Bo5],Weibo Gaming,JD Gaming,Tracer,6
China - Stage 1,China - Stage 1__match_0030,Round Robin [Bo5],Weibo Gaming,JD Gaming,Kiriko,6
China - Stage 1,China - Stage 1__match_0033,Upper Finals [Bo5],Weibo Gaming,All Gamers,Ana,6
China - Stage 1,China - Stage 1__match_0033,Upper Finals [Bo5],Weibo Gaming,All Gamers,Jetpack Cat,6
China - Stage 1,China - Stage 1__match_0034,Lower Semifinals [Bo5],JD Gaming,SV,Tracer,6
China - Stage 1,China - Stage 1__match_0035,Lower Finals [Bo5],All Gamers,JD Gaming,Bastion,6
China - Stage 1,China - Stage 1__match_0035,Lower Finals [Bo5],All Gamers,JD Gaming,Reaper,6
China - Stage 1,China - Stage 1__match_0035,Lower Finals [Bo5],All Gamers,JD Gaming,Jetpack Cat,6
China - Stage 1,China - Stage 1__match_0035,Lower Finals [Bo5],All Gamers,JD Gaming,Lúcio,6
China - Stage 1,China - Stage 1__match_0036,Grand Finals [Bo5],Weibo Gaming,All Gamers,Tracer,6
China - Stage 1,China - Stage 1__match_0036,Grand Finals [Bo5],Weibo Gaming,All Gamers,Symmetra,6
EMEA - Stage 1,EMEA - Stage 1__match_0001,Round Robin [Bo5],Virtus.pro,Al Qadsiah,Lúcio,6
EMEA - Stage 1,EMEA - Stage 1__match_0002,Round Robin [Bo5],Twisted Minds,Team Peps,Emre,6
EMEA - Stage 1,EMEA - Stage 1__match_0002,Round Robin [Bo5],Twisted Minds,Team Peps,Vendetta,6
EMEA - Stage 1,EMEA - Stage 1__match_0002,Round Robin [Bo5],Twisted Minds,Team Peps,Lúcio,6
EMEA - Stage 1,EMEA - Stage 1__match_0002,Round Robin [Bo5],Twisted Minds,Team Peps,Kiriko,6
EMEA - Stage 1,EMEA - Stage 1__match_0004,Round Robin [Bo5],Virtus.pro,Anyone's Legend,Vendetta,6
EMEA - Stage 1,EMEA - Stage 1__match_0004,Round Robin [Bo5],Virtus.pro,Anyone's Legend,Emre,6
EMEA - Stage 1,EMEA - Stage 1__match_0004,Round Robin [Bo5],Virtus.pro,Anyone's Legend,Zarya,6
EMEA - Stage 1,EMEA - Stage 1__match_0004,Round Robin [Bo5],Virtus.pro,Anyone's Legend,Kiriko,6
EMEA - Stage 1,EMEA - Stage 1__match_0004,Round Robin [Bo5],Virtus.pro,Anyone's Legend,Lúcio,6
EMEA - Stage 1,EMEA - Stage 1__match_0007,Round Robin [Bo5],Twisted Minds,Anyone's Legend,Kiriko,6
EMEA - Stage 1,EMEA - Stage 1__match_0007,Round Robin [Bo5],Twisted Minds,Anyone's Legend,Lúcio,6
EMEA - Stage 1,EMEA - Stage 1__match_0008,Round Robin [Bo5],Virtus.pro,Team Peps,Emre,6
EMEA - Stage 1,EMEA - Stage 1__match_0008,Round Robin [Bo5],Virtus.pro,Team Peps,Juno,6
EMEA - Stage 1,EMEA - Stage 1__match_0009,Round Robin [Bo5],Team Peps,Geekay Esports,Vendetta,6
EMEA - Stage 1,EMEA - Stage 1__match_0009,Round Robin [Bo5],Team Peps,Geekay Esports,Zarya,6
EMEA - Stage 1,EMEA - Stage 1__match_0009,Round Robin [Bo5],Team Peps,Geekay Esports,Juno,6
EMEA - Stage 1,EMEA - Stage 1__match_0010,Round Robin [Bo5],Al Qadsiah,Anyone's Legend,Emre,6
EMEA - Stage 1,EMEA - Stage 1__match_0010,Round Robin [Bo5],Al Qadsiah,Anyone's Legend,Lúcio,6
EMEA - Stage 1,EMEA - Stage 1__match_0010,Round Robin [Bo5],Al Qadsiah,Anyone's Legend,Kiriko,6
EMEA - Stage 1,EMEA - Stage 1__match_0011,Round Robin [Bo5],Al Qadsiah,Twisted Minds,Emre,6
EMEA - Stage 1,EMEA - Stage 1__match_0011,Round Robin [Bo5],Al Qadsiah,Twisted Minds,Juno,6
EMEA - Stage 1,EMEA - Stage 1__match_0012,Round Robin [Bo5],Anyone's Legend,Team Peps,Kiriko,6
EMEA - Stage 1,EMEA - Stage 1__match_0012,Round Robin [Bo5],Anyone's Legend,Team Peps,Lúcio,6
EMEA - Stage 1,EMEA - Stage 1__match_0013,Round Robin [Bo5],Virtus.pro,Geekay Esports,Emre,6
EMEA - Stage 1,EMEA - Stage 1__match_0014,Round Robin [Bo5],Virtus.pro,Twisted Minds,Tracer,6
EMEA - Stage 1,EMEA - Stage 1__match_0014,Round Robin [Bo5],Virtus.pro,Twisted Minds,Emre,6
EMEA - Stage 1,EMEA - Stage 1__match_0015,Round Robin [Bo5],Anyone's Legend,Geekay Esports,Pharah,6
EMEA - Stage 1,EMEA - Stage 1__match_0015,Round Robin [Bo5],Anyone's Legend,Geekay Esports,Tracer,6
EMEA - Stage 1,EMEA - Stage 1__match_0015,Round Robin [Bo5],Anyone's Legend,Geekay Esports,D.Va,6
EMEA - Stage 1,EMEA - Stage 1__match_0015,Round Robin [Bo5],Anyone's Legend,Geekay Esports,Juno,6
EMEA - Stage 1,EMEA - Stage 1__match_0016,Upper Semifinals [Bo5],Twisted Minds,Al Qadsiah,Emre,6
EMEA - Stage 1,EMEA - Stage 1__match_0016,Upper Semifinals [Bo5],Twisted Minds,Al Qadsiah,Tracer,6
EMEA - Stage 1,EMEA - Stage 1__match_0018,Lower Semifinals [Bo5],Al Qadsiah,Virtus.pro,Emre,6
EMEA - Stage 1,EMEA - Stage 1__match_0019,Upper Finals [Bo5],Twisted Minds,Geekay Esports,Emre,6
EMEA - Stage 1,EMEA - Stage 1__match_0019,Upper Finals [Bo5],Twisted Minds,Geekay Esports,Zarya,6
EMEA - Stage 1,EMEA - Stage 1__match_0019,Upper Finals [Bo5],Twisted Minds,Geekay Esports,Lúcio,6
EMEA - Stage 1,EMEA - Stage 1__match_0020,Lower Finals [Bo5],Geekay Esports,Virtus.pro,Tracer,6
EMEA - Stage 1,EMEA - Stage 1__match_0021,Grand Finals [Bo7],Twisted Minds,Virtus.pro,Tracer,6
North America - Stage 1,North America - Stage 1__match_0001,Round Robin [Bo5],Dallas Fuel,Disguised,Emre,6
North America - Stage 1,North America - Stage 1__match_0001,Round Robin [Bo5],Dallas Fuel,Disguised,Tracer,6
North America - Stage 1,North America - Stage 1__match_0001,Round Robin [Bo5],Dallas Fuel,Disguised,Kiriko,6
North America - Stage 1,North America - Stage 1__match_0001,Round Robin [Bo5],Dallas Fuel,Disguised,Lúcio,6
North America - Stage 1,North America - Stage 1__match_0004,Round Robin [Bo5],Spacestation Gaming,Disguised,Tracer,6
North America - Stage 1,North America - Stage 1__match_0004,Round Robin [Bo5],Spacestation Gaming,Disguised,Ramattra,6
North America - Stage 1,North America - Stage 1__match_0005,Round Robin [Bo5],LuneX Gaming,Extinction,Emre,6
North America - Stage 1,North America - Stage 1__match_0005,Round Robin [Bo5],LuneX Gaming,Extinction,Kiriko,6
North America - Stage 1,North America - Stage 1__match_0005,Round Robin [Bo5],LuneX Gaming,Extinction,Lúcio,6
North America - Stage 1,North America - Stage 1__match_0007,Round Robin [Bo5],Disguised,Extinction,D.Va,6
North America - Stage 1,North America - Stage 1__match_0010,Round Robin [Bo5],Disguised,Team Liquid,Zarya,6
North America - Stage 1,North America - Stage 1__match_0010,Round Robin [Bo5],Disguised,Team Liquid,Lúcio,6
North America - Stage 1,North America - Stage 1__match_0011,Round Robin [Bo5],Spacestation Gaming,Dallas Fuel,Ana,6
North America - Stage 1,North America - Stage 1__match_0011,Round Robin [Bo5],Spacestation Gaming,Dallas Fuel,Kiriko,6
North America - Stage 1,North America - Stage 1__match_0011,Round Robin [Bo5],Spacestation Gaming,Dallas Fuel,Brigitte,6
North America - Stage 1,North America - Stage 1__match_0012,Round Robin [Bo5],Team Liquid,LuneX Gaming,Lúcio,6
North America - Stage 1,North America - Stage 1__match_0015,Round Robin [Bo5],Spacestation Gaming,Team Liquid,Tracer,6
North America - Stage 1,North America - Stage 1__match_0017,Upper Semifinals [Bo5],Spacestation Gaming,Team Liquid,Symmetra,6
North America - Stage 1,North America - Stage 1__match_0017,Upper Semifinals [Bo5],Spacestation Gaming,Team Liquid,Juno,6
