tournament_sheet,match_id,match_title,map_set_index,map_name,team_top,team_bottom,winning_team,losing_team,detected_win_text,source_cell
Korea - Stage 1,Korea - Stage 1__match_0038,Seeding Decider [Bo5],3,Havana,ZETA DIVISION,RØDE ONSIDE GAMING,ZETA DIVISION,RØDE ONSIDE GAMING,ZETA DIVISION Wins!,BW978
Korea - Stage 1,Korea - Stage 1__match_0039,Seeding Decider [Bo5],0,Lijiang Tower,Crazy Raccoon,Team Falcons,Crazy Raccoon,Team Falcons,Crazy Raccoon Wins!,X1004
Korea - Stage 1,Korea - Stage 1__match_0039,Seeding Decider [Bo5],1,Runasapi,Crazy Raccoon,Team Falcons,Crazy Raccoon,Team Falcons,Crazy Raccoon Wins!,AO1004
Korea - Stage 1,Korea - Stage 1__match_0039,Seeding Decider [Bo5],2,Blizzard World,Crazy Raccoon,Team Falcons,Crazy Raccoon,Team Falcons,Crazy Raccoon Wins!,BF1004
Korea - Stage 1,Korea - Stage 1__match_0040,Last Chance Qualifier [Bo5],0,Busan,Poker Face,Cheeseburger,Cheeseburger,Poker Face,Cheeseburger Wins!,X1030
Korea - Stage 1,Korea - Stage 1__match_0040,Last Chance Qualifier [Bo5],1,Rialto,Poker Face,Cheeseburger,Poker Face,Cheeseburger,Poker Face Wins!,AO1030
Korea - Stage 1,Korea - Stage 1__match_0040,Last Chance Qualifier [Bo5],2,Esperança,Poker Face,Cheeseburger,Poker Face,Cheeseburger,Poker Face Wins!,BF1030
Korea - Stage 1,Korea - Stage 1__match_0040,Last Chance Qualifier [Bo5],3,Numbani,Poker Face,Cheeseburger,Cheeseburger,Poker Face,Cheeseburger Wins!,BW1030
Korea - Stage 1,Korea - Stage 1__match_0040,Last Chance Qualifier [Bo5],4,Runasapi,Poker Face,Cheeseburger,Cheeseburger,Poker Face,Cheeseburger Wins!,CN1030
Korea - Stage 1,Korea - Stage 1__match_0041,Seeding Decider [Bo5],0,Lijiang Tower,ZETA DIVISION,Team Falcons,ZETA DIVISION,Team Falcons,ZETA DIVISION Wins!,X1056
Korea - Stage 1,Korea - Stage 1__match_0041,Seeding Decider [Bo5],1,Runasapi,ZETA DIVISION,Team Falcons,ZETA DIVISION,Team Falcons,ZETA DIVISION Wins!,AO1056
Korea - Stage 1,Korea - Stage 1__match_0041,Seeding Decider [Bo5],2,Numbani,ZETA DIVISION,Team Falcons,Team Falcons,ZETA DIVISION,Team Falcons Wins!,BF1056
Korea - Stage 1,Korea - Stage 1__match_0041,Seeding Decider [Bo5],3,Watchpoint: Gibraltar,ZETA DIVISION,Team Falcons,ZETA DIVISION,Team Falcons,ZETA DIVISION Wins!,BW1056
Korea - Stage 1,Korea - Stage 1__match_0042,Seeding Decider [Bo5],0,Lijiang Tower,Crazy Raccoon,RØDE ONSIDE GAMING,Crazy Raccoon,RØDE ONSIDE GAMING,Crazy Raccoon Wins!,X1082
Korea - Stage 1,Korea - Stage 1__match_0042,Seeding Decider [Bo5],1,Runasapi,Crazy Raccoon,RØDE ONSIDE GAMING,Crazy Raccoon,RØDE ONSIDE GAMING,Crazy Raccoon Wins!,AO1082
Korea - Stage 1,Korea - Stage 1__match_0042,Seeding Decider [Bo5],2,Blizzard World,Crazy Raccoon,RØDE ONSIDE GAMING,Crazy Raccoon,RØDE ONSIDE GAMING,Crazy Raccoon Wins!,BF1082
Korea - Stage 1,Korea - Stage 1__match_0043,Last Chance Qualifier [Bo5],0,Lijiang Tower,ZAN Esports,Cheeseburger,ZAN Esports,Cheeseburger,ZAN Esports Wins!,X1108
Korea - Stage 1,Korea - Stage 1__match_0043,Last Chance Qualifier [Bo5],1,Rialto,ZAN Esports,Cheeseburger,ZAN Esports,Cheeseburger,ZAN Esports Wins!,AO1108
Korea - Stage 1,Korea - Stage 1__match_0043,Last Chance Qualifier [Bo5],2,Esperança,ZAN Esports,Cheeseburger,ZAN Esports,Cheeseburger,ZAN Esports Wins!,BF1108
Korea - Stage 1,Korea - Stage 1__match_0044,Seeding Decider [Bo5],0,Lijiang Tower,ZETA DIVISION,Crazy Raccoon,ZETA DIVISION,Crazy Raccoon,ZETA DIVISION Wins!,X1134
Korea - Stage 1,Korea - Stage 1__match_0044,Seeding Decider [Bo5],1,Havana,ZETA DIVISION,Crazy Raccoon,ZETA DIVISION,Crazy Raccoon,ZETA DIVISION Wins!,AO1134
Korea - Stage 1,Korea - Stage 1__match_0044,Seeding Decider [Bo5],2,Suravasa,ZETA DIVISION,Crazy Raccoon,ZETA DIVISION,Crazy Raccoon,ZETA DIVISION Wins!,BF1134
Korea - Stage 1,Korea - Stage 1__match_0045,Seeding Decider [Bo5],0,Lijiang Tower,Team Falcons,RØDE ONSIDE GAMING,Team Falcons,RØDE ONSIDE GAMING,Team Falcons Wins!,X1160
Korea - Stage 1,Korea - Stage 1__match_0045,Seeding Decider [Bo5],1,Runasapi,Team Falcons,RØDE ONSIDE GAMING,Team Falcons,RØDE ONSIDE GAMING,Team Falcons Wins!,AO1160
Korea - Stage 1,Korea - Stage 1__match_0045,Seeding Decider [Bo5],2,Blizzard World,Team Falcons,RØDE ONSIDE GAMING,Team Falcons,RØDE ONSIDE GAMING,Team Falcons Wins!,BF1160
China - Stage 1,China - Stage 1__match_0001,Swiss Stage (Round 1) [Bo5],0,Busan,Milk Tea,Homie E,Homie E,Milk Tea,Homie E Wins!,X16
China - Stage 1,China - Stage 1__match_0001,Swiss Stage (Round 1) [Bo5],1,Esperança,Milk Tea,Homie E,Milk Tea,Homie E,Milk Tea Wins!,AO16
China - Stage 1,China - Stage 1__match_0001,Swiss Stage (Round 1) [Bo5],2,Havana,Milk Tea,Homie E,Milk Tea,Homie E,Milk Tea Wins!,BF16
China - Stage 1,China - Stage 1__match_0001,Swiss Stage (Round 1) [Bo5],3,Numbani,Milk Tea,Homie E,Homie E,Milk Tea,Homie E Wins!,BW16
China - Stage 1,China - Stage 1__match_0001,Swiss Stage (Round 1) [Bo5],4,Aatlis,Milk Tea,Homie E,Homie E,Milk Tea,Homie E Wins!,CN16
China - Stage 1,China - Stage 1__match_0002,Swiss Stage (Round 1) [Bo5],0,Busan,All Gamers,DEG,All Gamers,DEG,All Gamers Wins!,X42
China - Stage 1,China - Stage 1__match_0002,Swiss Stage (Round 1) [Bo5],1,Aatlis,All Gamers,DEG,All Gamers,DEG,All Gamers Wins!,AO42
China - Stage 1,China - Stage 1__match_0002,Swiss Stage (Round 1) [Bo5],2,Esperança,All Gamers,DEG,All Gamers,DEG,All Gamers Wins!,BF42
China - Stage 1,China - Stage 1__match_0003,Swiss Stage (Round 1) [Bo5],0,Lijiang Tower,Weibo Gaming,Naive Piggy,Weibo Gaming,Naive Piggy,Weibo Gaming Wins!,X68
China - Stage 1,China - Stage 1__match_0003,Swiss Stage (Round 1) [Bo5],1,Esperança,Weibo Gaming,Naive Piggy,Weibo Gaming,Naive Piggy,Weibo Gaming Wins!,AO68
China - Stage 1,China - Stage 1__match_0003,Swiss Stage (Round 1) [Bo5],2,Aatlis,Weibo Gaming,Naive Piggy,Weibo Gaming,Naive Piggy,Weibo Gaming Wins!,BF68
China - Stage 1,China - Stage 1__match_0004,Swiss Stage (Round 1) [Bo5],0,Lijiang Tower,JD Gaming,SV,SV,JD Gaming,SV Wins!,X94
China - Stage 1,China - Stage 1__match_0004,Swiss Stage (Round 1) [Bo5],1,Suravasa,JD Gaming,SV,JD Gaming,SV,JD Gaming Wins!,AO94
China - Stage 1,China - Stage 1__match_0004,Swiss Stage (Round 1) [Bo5],2,Midtown,JD Gaming,SV,JD Gaming,SV,JD Gaming Wins!,BF94
China - Stage 1,China - Stage 1__match_0004,Swiss Stage (Round 1) [Bo5],3,Havana,JD Gaming,SV,JD Gaming,SV,JD Gaming Wins!,BW94
China - Stage 1,China - Stage 1__match_0005,Swiss Stage (Round 2) [Bo5],0,Lijiang Tower,Milk Tea,Naive Piggy,Naive Piggy,Milk Tea,Naive Piggy Wins!,X120
China - Stage 1,China - Stage 1__match_0005,Swiss Stage (Round 2) [Bo5],1,Aatlis,Milk Tea,Naive Piggy,Naive Piggy,Milk Tea,Naive Piggy Wins!,AO120
China - Stage 1,China - Stage 1__match_0005,Swiss Stage (Round 2) [Bo5],2,Esperança,Milk Tea,Naive Piggy,Naive Piggy,Milk Tea,Naive Piggy Wins!,BF120
China - Stage 1,China - Stage 1__match_0006,Swiss Stage (Round 2) [Bo5],0,Lijiang Tower,DEG,SV,SV,DEG,SV Wins!,X146
China - Stage 1,China - Stage 1__match_0006,Swiss Stage (Round 2) [Bo5],1,Watchpoint: Gibraltar,DEG,SV,SV,DEG,SV Wins!,AO146
China - Stage 1,China - Stage 1__match_0006,Swiss Stage (Round 2) [Bo5],2,Aatlis,DEG,SV,SV,DEG,SV Wins!,BF146
China - Stage 1,China - Stage 1__match_0007,Swiss Stage (Round 2) [Bo5],0,Lijiang Tower,JD Gaming,All Gamers,JD Gaming,All Gamers,JD Gaming Wins!,X172
China - Stage 1,China - Stage 1__match_0007,Swiss Stage (Round 2) [Bo5],1,Aatlis,JD Gaming,All Gamers,JD Gaming,All Gamers,JD Gaming Wins!,AO172
China - Stage 1,China - Stage 1__match_0007,Swiss Stage (Round 2) [Bo5],2,Watchpoint: Gibraltar,JD Gaming,All Gamers,JD Gaming,All Gamers,JD Gaming Wins!,BF172
China - Stage 1,China - Stage 1__match_0008,Swiss Stage (Round 2) [Bo5],0,Lijiang Tower,Weibo Gaming,Homie E,Weibo Gaming,Homie E,Weibo Gaming Wins!,X198
China - Stage 1,China - Stage 1__match_0008,Swiss Stage (Round 2) [Bo5],1,Esperança,Weibo Gaming,Homie E,Weibo Gaming,Homie E,Weibo Gaming Wins!,AO198
China - Stage 1,China - Stage 1__match_0008,Swiss Stage (Round 2) [Bo5],2,Aatlis,Weibo Gaming,Homie E,Weibo Gaming,Homie E,Weibo Gaming Wins!,BF198
China - Stage 1,China - Stage 1__match_0009,Swiss Stage (Round 3) [Bo5],0,Busan,All Gamers,Naive Piggy,All Gamers,Naive Piggy,All Gamers Wins!,X224
China - Stage 1,China - Stage 1__match_0009,Swiss Stage (Round 3) [Bo5],1,Blizzard World,All Gamers,Naive Piggy,All Gamers,Naive Piggy,All Gamers Wins!,AO224
China - Stage 1,China - Stage 1__match_0009,Swiss Stage (Round 3) [Bo5],2,Aatlis,All Gamers,Naive Piggy,All Gamers,Naive Piggy,All Gamers Wins!,BF224
China - Stage 1,China - Stage 1__match_0010,Swiss Stage (Round 3) [Bo5],0,Lijiang Tower,Homie E,SV,SV,Homie E,SV Wins!,X250
China - Stage 1,China - Stage 1__match_0010,Swiss Stage (Round 3) [Bo5],1,Runasapi,Homie E,SV,SV,Homie E,SV Wins!,AO250
China - Stage 1,China - Stage 1__match_0010,Swiss Stage (Round 3) [Bo5],2,Suravasa,Homie E,SV,SV,Homie E,SV Wins!,BF250
China - Stage 1,China - Stage 1__match_0011,Seeding Decider [Bo5],0,Lijiang Tower,Weibo Gaming,JD Gaming,Weibo Gaming,JD Gaming,Weibo Gaming Wins!,X276
China - Stage 1,China - Stage 1__match_0011,Seeding Decider [Bo5],1,Blizzard World,Weibo Gaming,JD Gaming,Weibo Gaming,JD Gaming,Weibo Gaming Wins!,AO276
China - Stage 1,China - Stage 1__match_0011,Seeding Decider [Bo5],2,Runasapi,Weibo Gaming,JD Gaming,Weibo Gaming,JD Gaming,Weibo Gaming Wins!,BF276
China - Stage 1,China - Stage 1__match_0012,Swiss Stage (Round 4) [Bo5],0,Oasis,Homie E,Milk Tea,Milk Tea,Homie E,Milk Tea Wins!,X302
China - Stage 1,China - Stage 1__match_0012,Swiss Stage (Round 4) [Bo5],1,Runasapi,Homie E,Milk Tea,Milk Tea,Homie E,Milk Tea Wins!,AO302
China - Stage 1,China - Stage 1__match_0012,Swiss Stage (Round 4) [Bo5],2,Suravasa,Homie E,Milk Tea,Milk Tea,Homie E,Milk Tea Wins!,BF302
China - Stage 1,China - Stage 1__match_0013,Swiss Stage (Round 4) [Bo5],0,Lijiang Tower,Naive Piggy,DEG,DEG,Naive Piggy,DEG Wins!,X328
China - Stage 1,China - Stage 1__match_0013,Swiss Stage (Round 4) [Bo5],1,Esperança,Naive Piggy,DEG,Naive Piggy,DEG,Naive Piggy Wins!,AO328
China - Stage 1,China - Stage 1__match_0013,Swiss Stage (Round 4) [Bo5],2,Havana,Naive Piggy,DEG,Naive Piggy,DEG,Naive Piggy Wins!,BF328
China - Stage 1,China - Stage 1__match_0013,Swiss Stage (Round 4) [Bo5],3,Suravasa,Naive Piggy,DEG,Naive Piggy,DEG,Naive Piggy Wins!,BW328
China - Stage 1,China - Stage 1__match_0014,Seeding Decider [Bo5],0,Busan,All Gamers,SV,All Gamers,SV,All Gamers Wins!,X354
China - Stage 1,China - Stage 1__match_0014,Seeding Decider [Bo5],1,Aatlis,All Gamers,SV,All Gamers,SV,All Gamers Wins!,AO354
China - Stage 1,China - Stage 1__match_0014,Seeding Decider [Bo5],2,Runasapi,All Gamers,SV,All Gamers,SV,All Gamers Wins!,BF354
China - Stage 1,China - Stage 1__match_0015,Seeding Decider [Bo5],0,Lijiang Tower,Milk Tea,Naive Piggy,Naive Piggy,Milk Tea,Naive Piggy Wins!,X380
China - Stage 1,China - Stage 1__match_0015,Seeding Decider [Bo5],1,Numbani,Milk Tea,Naive Piggy,Naive Piggy,Milk Tea,Naive Piggy Wins!,AO380
China - Stage 1,China - Stage 1__match_0015,Seeding Decider [Bo5],2,Esperança,Milk Tea,Naive Piggy,Milk Tea,Naive Piggy,Milk Tea Wins!,BF380
China - Stage 1,China - Stage 1__match_0015,Seeding Decider [Bo5],3,Suravasa,Milk Tea,Naive Piggy,Naive Piggy,Milk Tea,Naive Piggy Wins!,BW380
China - Stage 1,China - Stage 1__match_0016,Round Robin [Bo5],0,Busan,Naive Piggy,Milk Tea,Milk Tea,Naive Piggy,Milk Tea Wins!,X406
China - Stage 1,China - Stage 1__match_0016,Round Robin [Bo5],1,Esperança,Naive Piggy,Milk Tea,Naive Piggy,Milk Tea,Naive Piggy Wins!,AO406
China - Stage 1,China - Stage 1__match_0016,Round Robin [Bo5],2,Midtown,Naive Piggy,Milk Tea,Milk Tea,Naive Piggy,Milk Tea Wins!,BF406
China - Stage 1,China - Stage 1__match_0016,Round Robin [Bo5],3,Aatlis,Naive Piggy,Milk Tea,Naive Piggy,Milk Tea,Naive Piggy Wins!,BW406
China - Stage 1,China - Stage 1__match_0016,Round Robin [Bo5],4,Havana,Naive Piggy,Milk Tea,Naive Piggy,Milk Tea,Naive Piggy Wins!,CN406
China - Stage 1,China - Stage 1__match_0017,Round Robin [Bo5],0,Oasis,JD Gaming,All Gamers,All Gamers,JD Gaming,All Gamers Wins!,X432
China - Stage 1,China - Stage 1__match_0017,Round Robin [Bo5],1,Suravasa,JD Gaming,All Gamers,JD Gaming,All Gamers,JD Gaming Wins!,AO432
China - Stage 1,China - Stage 1__match_0017,Round Robin [Bo5],2,Numbani,JD Gaming,All Gamers,JD Gaming,All Gamers,JD Gaming Wins!,BF432
China - Stage 1,China - Stage 1__match_0017,Round Robin [Bo5],3,Havana,JD Gaming,All Gamers,All Gamers,JD Gaming,All Gamers Wins!,BW432
China - Stage 1,China - Stage 1__match_0017,Round Robin [Bo5],4,Esperança,JD Gaming,All Gamers,All Gamers,JD Gaming,All Gamers Wins!,CN432
China - Stage 1,China - Stage 1__match_0018,Round Robin [Bo5],0,Lijiang Tower,Weibo Gaming,SV,Weibo Gaming,SV,Weibo Gaming Wins!,X458
China - Stage 1,China - Stage 1__match_0018,Round Robin [Bo5],1,Suravasa,Weibo Gaming,SV,Weibo Gaming,SV,Weibo Gaming Wins!,AO458
China - Stage 1,China - Stage 1__match_0018,Round Robin [Bo5],2,Midtown,Weibo Gaming,SV,Weibo Gaming,SV,Weibo Gaming Wins!,BF458
China - Stage 1,China - Stage 1__match_0019,Round Robin [Bo5],0,Busan,All Gamers,Milk Tea,Milk Tea,All Gamers,Milk Tea Wins!,X484
China - Stage 1,China - Stage 1__match_0019,Round Robin [Bo5],1,Watchpoint: Gibraltar,All Gamers,Milk Tea,All Gamers,Milk Tea,All Gamers Wins!,AO484
China - Stage 1,China - Stage 1__match_0019,Round Robin [Bo5],2,Esperança,All Gamers,Milk Tea,All Gamers,Milk Tea,All Gamers Wins!,BF484
China - Stage 1,China - Stage 1__match_0019,Round Robin [Bo5],3,Midtown,All Gamers,Milk Tea,All Gamers,Milk Tea,All Gamers Wins!,BW484
China - Stage 1,China - Stage 1__match_0020,Round Robin [Bo5],0,Lijiang Tower,Weibo Gaming,Naive Piggy,Weibo Gaming,Naive Piggy,Weibo Gaming Wins!,X510
China - Stage 1,China - Stage 1__match_0020,Round Robin [Bo5],1,Aatlis,Weibo Gaming,Naive Piggy,Weibo Gaming,Naive Piggy,Weibo Gaming Wins!,AO510
China - Stage 1,China - Stage 1__match_0020,Round Robin [Bo5],2,Havana,Weibo Gaming,Naive Piggy,Weibo Gaming,Naive Piggy,Weibo Gaming Wins!,BF510
China - Stage 1,China - Stage 1__match_0021,Round Robin [Bo5],0,Lijiang Tower,SV,Naive Piggy,SV,Naive Piggy,SV Wins!,X536
China - Stage 1,China - Stage 1__match_0021,Round Robin [Bo5],1,Esperança,SV,Naive Piggy,SV,Naive Piggy,SV Wins!,AO536
China - Stage 1,China - Stage 1__match_0021,Round Robin [Bo5],2,Aatlis,SV,Naive Piggy,SV,Naive Piggy,SV Wins!,BF536
China - Stage 1,China - Stage 1__match_0022,Round Robin [Bo5],0,Lijiang Tower,Weibo Gaming,All Gamers,Weibo Gaming,All Gamers,Weibo Gaming Wins!,X562
China - Stage 1,China - Stage 1__match_0022,Round Robin [Bo5],1,Numbani,Weibo Gaming,All Gamers,All Gamers,Weibo Gaming,All Gamers Wins!,AO562
China - Stage 1,China - Stage 1__match_0022,Round Robin [Bo5],2,Havana,Weibo Gaming,All Gamers,All Gamers,Weibo Gaming,All Gamers Wins!,BF562
China - Stage 1,China - Stage 1__match_0022,Round Robin [Bo5],3,Aatlis,Weibo Gaming,All Gamers,Weibo Gaming,All Gamers,Weibo Gaming Wins!,BW562
China - Stage 1,China - Stage 1__match_0022,Round Robin [Bo5],4,Runasapi,Weibo Gaming,All Gamers,Weibo Gaming,All Gamers,Weibo Gaming Wins!,CN562
China - Stage 1,China - Stage 1__match_0023,Round Robin [Bo5],0,Oasis,JD Gaming,Milk Tea,JD Gaming,Milk Tea,JD Gaming Wins!,X588
China - Stage 1,China - Stage 1__match_0023,Round Robin [Bo5],1,Esperança,JD Gaming,Milk Tea,JD Gaming,Milk Tea,JD Gaming Wins!,AO588
China - Stage 1,China - Stage 1__match_0023,Round Robin [Bo5],2,Havana,JD Gaming,Milk Tea,JD Gaming,Milk Tea,JD Gaming Wins!,BF588
China - Stage 1,China - Stage 1__match_0024,Round Robin [Bo5],0,Lijiang Tower,SV,Milk Tea,SV,Milk Tea,SV Wins!,X614
China - Stage 1,China - Stage 1__match_0024,Round Robin [Bo5],1,Havana,SV,Milk Tea,SV,Milk Tea,SV Wins!,AO614
China - Stage 1,China - Stage 1__match_0024,Round Robin [Bo5],2,Esperança,SV,Milk Tea,Milk Tea,SV,Milk Tea Wins!,BF614
China - Stage 1,China - Stage 1__match_0024,Round Robin [Bo5],3,Suravasa,SV,Milk Tea,SV,Milk Tea,SV Wins!,BW614
China - Stage 1,China - Stage 1__match_0025,Round Robin [Bo5],0,Oasis,JD Gaming,Naive Piggy,JD Gaming,Naive Piggy,JD Gaming Wins!,X640
China - Stage 1,China - Stage 1__match_0025,Round Robin [Bo5],1,Aatlis,JD Gaming,Naive Piggy,JD Gaming,Naive Piggy,JD Gaming Wins!,AO640
China - Stage 1,China - Stage 1__match_0025,Round Robin [Bo5],2,Esperança,JD Gaming,Naive Piggy,JD Gaming,Naive Piggy,JD Gaming Wins!,BF640
China - Stage 1,China - Stage 1__match_0026,Round Robin [Bo5],0,Lijiang Tower,All Gamers,Naive Piggy,All Gamers,Naive Piggy,All Gamers Wins!,X666
China - Stage 1,China - Stage 1__match_0026,Round Robin [Bo5],1,Suravasa,All Gamers,Naive Piggy,All Gamers,Naive Piggy,All Gamers Wins!,AO666
China - Stage 1,China - Stage 1__match_0026,Round Robin [Bo5],2,Blizzard World,All Gamers,Naive Piggy,Naive Piggy,All Gamers,Naive Piggy Wins!,BF666
China - Stage 1,China - Stage 1__match_0026,Round Robin [Bo5],3,Runasapi,All Gamers,Naive Piggy,Naive Piggy,All Gamers,Naive Piggy Wins!,BW666
China - Stage 1,China - Stage 1__match_0026,Round Robin [Bo5],4,Rialto,All Gamers,Naive Piggy,All Gamers,Naive Piggy,All Gamers Wins!,CN666
China - Stage 1,China - Stage 1__match_0027,Round Robin [Bo5],0,Oasis,JD Gaming,SV,JD Gaming,SV,JD Gaming Wins!,X692
China - Stage 1,China - Stage 1__match_0027,Round Robin [Bo5],1,Blizzard World,JD Gaming,SV,JD Gaming,SV,JD Gaming Wins!,AO692
China - Stage 1,China - Stage 1__match_0027,Round Robin [Bo5],2,Aatlis,JD Gaming,SV,JD Gaming,SV,JD Gaming Wins!,BF692
China - Stage 1,China - Stage 1__match_0028,Round Robin [Bo5],0,Lijiang Tower,Weibo Gaming,Milk Tea,Weibo Gaming,Milk Tea,Weibo Gaming Wins!,X718
China - Stage 1,China - Stage 1__match_0028,Round Robin [Bo5],1,Suravasa,Weibo Gaming,Milk Tea,Weibo Gaming,Milk Tea,Weibo Gaming Wins!,AO718
China - Stage 1,China - Stage 1__match_0028,Round Robin [Bo5],2,Watchpoint: Gibraltar,Weibo Gaming,Milk Tea,Weibo Gaming,Milk Tea,Weibo Gaming Wins!,BF718
China - Stage 1,China - Stage 1__match_0029,Round Robin [Bo5],0,Oasis,All Gamers,SV,All Gamers,SV,All Gamers Wins!,X744
China - Stage 1,China - Stage 1__match_0029,Round Robin [Bo5],1,Havana,All Gamers,SV,All Gamers,SV,All Gamers Wins!,AO744
China - Stage 1,China - Stage 1__match_0029,Round Robin [Bo5],2,Aatlis,All Gamers,SV,All Gamers,SV,All Gamers Wins!,BF744
China - Stage 1,China - Stage 1__match_0030,Round Robin [Bo5],0,Lijiang Tower,Weibo Gaming,JD Gaming,Weibo Gaming,JD Gaming,Weibo Gaming Wins!,X770
China - Stage 1,China - Stage 1__match_0030,Round Robin [Bo5],1,Havana,Weibo Gaming,JD Gaming,JD Gaming,Weibo Gaming,JD Gaming Wins!,AO770
China - Stage 1,China - Stage 1__match_0030,Round Robin [Bo5],2,Suravasa,Weibo Gaming,JD Gaming,Weibo Gaming,JD Gaming,Weibo Gaming Wins!,BF770
China - Stage 1,China - Stage 1__match_0030,Round Robin [Bo5],3,Blizzard World,Weibo Gaming,JD Gaming,Weibo Gaming,JD Gaming,Weibo Gaming Wins!,BW770
China - Stage 1,China - Stage 1__match_0031,Upper Semifinals [Bo5],0,Busan,Weibo Gaming,SV,Weibo Gaming,SV,Weibo Gaming Wins!,X796
China - Stage 1,China - Stage 1__match_0031,Upper Semifinals [Bo5],1,Blizzard World,Weibo Gaming,SV,Weibo Gaming,SV,Weibo Gaming Wins!,AO796
China - Stage 1,China - Stage 1__match_0031,Upper Semifinals [Bo5],2,Suravasa,Weibo Gaming,SV,Weibo Gaming,SV,Weibo Gaming Wins!,BF796
China - Stage 1,China - Stage 1__match_0032,Upper Semifinals [Bo5],0,Busan,All Gamers,JD Gaming,All Gamers,JD Gaming,All Gamers Wins!,X822
China - Stage 1,China - Stage 1__match_0032,Upper Semifinals [Bo5],1,Numbani,All Gamers,JD Gaming,All Gamers,JD Gaming,All Gamers Wins!,AO822
China - Stage 1,China - Stage 1__match_0032,Upper Semifinals [Bo5],2,Watchpoint: Gibraltar,All Gamers,JD Gaming,All Gamers,JD Gaming,All Gamers Wins!,BF822
China - Stage 1,China - Stage 1__match_0033,Upper Finals [Bo5],0,Lijiang Tower,Weibo Gaming,All Gamers,Weibo Gaming,All Gamers,Weibo Gaming Wins!,X848
China - Stage 1,China - Stage 1__match_0033,Upper Finals [Bo5],1,Havana,Weibo Gaming,All Gamers,All Gamers,Weibo Gaming,All Gamers Wins!,AO848
China - Stage 1,China - Stage 1__match_0033,Upper Finals [Bo5],2,Numbani,Weibo Gaming,All Gamers,Weibo Gaming,All Gamers,Weibo Gaming Wins!,BF848
China - Stage 1,China - Stage 1__match_0033,Upper Finals [Bo5],3,Esperança,Weibo Gaming,All Gamers,Weibo Gaming,All Gamers,Weibo Gaming Wins!,BW848
China - Stage 1,China - Stage 1__match_0034,Lower Semifinals [Bo5],0,Lijiang Tower,JD Gaming,SV,JD Gaming,SV,JD Gaming Wins!,X874
China - Stage 1,China - Stage 1__match_0034,Lower Semifinals [Bo5],1,Runasapi,JD Gaming,SV,JD Gaming,SV,JD Gaming Wins!,AO874
China - Stage 1,China - Stage 1__match_0034,Lower Semifinals [Bo5],2,Midtown,JD Gaming,SV,JD Gaming,SV,JD Gaming Wins!,BF874
China - Stage 1,China - Stage 1__match_0035,Lower Finals [Bo5],0,Busan,All Gamers,JD Gaming,All Gamers,JD Gaming,All Gamers Wins!,X900
China - Stage 1,China - Stage 1__match_0035,Lower Finals [Bo5],1,Suravasa,All Gamers,JD Gaming,JD Gaming,All Gamers,JD Gaming Wins!,AO900
China - Stage 1,China - Stage 1__match_0035,Lower Finals [Bo5],2,Havana,All Gamers,JD Gaming,JD Gaming,All Gamers,JD Gaming Wins!,BF900
China - Stage 1,China - Stage 1__match_0035,Lower Finals [Bo5],3,Numbani,All Gamers,JD Gaming,All Gamers,JD Gaming,All Gamers Wins!,BW900
China - Stage 1,China - Stage 1__match_0035,Lower Finals [Bo5],4,Esperança,All Gamers,JD Gaming,All Gamers,JD Gaming,All Gamers Wins!,CN900
China - Stage 1,China - Stage 1__match_0036,Grand Finals [Bo5],0,Lijiang Tower,Weibo Gaming,All Gamers,All Gamers,Weibo Gaming,All Gamers Wins!,X926
China - Stage 1,China - Stage 1__match_0036,Grand Finals [Bo5],1,Havana,Weibo Gaming,All Gamers,Weibo Gaming,All Gamers,Weibo Gaming Wins!,AO926
China - Stage 1,China - Stage 1__match_0036,Grand Finals [Bo5],2,Suravasa,Weibo Gaming,All Gamers,Weibo Gaming,All Gamers,Weibo Gaming Wins!,BF926
China - Stage 1,China - Stage 1__match_0036,Grand Finals [Bo5],3,Esperança,Weibo Gaming,All Gamers,Weibo Gaming,All Gamers,Weibo Gaming Wins!,BW926
China - Stage 1,China - Stage 1__match_0036,Grand Finals [Bo5],4,Numbani,Weibo Gaming,All Gamers,Weibo Gaming,All Gamers,Weibo Gaming Wins!,CN926
EMEA - Stage 1,EMEA - Stage 1__match_0001,Round Robin [Bo5],0,Lijiang Tower,Virtus.pro,Al Qadsiah,Virtus.pro,Al Qadsiah,Virtus.pro Wins!,X16
EMEA - Stage 1,EMEA - Stage 1__match_0001,Round Robin [Bo5],1,Havana,Virtus.pro,Al Qadsiah,Virtus.pro,Al Qadsiah,Virtus.pro Wins!,AO16
EMEA - Stage 1,EMEA - Stage 1__match_0001,Round Robin [Bo5],2,Midtown,Virtus.pro,Al Qadsiah,Al Qadsiah,Virtus.pro,Al Qadsiah Wins!,BF16
EMEA - Stage 1,EMEA - Stage 1__match_0001,Round Robin [Bo5],3,Runasapi,Virtus.pro,Al Qadsiah,Virtus.pro,Al Qadsiah,Virtus.pro Wins!,BW16
EMEA - Stage 1,EMEA - Stage 1__match_0002,Round Robin [Bo5],0,Busan,Twisted Minds,Team Peps,Twisted Minds,Team Peps,Twisted Minds Wins!,X42
EMEA - Stage 1,EMEA - Stage 1__match_0002,Round Robin [Bo5],1,Blizzard World,Twisted Minds,Team Peps,Twisted Minds,Team Peps,Twisted Minds Wins!,AO42
