team_name,hero_name,matches_played,wins,losses,win_rate
Quasar Esports,Bastion,2,0,2,0.0
Quasar Esports,Wuyang,1,0,1,0.0
Quasar Esports,Orisa,1,0,1,0.0
Quasar Esports,Mauga,1,0,1,0.0
Quasar Esports,Reaper,1,0,1,0.0
Rankers,Lúcio,2,2,0,1.0
Rankers,Symmetra,9,7,2,0.7778
Rankers,Zarya,11,8,3,0.7273
Rankers,Tracer,10,7,3,0.7
Rankers,D.Va,12,8,4,0.6667
Rankers,Wuyang,3,2,1,0.6667
Rankers,Baptiste,3,2,1,0.6667
Rankers,Illari,13,8,5,0.6154
Rankers,Ana,10,6,4,0.6
Rankers,Emre,5,3,2,0.6
Rankers,Cassidy,5,3,2,0.6
Rankers,Reaper,14,8,6,0.5714
Rankers,Echo,7,4,3,0.5714
Rankers,Brigitte,7,4,3,0.5714
Rankers,Kiriko,16,9,7,0.5625
Rankers,Sojourn,6,3,3,0.5
Rankers,Mauga,4,2,2,0.5
Rankers,Pharah,2,1,1,0.5
Rankers,Mizuki,3,1,2,0.3333
Rankers,Ashe,1,0,1,0.0
Rankers,Juno,1,0,1,0.0
Rankers,Torbjörn,1,0,1,0.0
Rankers,Hanzo,1,0,1,0.0
Rankers,Winston,1,0,1,0.0
RØDE ONSIDE GAMING,Mercy,2,2,0,1.0
RØDE ONSIDE GAMING,Mizuki,1,1,0,1.0
RØDE ONSIDE GAMING,Genji,7,5,2,0.7143
RØDE ONSIDE GAMING,Hazard,10,7,3,0.7
RØDE ONSIDE GAMING,Brigitte,12,8,4,0.6667
RØDE ONSIDE GAMING,Juno,8,5,3,0.625
RØDE ONSIDE GAMING,Symmetra,27,16,11,0.5926
RØDE ONSIDE GAMING,D.Va,22,13,9,0.5909
RØDE ONSIDE GAMING,Pharah,12,7,5,0.5833
RØDE ONSIDE GAMING,Sojourn,19,11,8,0.5789
RØDE ONSIDE GAMING,Wuyang,7,4,3,0.5714
RØDE ONSIDE GAMING,Ana,9,5,4,0.5556
RØDE ONSIDE GAMING,Emre,31,17,14,0.5484
RØDE ONSIDE GAMING,Vendetta,16,8,8,0.5
RØDE ONSIDE GAMING,Winston,4,2,2,0.5
RØDE ONSIDE GAMING,Orisa,2,1,1,0.5
RØDE ONSIDE GAMING,Torbjörn,2,1,1,0.5
RØDE ONSIDE GAMING,Sierra,2,1,1,0.5
RØDE ONSIDE GAMING,Lúcio,31,15,16,0.4839
RØDE ONSIDE GAMING,Tracer,26,12,14,0.4615
RØDE ONSIDE GAMING,Kiriko,37,17,20,0.4595
RØDE ONSIDE GAMING,Widowmaker,7,3,4,0.4286
RØDE ONSIDE GAMING,Jetpack Cat,6,2,4,0.3333
RØDE ONSIDE GAMING,Cassidy,3,1,2,0.3333
RØDE ONSIDE GAMING,Ramattra,3,1,2,0.3333
RØDE ONSIDE GAMING,Zarya,18,5,13,0.2778
RØDE ONSIDE GAMING,Doomfist,4,1,3,0.25
RØDE ONSIDE GAMING,Mauga,4,1,3,0.25
RØDE ONSIDE GAMING,Mei,5,1,4,0.2
RØDE ONSIDE GAMING,Bastion,6,1,5,0.1667
RØDE ONSIDE GAMING,Venture,2,0,2,0.0
RØDE ONSIDE GAMING,Reaper,2,0,2,0.0
RØDE ONSIDE GAMING,Sombra,2,0,2,0.0
RØDE ONSIDE GAMING,Baptiste,2,0,2,0.0
RØDE ONSIDE GAMING,Wrecking Ball,1,0,1,0.0
RØDE ONSIDE GAMING,Anran,1,0,1,0.0
RØDE ONSIDE GAMING,Reinhardt,1,0,1,0.0
SV,Freja,1,1,0,1.0
SV,Vendetta,19,10,9,0.5263
SV,Brigitte,2,1,1,0.5
SV,Zarya,17,8,9,0.4706
SV,Wuyang,9,4,5,0.4444
SV,Sojourn,12,5,7,0.4167
SV,Symmetra,17,7,10,0.4118
SV,D.Va,18,7,11,0.3889
SV,Kiriko,28,10,18,0.3571
SV,Lúcio,23,8,15,0.3478
SV,Emre,24,8,16,0.3333
SV,Hanzo,3,1,2,0.3333
SV,Juno,8,2,6,0.25
SV,Ana,4,1,3,0.25
SV,Pharah,4,1,3,0.25
SV,Widowmaker,7,1,6,0.1429
SV,Tracer,16,2,14,0.125
SV,Illari,6,0,6,0.0
SV,Orisa,6,0,6,0.0
SV,Junker Queen,5,0,5,0.0
SV,Baptiste,4,0,4,0.0
SV,Mei,3,0,3,0.0
SV,Bastion,3,0,3,0.0
SV,Sigma,2,0,2,0.0
SV,Ramattra,2,0,2,0.0
SV,Cassidy,2,0,2,0.0
SV,Mauga,2,0,2,0.0
SV,Roadhog,2,0,2,0.0
SV,Jetpack Cat,2,0,2,0.0
SV,Mercy,1,0,1,0.0
SV,Reaper,1,0,1,0.0
SV,Genji,1,0,1,0.0
SV,Sierra,1,0,1,0.0
SV,Reinhardt,1,0,1,0.0
SV,Hazard,1,0,1,0.0
Spacestation Gaming,Sigma,2,2,0,1.0
Spacestation Gaming,Hanzo,1,1,0,1.0
Spacestation Gaming,Zenyatta,1,1,0,1.0
Spacestation Gaming,Symmetra,21,14,7,0.6667
Spacestation Gaming,Brigitte,9,6,3,0.6667
Spacestation Gaming,Orisa,6,4,2,0.6667
Spacestation Gaming,Ramattra,5,3,2,0.6
Spacestation Gaming,Wuyang,5,3,2,0.6
Spacestation Gaming,Juno,16,9,7,0.5625
Spacestation Gaming,Vendetta,9,5,4,0.5556
Spacestation Gaming,Cassidy,11,6,5,0.5455
Spacestation Gaming,Kiriko,28,15,13,0.5357
Spacestation Gaming,D.Va,25,13,12,0.52
Spacestation Gaming,Emre,27,14,13,0.5185
Spacestation Gaming,Tracer,26,13,13,0.5
Spacestation Gaming,Pharah,4,2,2,0.5
Spacestation Gaming,Echo,4,2,2,0.5
Spacestation Gaming,Baptiste,4,2,2,0.5
Spacestation Gaming,Mauga,4,2,2,0.5
Spacestation Gaming,Jetpack Cat,4,2,2,0.5
Spacestation Gaming,Lúcio,30,14,16,0.4667
Spacestation Gaming,Zarya,16,7,9,0.4375
Spacestation Gaming,Sojourn,10,4,6,0.4
Spacestation Gaming,Widowmaker,10,4,6,0.4
Spacestation Gaming,Hazard,3,1,2,0.3333
Spacestation Gaming,Genji,3,1,2,0.3333
Spacestation Gaming,Ana,4,1,3,0.25
Spacestation Gaming,Doomfist,4,1,3,0.25
Spacestation Gaming,Venture,1,0,1,0.0
T1,Hazard,4,4,0,1.0
T1,Pharah,3,3,0,1.0
T1,Doomfist,2,2,0,1.0
T1,Ramattra,2,2,0,1.0
T1,Roadhog,2,2,0,1.0
T1,Bastion,2,2,0,1.0
T1,Reinhardt,1,1,0,1.0
T1,Mercy,1,1,0,1.0
T1,Lifeweaver,1,1,0,1.0
T1,Reaper,1,1,0,1.0
T1,Jetpack Cat,6,5,1,0.8333
T1,Echo,5,4,1,0.8
T1,Mauga,5,4,1,0.8
T1,Symmetra,20,15,5,0.75
T1,Widowmaker,4,3,1,0.75
T1,Lúcio,29,20,9,0.6897
T1,Wrecking Ball,9,6,3,0.6667
T1,Kiriko,29,19,10,0.6552
T1,Emre,20,13,7,0.65
T1,Tracer,17,11,6,0.6471
T1,Wuyang,8,5,3,0.625
T1,Vendetta,21,13,8,0.619
T1,Sigma,5,3,2,0.6
T1,Zarya,14,8,6,0.5714
T1,Domina,7,4,3,0.5714
T1,Ana,9,5,4,0.5556
T1,Juno,13,7,6,0.5385
T1,Sojourn,18,9,9,0.5
T1,Anran,2,1,1,0.5
T1,Mizuki,2,1,1,0.5
T1,Sombra,2,1,1,0.5
T1,Junker Queen,2,1,1,0.5
T1,D.Va,14,6,8,0.4286
T1,Orisa,5,2,3,0.4
T1,Genji,3,1,2,0.3333
T1,Venture,3,1,2,0.3333
T1,Baptiste,4,1,3,0.25
T1,Brigitte,4,0,4,0.0
T1,Moira,1,0,1,0.0
T1,Illari,1,0,1,0.0
T1,Winston,1,0,1,0.0
TOKYO TAIYOs,Hanzo,1,1,0,1.0
TOKYO TAIYOs,Doomfist,2,1,1,0.5
TOKYO TAIYOs,Lifeweaver,5,2,3,0.4
TOKYO TAIYOs,Ramattra,9,3,6,0.3333
TOKYO TAIYOs,Mercy,3,1,2,0.3333
TOKYO TAIYOs,Sojourn,4,1,3,0.25
TOKYO TAIYOs,Widowmaker,9,2,7,0.2222
TOKYO TAIYOs,Mei,11,2,9,0.1818
TOKYO TAIYOs,D.Va,12,2,10,0.1667
TOKYO TAIYOs,Juno,6,1,5,0.1667
TOKYO TAIYOs,Lúcio,19,3,16,0.1579
TOKYO TAIYOs,Emre,7,1,6,0.1429
TOKYO TAIYOs,Kiriko,22,3,19,0.1364
TOKYO TAIYOs,Cassidy,18,2,16,0.1111
TOKYO TAIYOs,Tracer,17,1,16,0.0588
TOKYO TAIYOs,Symmetra,19,1,18,0.0526
TOKYO TAIYOs,Sigma,12,0,12,0.0
TOKYO TAIYOs,Bastion,10,0,10,0.0
TOKYO TAIYOs,Baptiste,10,0,10,0.0
TOKYO TAIYOs,Wuyang,6,0,6,0.0
TOKYO TAIYOs,Roadhog,4,0,4,0.0
TOKYO TAIYOs,Mauga,4,0,4,0.0
TOKYO TAIYOs,Illari,4,0,4,0.0
TOKYO TAIYOs,Brigitte,4,0,4,0.0
TOKYO TAIYOs,Jetpack Cat,3,0,3,0.0
TOKYO TAIYOs,Ana,3,0,3,0.0
TOKYO TAIYOs,Vendetta,3,0,3,0.0
TOKYO TAIYOs,Ashe,2,0,2,0.0
TOKYO TAIYOs,Soldier: 76,2,0,2,0.0
TOKYO TAIYOs,Zarya,2,0,2,0.0
TOKYO TAIYOs,Hazard,2,0,2,0.0
TOKYO TAIYOs,Winston,1,0,1,0.0
TOKYO TAIYOs,Wrecking Ball,1,0,1,0.0
TOKYO TAIYOs,Mizuki,1,0,1,0.0
TOKYO TAIYOs,Pharah,1,0,1,0.0
TOKYO TAIYOs,Zenyatta,1,0,1,0.0
TOKYO TAIYOs,Genji,1,0,1,0.0
Team Falcons,Lifeweaver,2,2,0,1.0
Team Falcons,Winston,2,2,0,1.0
Team Falcons,Illari,1,1,0,1.0
Team Falcons,Moira,1,1,0,1.0
Team Falcons,Reinhardt,1,1,0,1.0
Team Falcons,Doomfist,1,1,0,1.0
Team Falcons,Hanzo,5,4,1,0.8
Team Falcons,Vendetta,18,13,5,0.7222
Team Falcons,Anran,3,2,1,0.6667
Team Falcons,Mizuki,3,2,1,0.6667
Team Falcons,Juno,33,21,12,0.6364
Team Falcons,Emre,22,14,8,0.6364
Team Falcons,Symmetra,32,20,12,0.625
Team Falcons,Zarya,16,10,6,0.625
Team Falcons,Bastion,8,5,3,0.625
Team Falcons,Lúcio,35,21,14,0.6
Team Falcons,Brigitte,10,6,4,0.6
Team Falcons,D.Va,27,16,11,0.5926
Team Falcons,Kiriko,44,26,18,0.5909
Team Falcons,Domina,9,5,4,0.5556
Team Falcons,Cassidy,15,8,7,0.5333
Team Falcons,Jetpack Cat,18,9,9,0.5
Team Falcons,Tracer,18,9,9,0.5
Team Falcons,Pharah,6,3,3,0.5
Team Falcons,Ramattra,6,3,3,0.5
Team Falcons,Genji,4,2,2,0.5
Team Falcons,Wuyang,2,1,1,0.5
Team Falcons,Echo,2,1,1,0.5
Team Falcons,Orisa,2,1,1,0.5
Team Falcons,Sojourn,20,9,11,0.45
Team Falcons,Widowmaker,7,3,4,0.4286
Team Falcons,Ana,5,2,3,0.4
Team Falcons,Torbjörn,3,1,2,0.3333
Team Falcons,Mauga,3,1,2,0.3333
Team Falcons,Mei,4,1,3,0.25
Team Falcons,Baptiste,4,1,3,0.25
Team Falcons,Reaper,2,0,2,0.0
Team Falcons,Sigma,2,0,2,0.0
Team Falcons,Venture,1,0,1,0.0
Team Falcons,Wrecking Ball,1,0,1,0.0
Team Liquid,Anran,2,2,0,1.0
Team Liquid,Mizuki,2,2,0,1.0
Team Liquid,Venture,2,2,0,1.0
Team Liquid,Lifeweaver,1,1,0,1.0
Team Liquid,Hanzo,1,1,0,1.0
Team Liquid,Bastion,1,1,0,1.0
Team Liquid,Reinhardt,1,1,0,1.0
Team Liquid,Wuyang,5,4,1,0.8
Team Liquid,Domina,7,5,2,0.7143
Team Liquid,Ana,3,2,1,0.6667
Team Liquid,Wrecking Ball,10,6,4,0.6
Team Liquid,Winston,5,3,2,0.6
Team Liquid,Widowmaker,12,7,5,0.5833
Team Liquid,Genji,7,4,3,0.5714
Team Liquid,Pharah,7,4,3,0.5714
Team Liquid,Jetpack Cat,8,4,4,0.5
Team Liquid,Illari,4,2,2,0.5
Team Liquid,Sombra,2,1,1,0.5
Team Liquid,Kiriko,29,13,16,0.4483
Team Liquid,Cassidy,7,3,4,0.4286
Team Liquid,Emre,24,10,14,0.4167
Team Liquid,D.Va,12,5,7,0.4167
Team Liquid,Lúcio,20,8,12,0.4
Team Liquid,Sojourn,13,5,8,0.3846
Team Liquid,Mauga,8,3,5,0.375
Team Liquid,Symmetra,14,5,9,0.3571
Team Liquid,Vendetta,17,6,11,0.3529
Team Liquid,Tracer,26,9,17,0.3462
Team Liquid,Brigitte,15,5,10,0.3333
Team Liquid,Orisa,12,4,8,0.3333
Team Liquid,Echo,3,1,2,0.3333
Team Liquid,Juno,16,5,11,0.3125
Team Liquid,Sigma,4,1,3,0.25
Team Liquid,Zarya,5,1,4,0.2
Team Liquid,Ramattra,2,0,2,0.0
Team Liquid,Baptiste,1,0,1,0.0
Team Peps,Ashe,1,1,0,1.0
Team Peps,Sojourn,14,5,9,0.3571
Team Peps,Freja,3,1,2,0.3333
Team Peps,Symmetra,3,1,2,0.3333
Team Peps,Pharah,3,1,2,0.3333
Team Peps,Genji,3,1,2,0.3333
Team Peps,Winston,3,1,2,0.3333
Team Peps,Kiriko,20,6,14,0.3
Team Peps,Mauga,7,2,5,0.2857
Team Peps,Tracer,18,5,13,0.2778
Team Peps,Lúcio,22,6,16,0.2727
Team Peps,Vendetta,20,5,15,0.25
Team Peps,Ana,4,1,3,0.25
Team Peps,Domina,5,1,4,0.2
Team Peps,Zarya,13,2,11,0.1538
Team Peps,Jetpack Cat,7,1,6,0.1429
Team Peps,Hazard,8,1,7,0.125
Team Peps,Brigitte,8,1,7,0.125
Team Peps,Emre,18,2,16,0.1111
Team Peps,D.Va,10,1,9,0.1
Team Peps,Juno,13,1,12,0.0769
Team Peps,Wrecking Ball,6,0,6,0.0
Team Peps,Widowmaker,4,0,4,0.0
Team Peps,Mizuki,3,0,3,0.0
Team Peps,Baptiste,3,0,3,0.0
Team Peps,Zenyatta,3,0,3,0.0
Team Peps,Hanzo,2,0,2,0.0
Team Peps,Anran,2,0,2,0.0
Team Peps,Ramattra,2,0,2,0.0
Team Peps,Wuyang,2,0,2,0.0
Team Peps,Mercy,1,0,1,0.0
Team Peps,Lifeweaver,1,0,1,0.0
Team Peps,Soldier: 76,1,0,1,0.0
Team Secret,Baptiste,5,5,0,1.0
Team Secret,Widowmaker,3,3,0,1.0
Team Secret,Cassidy,2,2,0,1.0
Team Secret,Genji,2,2,0,1.0
Team Secret,Echo,2,2,0,1.0
Team Secret,Hazard,2,2,0,1.0
Team Secret,Reaper,1,1,0,1.0
Team Secret,Ramattra,1,1,0,1.0
Team Secret,Moira,1,1,0,1.0
Team Secret,Mercy,1,1,0,1.0
Team Secret,Sierra,1,1,0,1.0
Team Secret,Hanzo,1,1,0,1.0
Team Secret,Symmetra,10,9,1,0.9
Team Secret,Illari,7,6,1,0.8571
Team Secret,Brigitte,6,5,1,0.8333
Team Secret,Lúcio,6,5,1,0.8333
Team Secret,Wrecking Ball,11,9,2,0.8182
Team Secret,Emre,10,8,2,0.8
Team Secret,Mizuki,5,4,1,0.8
Team Secret,Tracer,13,10,3,0.7692
Team Secret,Sojourn,4,3,1,0.75
Team Secret,Ana,4,3,1,0.75
Team Secret,Kiriko,7,5,2,0.7143
Team Secret,Juno,7,5,2,0.7143
Team Secret,D.Va,3,2,1,0.6667
Team Secret,Vendetta,4,2,2,0.5
Team Secret,Jetpack Cat,2,1,1,0.5
Team Secret,Zenyatta,2,1,1,0.5
Team Secret,Doomfist,1,0,1,0.0
Team Secret,Winston,1,0,1,0.0
Telomere,Cassidy,9,3,6,0.3333
Telomere,Reinhardt,3,1,2,0.3333
Telomere,Ramattra,8,2,6,0.25
Telomere,Mei,4,1,3,0.25
Telomere,Baptiste,5,1,4,0.2
Telomere,Juno,11,2,9,0.1818
Telomere,Ana,6,1,5,0.1667
Telomere,Brigitte,14,2,12,0.1429
Telomere,Tracer,16,2,14,0.125
Telomere,D.Va,8,1,7,0.125
Telomere,Vendetta,11,1,10,0.0909
Telomere,Emre,11,1,10,0.0909
Telomere,Symmetra,12,1,11,0.0833
Telomere,Lúcio,13,1,12,0.0769
Telomere,Kiriko,15,0,15,0.0
Telomere,Sojourn,13,0,13,0.0
Telomere,Winston,9,0,9,0.0
Telomere,Zarya,4,0,4,0.0
Telomere,Moira,4,0,4,0.0
Telomere,Genji,3,0,3,0.0
Telomere,Ashe,2,0,2,0.0
Telomere,Wuyang,2,0,2,0.0
Telomere,Echo,2,0,2,0.0
Telomere,Widowmaker,2,0,2,0.0
Telomere,Hazard,2,0,2,0.0
Telomere,Mauga,2,0,2,0.0
Telomere,Sigma,1,0,1,0.0
Telomere,Mizuki,1,0,1,0.0
Telomere,Doomfist,1,0,1,0.0
Telomere,Wrecking Ball,1,0,1,0.0
Telomere,Illari,1,0,1,0.0
Telomere,Orisa,1,0,1,0.0
Telomere,Junker Queen,1,0,1,0.0
The Gatos Guapos,Zarya,3,3,0,1.0
The Gatos Guapos,Widowmaker,2,2,0,1.0
The Gatos Guapos,Reinhardt,2,2,0,1.0
The Gatos Guapos,Mizuki,1,1,0,1.0
The Gatos Guapos,Hanzo,1,1,0,1.0
The Gatos Guapos,Venture,1,1,0,1.0
The Gatos Guapos,Reaper,1,1,0,1.0
The Gatos Guapos,Genji,1,1,0,1.0
The Gatos Guapos,Emre,12,10,2,0.8333
The Gatos Guapos,D.Va,12,10,2,0.8333
The Gatos Guapos,Juno,6,5,1,0.8333
The Gatos Guapos,Lúcio,10,8,2,0.8
The Gatos Guapos,Anran,5,4,1,0.8
The Gatos Guapos,Ana,5,4,1,0.8
The Gatos Guapos,Illari,5,4,1,0.8
The Gatos Guapos,Tracer,9,7,2,0.7778
The Gatos Guapos,Kiriko,12,9,3,0.75
The Gatos Guapos,Hazard,4,3,1,0.75
The Gatos Guapos,Jetpack Cat,4,3,1,0.75
The Gatos Guapos,Vendetta,7,5,2,0.7143
The Gatos Guapos,Symmetra,7,5,2,0.7143
The Gatos Guapos,Cassidy,3,2,1,0.6667
The Gatos Guapos,Pharah,2,1,1,0.5
The Gatos Guapos,Doomfist,2,1,1,0.5
The Gatos Guapos,Sojourn,4,1,3,0.25
The Gatos Guapos,Ramattra,3,0,3,0.0
The Gatos Guapos,Brigitte,2,0,2,0.0
The Gatos Guapos,Bastion,1,0,1,0.0
The Gatos Guapos,Soldier: 76,1,0,1,0.0
The Gatos Guapos,Mauga,1,0,1,0.0
Twisted Minds,Pharah,7,7,0,1.0
Twisted Minds,Brigitte,4,4,0,1.0
Twisted Minds,Ana,3,3,0,1.0
Twisted Minds,Symmetra,3,3,0,1.0
Twisted Minds,Illari,3,3,0,1.0
Twisted Minds,Wrecking Ball,2,2,0,1.0
Twisted Minds,Wuyang,2,2,0,1.0
Twisted Minds,Genji,2,2,0,1.0
Twisted Minds,Mercy,2,2,0,1.0
Twisted Minds,Sigma,2,2,0,1.0
Twisted Minds,Baptiste,2,2,0,1.0
Twisted Minds,Cassidy,1,1,0,1.0
Twisted Minds,Echo,1,1,0,1.0
Twisted Minds,Orisa,1,1,0,1.0
Twisted Minds,Ramattra,1,1,0,1.0
Twisted Minds,Hanzo,1,1,0,1.0
Twisted Minds,Mauga,1,1,0,1.0
Twisted Minds,Hazard,1,1,0,1.0
Twisted Minds,Emre,28,27,1,0.9643
Twisted Minds,Zarya,19,18,1,0.9474
Twisted Minds,Vendetta,17,16,1,0.9412
Twisted Minds,Juno,23,21,2,0.913
Twisted Minds,Kiriko,29,26,3,0.8966
Twisted Minds,Lúcio,28,25,3,0.8929
Twisted Minds,D.Va,17,15,2,0.8824
Twisted Minds,Tracer,23,20,3,0.8696
Twisted Minds,Widowmaker,7,6,1,0.8571
Twisted Minds,Domina,5,4,1,0.8
Twisted Minds,Jetpack Cat,4,3,1,0.75
Twisted Minds,Sojourn,11,8,3,0.7273
Twisted Minds,Anran,3,2,1,0.6667
Twisted Minds,Mizuki,3,2,1,0.6667
Twisted Minds,Sombra,1,0,1,0.0
Twisted Minds,Zenyatta,1,0,1,0.0
VARREL,Symmetra,18,18,0,1.0
VARREL,Ana,12,12,0,1.0
VARREL,Hazard,12,12,0,1.0
VARREL,Echo,7,7,0,1.0
VARREL,Orisa,7,7,0,1.0
VARREL,Winston,3,3,0,1.0
VARREL,Wrecking Ball,3,3,0,1.0
VARREL,Genji,2,2,0,1.0
VARREL,Pharah,2,2,0,1.0
VARREL,Sigma,2,2,0,1.0
VARREL,Ashe,1,1,0,1.0
VARREL,Bastion,1,1,0,1.0
VARREL,Mei,1,1,0,1.0
VARREL,Lúcio,1,1,0,1.0
VARREL,Hanzo,1,1,0,1.0
VARREL,D.Va,19,18,1,0.9474
VARREL,Tracer,17,16,1,0.9412
VARREL,Emre,26,24,2,0.9231
VARREL,Illari,11,10,1,0.9091
VARREL,Kiriko,18,16,2,0.8889
VARREL,Jetpack Cat,17,15,2,0.8824
VARREL,Vendetta,15,13,2,0.8667
VARREL,Wuyang,13,11,2,0.8462
VARREL,Cassidy,6,5,1,0.8333
VARREL,Baptiste,5,4,1,0.8
VARREL,Ramattra,4,3,1,0.75
VARREL,Zarya,7,5,2,0.7143
VARREL,Widowmaker,3,2,1,0.6667
VARREL,Juno,3,2,1,0.6667
VARREL,Anran,2,1,1,0.5
VARREL,Venture,2,1,1,0.5
VARREL,Mizuki,2,1,1,0.5
VARREL,Sojourn,5,2,3,0.4
VARREL,Brigitte,3,1,2,0.3333
VARREL,Freja,2,0,2,0.0
VARREL,Domina,2,0,2,0.0
Virtus.pro,Cassidy,4,4,0,1.0
Virtus.pro,Hanzo,1,1,0,1.0
Virtus.pro,Reinhardt,1,1,0,1.0
Virtus.pro,Zenyatta,1,1,0,1.0
Virtus.pro,Illari,1,1,0,1.0
Virtus.pro,Ramattra,1,1,0,1.0
Virtus.pro,Mercy,1,1,0,1.0
Virtus.pro,Bastion,1,1,0,1.0
Virtus.pro,Ana,1,1,0,1.0
Virtus.pro,Mauga,4,3,1,0.75
Virtus.pro,Pharah,7,5,2,0.7143
Virtus.pro,Jetpack Cat,10,7,3,0.7
Virtus.pro,Echo,3,2,1,0.6667
Virtus.pro,Wrecking Ball,3,2,1,0.6667
Virtus.pro,Vendetta,20,13,7,0.65
Virtus.pro,Kiriko,31,20,11,0.6452
Virtus.pro,Lúcio,28,18,10,0.6429
Virtus.pro,Brigitte,11,7,4,0.6364
Virtus.pro,Emre,34,20,14,0.5882
Virtus.pro,Domina,7,4,3,0.5714
Virtus.pro,Zarya,25,14,11,0.56
Virtus.pro,Tracer,27,15,12,0.5556
Virtus.pro,Symmetra,9,5,4,0.5556
Virtus.pro,Widowmaker,9,5,4,0.5556
Virtus.pro,Juno,11,6,5,0.5455
Virtus.pro,Sojourn,6,3,3,0.5
Virtus.pro,Hazard,4,2,2,0.5
Virtus.pro,Anran,2,1,1,0.5
Virtus.pro,Mizuki,2,1,1,0.5
Virtus.pro,D.Va,13,6,7,0.4615
Virtus.pro,Baptiste,3,1,2,0.3333
Virtus.pro,Doomfist,5,1,4,0.2
Virtus.pro,Wuyang,1,0,1,0.0
Weibo Gaming,Winston,6,6,0,1.0
Weibo Gaming,Widowmaker,4,4,0,1.0
Weibo Gaming,Doomfist,3,3,0,1.0
Weibo Gaming,Reaper,3,3,0,1.0
Weibo Gaming,Cassidy,2,2,0,1.0
Weibo Gaming,Freja,1,1,0,1.0
Weibo Gaming,Mercy,1,1,0,1.0
Weibo Gaming,Hanzo,1,1,0,1.0
Weibo Gaming,Echo,1,1,0,1.0
Weibo Gaming,Wrecking Ball,1,1,0,1.0
Weibo Gaming,Zarya,16,15,1,0.9375
Weibo Gaming,Symmetra,21,19,2,0.9048
Weibo Gaming,Brigitte,8,7,1,0.875
Weibo Gaming,Hazard,8,7,1,0.875
Weibo Gaming,Vendetta,14,12,2,0.8571
Weibo Gaming,Juno,14,12,2,0.8571
Weibo Gaming,Illari,7,6,1,0.8571
Weibo Gaming,Tracer,19,16,3,0.8421
Weibo Gaming,Lúcio,25,21,4,0.84
Weibo Gaming,Emre,22,18,4,0.8182
Weibo Gaming,Mauga,11,9,2,0.8182
Weibo Gaming,Kiriko,32,26,6,0.8125
Weibo Gaming,Ana,15,12,3,0.8
Weibo Gaming,Pharah,10,8,2,0.8
Weibo Gaming,Bastion,10,8,2,0.8
Weibo Gaming,Sojourn,19,15,4,0.7895
Weibo Gaming,Sierra,4,3,1,0.75
Weibo Gaming,Jetpack Cat,19,14,5,0.7368
Weibo Gaming,Genji,3,2,1,0.6667
Weibo Gaming,D.Va,9,5,4,0.5556
Weibo Gaming,Baptiste,6,3,3,0.5
Weibo Gaming,Sigma,4,2,2,0.5
Weibo Gaming,Wuyang,4,2,2,0.5
Weibo Gaming,Anran,2,1,1,0.5
Weibo Gaming,Orisa,2,1,1,0.5
Weibo Gaming,Mei,2,1,1,0.5
Weibo Gaming,Venture,3,1,2,0.3333
Weibo Gaming,Domina,2,0,2,0.0
Weibo Gaming,Ramattra,2,0,2,0.0
Weibo Gaming,Ashe,1,0,1,0.0
Weibo Gaming,Mizuki,1,0,1,0.0
ZAN Esports,Illari,2,2,0,1.0
ZAN Esports,Wuyang,1,1,0,1.0
ZAN Esports,Anran,1,1,0,1.0
ZAN Esports,Pharah,6,4,2,0.6667
ZAN Esports,Ana,6,4,2,0.6667
ZAN Esports,Orisa,3,2,1,0.6667
ZAN Esports,Widowmaker,3,2,1,0.6667
ZAN Esports,D.Va,15,9,6,0.6
ZAN Esports,Jetpack Cat,5,3,2,0.6
ZAN Esports,Bastion,7,4,3,0.5714
ZAN Esports,Sojourn,16,9,7,0.5625
ZAN Esports,Hazard,9,5,4,0.5556
ZAN Esports,Tracer,15,8,7,0.5333
ZAN Esports,Juno,14,7,7,0.5
ZAN Esports,Winston,2,1,1,0.5
ZAN Esports,Sigma,2,1,1,0.5
ZAN Esports,Kiriko,27,11,16,0.4074
ZAN Esports,Brigitte,5,2,3,0.4
ZAN Esports,Lúcio,26,10,16,0.3846
ZAN Esports,Emre,16,6,10,0.375
ZAN Esports,Vendetta,17,6,11,0.3529
ZAN Esports,Zarya,12,4,8,0.3333
ZAN Esports,Symmetra,12,4,8,0.3333
ZAN Esports,Cassidy,3,1,2,0.3333
ZAN Esports,Mei,3,1,2,0.3333
ZAN Esports,Doomfist,11,1,10,0.0909
ZAN Esports,Wrecking Ball,5,0,5,0.0
ZAN Esports,Genji,3,0,3,0.0
ZAN Esports,Venture,2,0,2,0.0
ZAN Esports,Ramattra,2,0,2,0.0
ZAN Esports,Lifeweaver,2,0,2,0.0
ZAN Esports,Echo,1,0,1,0.0
ZAN Esports,Baptiste,1,0,1,0.0
ZAN Esports,Reinhardt,1,0,1,0.0
ZAN Esports,Mauga,1,0,1,0.0
ZETA DIVISION,Widowmaker,6,6,0,1.0
ZETA DIVISION,Doomfist,5,5,0,1.0
ZETA DIVISION,Mauga,5,5,0,1.0
ZETA DIVISION,Reaper,3,3,0,1.0
ZETA DIVISION,Domina,2,2,0,1.0
ZETA DIVISION,Sierra,2,2,0,1.0
ZETA DIVISION,Hazard,1,1,0,1.0
ZETA DIVISION,Wuyang,1,1,0,1.0
ZETA DIVISION,Hanzo,1,1,0,1.0
