team_name,hero_name,role,usage_count,pick_count,pick_rate
Naive Piggy,Ashe,DPS,3,3,0.0234
Naive Piggy,Reinhardt,Tank,1,1,0.0182
Naive Piggy,Winston,Tank,1,1,0.0182
Naive Piggy,Ramattra,Tank,1,1,0.0182
Naive Piggy,Sigma,Tank,1,1,0.0182
Naive Piggy,Bastion,DPS,2,2,0.0156
Naive Piggy,Genji,DPS,2,2,0.0156
Naive Piggy,Widowmaker,DPS,2,2,0.0156
Naive Piggy,Zenyatta,Support,1,1,0.01
New Era,D.Va,Tank,9,9,0.3
New Era,Kiriko,Support,15,15,0.2143
New Era,Zarya,Tank,6,6,0.2
New Era,Brigitte,Support,13,13,0.1857
New Era,Tracer,DPS,15,15,0.1829
New Era,Emre,DPS,14,14,0.1707
New Era,Lúcio,Support,11,11,0.1571
New Era,Ana,Support,11,10,0.1429
New Era,Sojourn,DPS,11,11,0.1341
New Era,Orisa,Tank,4,4,0.1333
New Era,Hazard,Tank,4,4,0.1333
New Era,Wrecking Ball,Tank,4,4,0.1333
New Era,Juno,Support,8,8,0.1143
New Era,Vendetta,DPS,9,9,0.1098
New Era,Symmetra,DPS,10,9,0.1098
New Era,Genji,DPS,8,8,0.0976
New Era,Cassidy,DPS,6,6,0.0732
New Era,Widowmaker,DPS,6,6,0.0732
New Era,Wuyang,Support,4,4,0.0571
New Era,Illari,Support,4,3,0.0429
New Era,Domina,Tank,1,1,0.0333
New Era,Winston,Tank,1,1,0.0333
New Era,Doomfist,Tank,1,1,0.0333
New Era,Zenyatta,Support,2,2,0.0286
New Era,Venture,DPS,2,2,0.0244
New Era,Mercy,Support,1,1,0.0143
New Era,Jetpack Cat,Support,1,1,0.0143
New Era,Baptiste,Support,1,1,0.0143
New Era,Mizuki,Support,1,1,0.0143
New Era,Anran,DPS,1,1,0.0122
New Era,Hanzo,DPS,2,1,0.0122
Nyam Gaming,Zarya,Tank,16,16,0.3902
Nyam Gaming,D.Va,Tank,14,14,0.3415
Nyam Gaming,Kiriko,Support,23,23,0.2911
Nyam Gaming,Emre,DPS,20,20,0.2083
Nyam Gaming,Vendetta,DPS,20,20,0.2083
Nyam Gaming,Lúcio,Support,18,16,0.2025
Nyam Gaming,Symmetra,DPS,18,16,0.1667
Nyam Gaming,Tracer,DPS,16,15,0.1562
Nyam Gaming,Wuyang,Support,12,12,0.1519
Nyam Gaming,Hazard,Tank,6,6,0.1463
Nyam Gaming,Juno,Support,10,8,0.1013
Nyam Gaming,Brigitte,Support,8,8,0.1013
Nyam Gaming,Sojourn,DPS,8,8,0.0833
Nyam Gaming,Ana,Support,7,6,0.0759
Nyam Gaming,Widowmaker,DPS,7,6,0.0625
Nyam Gaming,Orisa,Tank,2,2,0.0488
Nyam Gaming,Sigma,Tank,2,2,0.0488
Nyam Gaming,Echo,DPS,4,4,0.0417
Nyam Gaming,Mizuki,Support,2,2,0.0253
Nyam Gaming,Lifeweaver,Support,2,2,0.0253
Nyam Gaming,Wrecking Ball,Tank,1,1,0.0244
Nyam Gaming,Venture,DPS,2,2,0.0208
Nyam Gaming,Cassidy,DPS,2,2,0.0208
Nyam Gaming,Mercy,Support,1,1,0.0127
Nyam Gaming,Jetpack Cat,Support,1,1,0.0127
Nyam Gaming,Pharah,DPS,1,1,0.0104
Nyam Gaming,Torbjörn,DPS,1,1,0.0104
Nyam Gaming,Freja,DPS,1,1,0.0104
Please Not Hero Ban,D.Va,Tank,18,18,0.3673
Please Not Hero Ban,Kiriko,Support,28,27,0.3214
Please Not Hero Ban,Symmetra,DPS,25,25,0.2427
Please Not Hero Ban,Cassidy,DPS,24,24,0.233
Please Not Hero Ban,Orisa,Tank,11,11,0.2245
Please Not Hero Ban,Lúcio,Support,17,17,0.2024
Please Not Hero Ban,Emre,DPS,17,17,0.165
Please Not Hero Ban,Tracer,DPS,12,12,0.1165
Please Not Hero Ban,Zarya,Tank,5,5,0.102
Please Not Hero Ban,Illari,Support,8,8,0.0952
Please Not Hero Ban,Vendetta,DPS,9,9,0.0874
Please Not Hero Ban,Baptiste,Support,7,7,0.0833
Please Not Hero Ban,Juno,Support,7,7,0.0833
Please Not Hero Ban,Mauga,Tank,4,4,0.0816
Please Not Hero Ban,Ramattra,Tank,3,3,0.0612
Please Not Hero Ban,Wrecking Ball,Tank,3,3,0.0612
Please Not Hero Ban,Mizuki,Support,5,5,0.0595
Please Not Hero Ban,Ana,Support,5,5,0.0595
Please Not Hero Ban,Brigitte,Support,4,4,0.0476
Please Not Hero Ban,Winston,Tank,2,2,0.0408
Please Not Hero Ban,Hazard,Tank,2,2,0.0408
Please Not Hero Ban,Sojourn,DPS,4,4,0.0388
Please Not Hero Ban,Jetpack Cat,Support,3,3,0.0357
Please Not Hero Ban,Echo,DPS,3,3,0.0291
Please Not Hero Ban,Torbjörn,DPS,3,3,0.0291
Please Not Hero Ban,Sigma,Tank,1,1,0.0204
Please Not Hero Ban,Reaper,DPS,2,2,0.0194
Please Not Hero Ban,Widowmaker,DPS,2,2,0.0194
Please Not Hero Ban,Wuyang,Support,1,1,0.0119
Please Not Hero Ban,Ashe,DPS,1,1,0.0097
Please Not Hero Ban,Mei,DPS,1,1,0.0097
Poker Face,Kiriko,Support,22,22,0.2933
Poker Face,Lúcio,Support,22,22,0.2933
Poker Face,Zarya,Tank,12,12,0.25
Poker Face,Hazard,Tank,10,10,0.2083
Poker Face,D.Va,Tank,9,9,0.1875
Poker Face,Emre,DPS,18,18,0.1682
Poker Face,Symmetra,DPS,16,15,0.1402
Poker Face,Tracer,DPS,16,15,0.1402
Poker Face,Widowmaker,DPS,14,14,0.1308
Poker Face,Vendetta,DPS,12,12,0.1121
Poker Face,Juno,Support,8,8,0.1067
Poker Face,Wrecking Ball,Tank,5,5,0.1042
Poker Face,Mauga,Tank,5,5,0.1042
Poker Face,Ana,Support,6,6,0.08
Poker Face,Jetpack Cat,Support,6,6,0.08
Poker Face,Sojourn,DPS,8,8,0.0748
Poker Face,Wuyang,Support,5,5,0.0667
Poker Face,Ramattra,Tank,3,3,0.0625
Poker Face,Winston,Tank,2,2,0.0417
Poker Face,Hanzo,DPS,4,4,0.0374
Poker Face,Echo,DPS,4,4,0.0374
Poker Face,Pharah,DPS,4,4,0.0374
Poker Face,Bastion,DPS,4,4,0.0374
Poker Face,Cassidy,DPS,3,3,0.028
Poker Face,Illari,Support,2,2,0.0267
Poker Face,Brigitte,Support,2,2,0.0267
Poker Face,Orisa,Tank,1,1,0.0208
Poker Face,Doomfist,Tank,1,1,0.0208
Poker Face,Mei,DPS,2,2,0.0187
Poker Face,Sierra,DPS,2,2,0.0187
Poker Face,Baptiste,Support,1,1,0.0133
Poker Face,Zenyatta,Support,1,1,0.0133
Poker Face,Venture,DPS,1,1,0.0093
Poker Face,Reaper,DPS,1,1,0.0093
Quasar Esports,D.Va,Tank,11,11,0.4231
Quasar Esports,Kiriko,Support,19,17,0.3208
Quasar Esports,Winston,Tank,6,6,0.2308
Quasar Esports,Tracer,DPS,18,17,0.2297
Quasar Esports,Lúcio,Support,11,11,0.2075
Quasar Esports,Sojourn,DPS,13,13,0.1757
Quasar Esports,Ana,Support,8,8,0.1509
Quasar Esports,Symmetra,DPS,10,10,0.1351
Quasar Esports,Cassidy,DPS,10,9,0.1216
Quasar Esports,Emre,DPS,8,8,0.1081
Quasar Esports,Mizuki,Support,6,5,0.0943
Quasar Esports,Zarya,Tank,2,2,0.0769
Quasar Esports,Ramattra,Tank,2,2,0.0769
Quasar Esports,Domina,Tank,2,2,0.0769
Quasar Esports,Juno,Support,4,4,0.0755
Quasar Esports,Jetpack Cat,Support,3,3,0.0566
Quasar Esports,Baptiste,Support,3,3,0.0566
Quasar Esports,Vendetta,DPS,3,3,0.0405
Quasar Esports,Roadhog,Tank,1,1,0.0385
Quasar Esports,Orisa,Tank,1,1,0.0385
Quasar Esports,Mauga,Tank,1,1,0.0385
Quasar Esports,Hanzo,DPS,2,2,0.027
Quasar Esports,Widowmaker,DPS,2,2,0.027
Quasar Esports,Genji,DPS,2,2,0.027
Quasar Esports,Ashe,DPS,2,2,0.027
Quasar Esports,Mei,DPS,2,2,0.027
Quasar Esports,Bastion,DPS,2,2,0.027
Quasar Esports,Illari,Support,1,1,0.0189
Quasar Esports,Wuyang,Support,1,1,0.0189
Quasar Esports,Soldier: 76,DPS,1,1,0.0135
Quasar Esports,Reaper,DPS,1,1,0.0135
Rankers,D.Va,Tank,12,12,0.4286
Rankers,Zarya,Tank,11,11,0.3929
Rankers,Kiriko,Support,17,16,0.2759
Rankers,Reaper,DPS,14,14,0.2295
Rankers,Illari,Support,13,13,0.2241
Rankers,Ana,Support,10,10,0.1724
Rankers,Tracer,DPS,10,10,0.1639
Rankers,Symmetra,DPS,10,9,0.1475
Rankers,Mauga,Tank,4,4,0.1429
Rankers,Brigitte,Support,7,7,0.1207
Rankers,Echo,DPS,7,7,0.1148
Rankers,Sojourn,DPS,6,6,0.0984
Rankers,Emre,DPS,5,5,0.082
Rankers,Cassidy,DPS,5,5,0.082
Rankers,Wuyang,Support,3,3,0.0517
Rankers,Mizuki,Support,3,3,0.0517
Rankers,Baptiste,Support,4,3,0.0517
Rankers,Winston,Tank,1,1,0.0357
Rankers,Lúcio,Support,2,2,0.0345
Rankers,Pharah,DPS,2,2,0.0328
Rankers,Juno,Support,1,1,0.0172
Rankers,Ashe,DPS,1,1,0.0164
Rankers,Torbjörn,DPS,1,1,0.0164
Rankers,Hanzo,DPS,1,1,0.0164
RØDE ONSIDE GAMING,Kiriko,Support,37,37,0.3217
RØDE ONSIDE GAMING,D.Va,Tank,22,22,0.3188
RØDE ONSIDE GAMING,Lúcio,Support,31,31,0.2696
RØDE ONSIDE GAMING,Zarya,Tank,18,18,0.2609
RØDE ONSIDE GAMING,Emre,DPS,31,31,0.1824
RØDE ONSIDE GAMING,Symmetra,DPS,27,27,0.1588
RØDE ONSIDE GAMING,Tracer,DPS,27,26,0.1529
RØDE ONSIDE GAMING,Hazard,Tank,10,10,0.1449
RØDE ONSIDE GAMING,Sojourn,DPS,19,19,0.1118
RØDE ONSIDE GAMING,Brigitte,Support,12,12,0.1043
RØDE ONSIDE GAMING,Vendetta,DPS,16,16,0.0941
RØDE ONSIDE GAMING,Ana,Support,9,9,0.0783
RØDE ONSIDE GAMING,Pharah,DPS,12,12,0.0706
RØDE ONSIDE GAMING,Juno,Support,8,8,0.0696
RØDE ONSIDE GAMING,Wuyang,Support,7,7,0.0609
RØDE ONSIDE GAMING,Doomfist,Tank,4,4,0.058
RØDE ONSIDE GAMING,Winston,Tank,4,4,0.058
RØDE ONSIDE GAMING,Mauga,Tank,4,4,0.058
RØDE ONSIDE GAMING,Jetpack Cat,Support,6,6,0.0522
RØDE ONSIDE GAMING,Ramattra,Tank,3,3,0.0435
RØDE ONSIDE GAMING,Genji,DPS,7,7,0.0412
RØDE ONSIDE GAMING,Widowmaker,DPS,7,7,0.0412
RØDE ONSIDE GAMING,Bastion,DPS,6,6,0.0353
RØDE ONSIDE GAMING,Mei,DPS,5,5,0.0294
RØDE ONSIDE GAMING,Orisa,Tank,2,2,0.029
RØDE ONSIDE GAMING,Cassidy,DPS,3,3,0.0176
RØDE ONSIDE GAMING,Mercy,Support,2,2,0.0174
RØDE ONSIDE GAMING,Baptiste,Support,2,2,0.0174
RØDE ONSIDE GAMING,Wrecking Ball,Tank,1,1,0.0145
RØDE ONSIDE GAMING,Reinhardt,Tank,1,1,0.0145
RØDE ONSIDE GAMING,Venture,DPS,2,2,0.0118
RØDE ONSIDE GAMING,Torbjörn,DPS,2,2,0.0118
RØDE ONSIDE GAMING,Sierra,DPS,2,2,0.0118
RØDE ONSIDE GAMING,Reaper,DPS,2,2,0.0118
RØDE ONSIDE GAMING,Sombra,DPS,2,2,0.0118
RØDE ONSIDE GAMING,Mizuki,Support,1,1,0.0087
RØDE ONSIDE GAMING,Anran,DPS,1,1,0.0059
SV,Kiriko,Support,29,28,0.3218
SV,D.Va,Tank,18,18,0.3214
SV,Zarya,Tank,17,17,0.3036
SV,Lúcio,Support,23,23,0.2644
SV,Emre,DPS,24,24,0.2105
SV,Vendetta,DPS,19,19,0.1667
SV,Symmetra,DPS,17,17,0.1491
SV,Tracer,DPS,16,16,0.1404
SV,Orisa,Tank,6,6,0.1071
SV,Sojourn,DPS,12,12,0.1053
SV,Wuyang,Support,9,9,0.1034
SV,Juno,Support,8,8,0.092
SV,Junker Queen,Tank,5,5,0.0893
SV,Illari,Support,6,6,0.069
SV,Widowmaker,DPS,9,7,0.0614
SV,Baptiste,Support,5,4,0.046
SV,Ana,Support,4,4,0.046
SV,Sigma,Tank,2,2,0.0357
SV,Ramattra,Tank,2,2,0.0357
SV,Mauga,Tank,2,2,0.0357
SV,Roadhog,Tank,2,2,0.0357
SV,Pharah,DPS,4,4,0.0351
SV,Hanzo,DPS,3,3,0.0263
SV,Mei,DPS,4,3,0.0263
SV,Bastion,DPS,3,3,0.0263
SV,Brigitte,Support,2,2,0.023
SV,Jetpack Cat,Support,2,2,0.023
SV,Reinhardt,Tank,1,1,0.0179
SV,Hazard,Tank,1,1,0.0179
SV,Cassidy,DPS,2,2,0.0175
SV,Mercy,Support,1,1,0.0115
SV,Freja,DPS,1,1,0.0088
SV,Reaper,DPS,1,1,0.0088
SV,Genji,DPS,1,1,0.0088
SV,Sierra,DPS,1,1,0.0088
Spacestation Gaming,D.Va,Tank,26,26,0.3824
Spacestation Gaming,Lúcio,Support,31,30,0.283
Spacestation Gaming,Kiriko,Support,30,29,0.2736
Spacestation Gaming,Zarya,Tank,17,17,0.25
Spacestation Gaming,Emre,DPS,28,28,0.2121
Spacestation Gaming,Tracer,DPS,27,27,0.2045
Spacestation Gaming,Symmetra,DPS,22,22,0.1667
Spacestation Gaming,Juno,Support,19,17,0.1604
Spacestation Gaming,Brigitte,Support,10,10,0.0943
Spacestation Gaming,Orisa,Tank,6,6,0.0882
Spacestation Gaming,Cassidy,DPS,11,11,0.0833
Spacestation Gaming,Sojourn,DPS,11,11,0.0833
Spacestation Gaming,Widowmaker,DPS,10,10,0.0758
Spacestation Gaming,Ramattra,Tank,5,5,0.0735
Spacestation Gaming,Vendetta,DPS,9,9,0.0682
Spacestation Gaming,Hazard,Tank,4,4,0.0588
Spacestation Gaming,Mauga,Tank,4,4,0.0588
Spacestation Gaming,Doomfist,Tank,4,4,0.0588
Spacestation Gaming,Wuyang,Support,6,6,0.0566
Spacestation Gaming,Jetpack Cat,Support,5,5,0.0472
Spacestation Gaming,Baptiste,Support,4,4,0.0377
Spacestation Gaming,Ana,Support,4,4,0.0377
Spacestation Gaming,Pharah,DPS,4,4,0.0303
Spacestation Gaming,Echo,DPS,4,4,0.0303
Spacestation Gaming,Sigma,Tank,2,2,0.0294
Spacestation Gaming,Genji,DPS,3,3,0.0227
Spacestation Gaming,Hanzo,DPS,2,2,0.0152
Spacestation Gaming,Zenyatta,Support,1,1,0.0094
Spacestation Gaming,Venture,DPS,1,1,0.0076
T1,Kiriko,Support,29,29,0.2685
T1,Lúcio,Support,29,29,0.2685
T1,D.Va,Tank,14,14,0.1918
T1,Zarya,Tank,14,14,0.1918
T1,Vendetta,DPS,21,21,0.1736
T1,Emre,DPS,20,20,0.1653
T1,Symmetra,DPS,20,20,0.1653
T1,Sojourn,DPS,18,18,0.1488
T1,Tracer,DPS,18,17,0.1405
T1,Wrecking Ball,Tank,9,9,0.1233
T1,Juno,Support,13,13,0.1204
T1,Domina,Tank,7,7,0.0959
T1,Ana,Support,9,9,0.0833
T1,Wuyang,Support,8,8,0.0741
T1,Sigma,Tank,5,5,0.0685
T1,Orisa,Tank,5,5,0.0685
T1,Mauga,Tank,5,5,0.0685
T1,Jetpack Cat,Support,7,6,0.0556
T1,Hazard,Tank,4,4,0.0548
T1,Echo,DPS,5,5,0.0413
T1,Baptiste,Support,4,4,0.037
T1,Brigitte,Support,4,4,0.037
T1,Widowmaker,DPS,4,4,0.0331
T1,Doomfist,Tank,2,2,0.0274
T1,Ramattra,Tank,2,2,0.0274
T1,Roadhog,Tank,2,2,0.0274
T1,Junker Queen,Tank,2,2,0.0274
T1,Genji,DPS,3,3,0.0248
T1,Pharah,DPS,3,3,0.0248
T1,Venture,DPS,3,3,0.0248
T1,Mizuki,Support,2,2,0.0185
T1,Anran,DPS,2,2,0.0165
T1,Sombra,DPS,2,2,0.0165
T1,Bastion,DPS,2,2,0.0165
T1,Reinhardt,Tank,1,1,0.0137
T1,Winston,Tank,1,1,0.0137
T1,Mercy,Support,1,1,0.0093
T1,Moira,Support,1,1,0.0093
T1,Illari,Support,1,1,0.0093
T1,Lifeweaver,Support,1,1,0.0093
T1,Reaper,DPS,1,1,0.0083
TOKYO TAIYOs,Kiriko,Support,25,23,0.2556
TOKYO TAIYOs,D.Va,Tank,12,12,0.24
TOKYO TAIYOs,Sigma,Tank,12,12,0.24
TOKYO TAIYOs,Lúcio,Support,20,20,0.2222
TOKYO TAIYOs,Ramattra,Tank,10,10,0.2
TOKYO TAIYOs,Cassidy,DPS,19,19,0.1776
TOKYO TAIYOs,Symmetra,DPS,19,19,0.1776
TOKYO TAIYOs,Tracer,DPS,17,17,0.1589
TOKYO TAIYOs,Baptiste,Support,11,11,0.1222
TOKYO TAIYOs,Mei,DPS,12,12,0.1121
TOKYO TAIYOs,Bastion,DPS,10,10,0.0935
TOKYO TAIYOs,Widowmaker,DPS,9,9,0.0841
TOKYO TAIYOs,Roadhog,Tank,4,4,0.08
TOKYO TAIYOs,Mauga,Tank,4,4,0.08
TOKYO TAIYOs,Wuyang,Support,6,6,0.0667
TOKYO TAIYOs,Juno,Support,6,6,0.0667
TOKYO TAIYOs,Emre,DPS,7,7,0.0654
TOKYO TAIYOs,Lifeweaver,Support,5,5,0.0556
TOKYO TAIYOs,Illari,Support,4,4,0.0444
TOKYO TAIYOs,Brigitte,Support,4,4,0.0444
TOKYO TAIYOs,Zarya,Tank,2,2,0.04
TOKYO TAIYOs,Doomfist,Tank,2,2,0.04
TOKYO TAIYOs,Hazard,Tank,2,2,0.04
TOKYO TAIYOs,Sojourn,DPS,4,4,0.0374
TOKYO TAIYOs,Jetpack Cat,Support,3,3,0.0333
TOKYO TAIYOs,Ana,Support,3,3,0.0333
TOKYO TAIYOs,Mercy,Support,3,3,0.0333
TOKYO TAIYOs,Vendetta,DPS,3,3,0.028
TOKYO TAIYOs,Winston,Tank,1,1,0.02
TOKYO TAIYOs,Wrecking Ball,Tank,1,1,0.02
TOKYO TAIYOs,Ashe,DPS,3,2,0.0187
TOKYO TAIYOs,Soldier: 76,DPS,2,2,0.0187
TOKYO TAIYOs,Mizuki,Support,1,1,0.0111
TOKYO TAIYOs,Zenyatta,Support,1,1,0.0111
TOKYO TAIYOs,Hanzo,DPS,1,1,0.0093
TOKYO TAIYOs,Pharah,DPS,1,1,0.0093
TOKYO TAIYOs,Genji,DPS,1,1,0.0093
Team Falcons,D.Va,Tank,27,27,0.3857
Team Falcons,Kiriko,Support,44,44,0.2785
Team Falcons,Zarya,Tank,16,16,0.2286
Team Falcons,Lúcio,Support,36,35,0.2215
Team Falcons,Juno,Support,34,33,0.2089
Team Falcons,Symmetra,DPS,33,32,0.1882
Team Falcons,Emre,DPS,22,22,0.1294
Team Falcons,Domina,Tank,9,9,0.1286
Team Falcons,Sojourn,DPS,20,20,0.1176
Team Falcons,Jetpack Cat,Support,18,18,0.1139
Team Falcons,Vendetta,DPS,18,18,0.1059
Team Falcons,Tracer,DPS,18,18,0.1059
Team Falcons,Cassidy,DPS,15,15,0.0882
Team Falcons,Ramattra,Tank,6,6,0.0857
Team Falcons,Brigitte,Support,11,10,0.0633
Team Falcons,Bastion,DPS,8,8,0.0471
Team Falcons,Mauga,Tank,3,3,0.0429
Team Falcons,Widowmaker,DPS,7,7,0.0412
Team Falcons,Pharah,DPS,6,6,0.0353
Team Falcons,Ana,Support,5,5,0.0316
Team Falcons,Hanzo,DPS,5,5,0.0294
Team Falcons,Winston,Tank,2,2,0.0286
Team Falcons,Sigma,Tank,2,2,0.0286
Team Falcons,Orisa,Tank,2,2,0.0286
Team Falcons,Baptiste,Support,4,4,0.0253
Team Falcons,Mei,DPS,4,4,0.0235
Team Falcons,Genji,DPS,4,4,0.0235
Team Falcons,Mizuki,Support,3,3,0.019
Team Falcons,Anran,DPS,3,3,0.0176
Team Falcons,Torbjörn,DPS,3,3,0.0176
Team Falcons,Wrecking Ball,Tank,1,1,0.0143
Team Falcons,Reinhardt,Tank,1,1,0.0143
Team Falcons,Doomfist,Tank,1,1,0.0143
Team Falcons,Wuyang,Support,2,2,0.0127
Team Falcons,Lifeweaver,Support,2,2,0.0127
Team Falcons,Reaper,DPS,2,2,0.0118
Team Falcons,Echo,DPS,2,2,0.0118
Team Falcons,Illari,Support,1,1,0.0063
Team Falcons,Moira,Support,1,1,0.0063
Team Falcons,Venture,DPS,1,1,0.0059
Team Liquid,Kiriko,Support,33,30,0.283
Team Liquid,Lúcio,Support,21,21,0.1981
Team Liquid,Tracer,DPS,29,26,0.1857
Team Liquid,D.Va,Tank,12,12,0.1791
Team Liquid,Orisa,Tank,12,12,0.1791
Team Liquid,Emre,DPS,25,25,0.1786
Team Liquid,Juno,Support,17,16,0.1509
Team Liquid,Wrecking Ball,Tank,10,10,0.1493
Team Liquid,Brigitte,Support,15,15,0.1415
Team Liquid,Vendetta,DPS,18,18,0.1286
Team Liquid,Mauga,Tank,8,8,0.1194
Team Liquid,Domina,Tank,7,7,0.1045
Team Liquid,Symmetra,DPS,16,14,0.1
Team Liquid,Sojourn,DPS,13,13,0.0929
Team Liquid,Zarya,Tank,6,6,0.0896
Team Liquid,Widowmaker,DPS,12,12,0.0857
Team Liquid,Jetpack Cat,Support,8,8,0.0755
Team Liquid,Winston,Tank,5,5,0.0746
Team Liquid,Sigma,Tank,4,4,0.0597
Team Liquid,Genji,DPS,7,7,0.05
Team Liquid,Pharah,DPS,7,7,0.05
Team Liquid,Cassidy,DPS,7,7,0.05
Team Liquid,Wuyang,Support,5,5,0.0472
Team Liquid,Illari,Support,4,4,0.0377
Team Liquid,Ramattra,Tank,2,2,0.0299
Team Liquid,Ana,Support,3,3,0.0283
Team Liquid,Echo,DPS,3,3,0.0214
Team Liquid,Mizuki,Support,2,2,0.0189
Team Liquid,Reinhardt,Tank,1,1,0.0149
Team Liquid,Anran,DPS,2,2,0.0143
Team Liquid,Sombra,DPS,2,2,0.0143
Team Liquid,Venture,DPS,2,2,0.0143
Team Liquid,Lifeweaver,Support,1,1,0.0094
Team Liquid,Baptiste,Support,1,1,0.0094
Team Liquid,Hanzo,DPS,1,1,0.0071
Team Liquid,Bastion,DPS,1,1,0.0071
Team Peps,Zarya,Tank,14,14,0.25
Team Peps,Lúcio,Support,26,23,0.25
Team Peps,Kiriko,Support,21,21,0.2283
Team Peps,Vendetta,DPS,20,20,0.2083
Team Peps,Tracer,DPS,24,19,0.1979
Team Peps,Emre,DPS,18,18,0.1875
Team Peps,D.Va,Tank,10,10,0.1786
Team Peps,Sojourn,DPS,15,15,0.1562
Team Peps,Hazard,Tank,8,8,0.1429
Team Peps,Juno,Support,15,13,0.1413
Team Peps,Mauga,Tank,7,7,0.125
Team Peps,Domina,Tank,6,6,0.1071
Team Peps,Wrecking Ball,Tank,6,6,0.1071
Team Peps,Brigitte,Support,8,8,0.087
Team Peps,Jetpack Cat,Support,7,7,0.0761
Team Peps,Winston,Tank,6,3,0.0536
Team Peps,Widowmaker,DPS,5,5,0.0521
Team Peps,Baptiste,Support,4,4,0.0435
Team Peps,Zenyatta,Support,4,4,0.0435
Team Peps,Ana,Support,7,4,0.0435
Team Peps,Ramattra,Tank,2,2,0.0357
Team Peps,Wuyang,Support,4,3,0.0326
Team Peps,Mizuki,Support,3,3,0.0326
Team Peps,Freja,DPS,3,3,0.0312
Team Peps,Hanzo,DPS,3,3,0.0312
Team Peps,Symmetra,DPS,3,3,0.0312
Team Peps,Pharah,DPS,3,3,0.0312
Team Peps,Genji,DPS,6,3,0.0312
Team Peps,Anran,DPS,2,2,0.0208
Team Peps,Mercy,Support,1,1,0.0109
Team Peps,Lifeweaver,Support,1,1,0.0109
Team Peps,Ashe,DPS,1,1,0.0104
Team Peps,Soldier: 76,DPS,1,1,0.0104
Team Secret,Wrecking Ball,Tank,11,11,0.5789
Team Secret,Tracer,DPS,13,13,0.2453
Team Secret,Emre,DPS,10,10,0.1887
Team Secret,Symmetra,DPS,10,10,0.1887
Team Secret,D.Va,Tank,3,3,0.1579
Team Secret,Kiriko,Support,7,7,0.1321
Team Secret,Juno,Support,7,7,0.1321
Team Secret,Illari,Support,7,7,0.1321
Team Secret,Brigitte,Support,6,6,0.1132
Team Secret,Lúcio,Support,7,6,0.1132
Team Secret,Hazard,Tank,2,2,0.1053
Team Secret,Mizuki,Support,6,5,0.0943
Team Secret,Baptiste,Support,5,5,0.0943
Team Secret,Sojourn,DPS,4,4,0.0755
Team Secret,Ana,Support,4,4,0.0755
Team Secret,Vendetta,DPS,4,4,0.0755
Team Secret,Widowmaker,DPS,3,3,0.0566
Team Secret,Ramattra,Tank,1,1,0.0526
Team Secret,Doomfist,Tank,1,1,0.0526
Team Secret,Winston,Tank,1,1,0.0526
Team Secret,Cassidy,DPS,2,2,0.0377
Team Secret,Genji,DPS,2,2,0.0377
Team Secret,Echo,DPS,2,2,0.0377
Team Secret,Jetpack Cat,Support,2,2,0.0377
Team Secret,Zenyatta,Support,2,2,0.0377
Team Secret,Reaper,DPS,1,1,0.0189
Team Secret,Moira,Support,1,1,0.0189
Team Secret,Mercy,Support,1,1,0.0189
Team Secret,Sierra,DPS,1,1,0.0189
Team Secret,Hanzo,DPS,1,1,0.0189
Telomere,Winston,Tank,9,9,0.2195
Telomere,Kiriko,Support,18,15,0.2083
Telomere,D.Va,Tank,8,8,0.1951
Telomere,Ramattra,Tank,8,8,0.1951
Telomere,Brigitte,Support,14,14,0.1944
Telomere,Tracer,DPS,16,16,0.1882
Telomere,Lúcio,Support,13,13,0.1806
Telomere,Sojourn,DPS,13,13,0.1529
Telomere,Juno,Support,11,11,0.1528
Telomere,Symmetra,DPS,12,12,0.1412
Telomere,Vendetta,DPS,11,11,0.1294
Telomere,Emre,DPS,11,11,0.1294
Telomere,Cassidy,DPS,9,9,0.1059
Telomere,Zarya,Tank,4,4,0.0976
Telomere,Ana,Support,6,6,0.0833
Telomere,Reinhardt,Tank,3,3,0.0732
Telomere,Baptiste,Support,5,5,0.0694
Telomere,Moira,Support,4,4,0.0556
Telomere,Hazard,Tank,2,2,0.0488
Telomere,Mauga,Tank,2,2,0.0488
Telomere,Mei,DPS,4,4,0.0471
Telomere,Genji,DPS,3,3,0.0353
Telomere,Wuyang,Support,3,2,0.0278
Telomere,Sigma,Tank,1,1,0.0244
Telomere,Doomfist,Tank,1,1,0.0244
Telomere,Wrecking Ball,Tank,1,1,0.0244
Telomere,Orisa,Tank,1,1,0.0244
Telomere,Junker Queen,Tank,1,1,0.0244
Telomere,Ashe,DPS,2,2,0.0235
Telomere,Echo,DPS,2,2,0.0235
Telomere,Widowmaker,DPS,2,2,0.0235
Telomere,Mizuki,Support,1,1,0.0139
Telomere,Illari,Support,1,1,0.0139
The Gatos Guapos,D.Va,Tank,12,12,0.4444
The Gatos Guapos,Kiriko,Support,12,12,0.2667
The Gatos Guapos,Lúcio,Support,11,10,0.2222
The Gatos Guapos,Emre,DPS,12,12,0.2105
The Gatos Guapos,Tracer,DPS,9,9,0.1579
The Gatos Guapos,Hazard,Tank,4,4,0.1481
The Gatos Guapos,Juno,Support,6,6,0.1333
The Gatos Guapos,Vendetta,DPS,7,7,0.1228
The Gatos Guapos,Symmetra,DPS,8,7,0.1228
The Gatos Guapos,Zarya,Tank,3,3,0.1111
