tournament_sheet,map_name,team_name,player_name,position,hero_name,pick_count,total_scope_picks,pick_rate
China - Stage 1,Aatlis,All Gamers,Alphari,DPS,Vendetta,4,7,0.5714
China - Stage 1,Aatlis,All Gamers,Alphari,DPS,Symmetra,1,7,0.1429
China - Stage 1,Aatlis,All Gamers,Alphari,DPS,Tracer,1,7,0.1429
China - Stage 1,Aatlis,All Gamers,Alphari,DPS,Reaper,1,7,0.1429
China - Stage 1,Aatlis,All Gamers,Ezhan,DPS,Emre,4,10,0.4
China - Stage 1,Aatlis,All Gamers,Ezhan,DPS,Sojourn,2,10,0.2
China - Stage 1,Aatlis,All Gamers,Ezhan,DPS,Cassidy,2,10,0.2
China - Stage 1,Aatlis,All Gamers,Ezhan,DPS,Soldier: 76,1,10,0.1
China - Stage 1,Aatlis,All Gamers,Ezhan,DPS,Reaper,1,10,0.1
China - Stage 1,Aatlis,All Gamers,Insane,DPS,Venture,1,2,0.5
China - Stage 1,Aatlis,All Gamers,Insane,DPS,Pharah,1,2,0.5
China - Stage 1,Aatlis,All Gamers,Lengsa,Support,Lúcio,5,7,0.7143
China - Stage 1,Aatlis,All Gamers,Lengsa,Support,Jetpack Cat,1,7,0.1429
China - Stage 1,Aatlis,All Gamers,Lengsa,Support,Brigitte,1,7,0.1429
China - Stage 1,Aatlis,All Gamers,LiGe,Tank,Zarya,6,7,0.8571
China - Stage 1,Aatlis,All Gamers,LiGe,Tank,Mauga,1,7,0.1429
China - Stage 1,Aatlis,All Gamers,Recall,Support,Juno,6,11,0.5455
China - Stage 1,Aatlis,All Gamers,Recall,Support,Kiriko,5,11,0.4545
China - Stage 1,Aatlis,DEG,Limbo,Tank,Hazard,1,2,0.5
China - Stage 1,Aatlis,DEG,Limbo,Tank,Doomfist,1,2,0.5
China - Stage 1,Aatlis,DEG,SINCE,Support,Kiriko,2,2,1.0
China - Stage 1,Aatlis,DEG,Saya,Support,Brigitte,2,2,1.0
China - Stage 1,Aatlis,DEG,Wangming,DPS,Vendetta,2,4,0.5
China - Stage 1,Aatlis,DEG,Wangming,DPS,Symmetra,2,4,0.5
China - Stage 1,Aatlis,DEG,skyshow,DPS,Cassidy,2,4,0.5
China - Stage 1,Aatlis,DEG,skyshow,DPS,Venture,1,4,0.25
China - Stage 1,Aatlis,DEG,skyshow,DPS,Tracer,1,4,0.25
China - Stage 1,Aatlis,Homie E,9TRIBEZ,Tank,Zarya,2,2,1.0
China - Stage 1,Aatlis,Homie E,Lilko,DPS,Vendetta,2,2,1.0
China - Stage 1,Aatlis,Homie E,Remedy,Support,Kiriko,2,4,0.5
China - Stage 1,Aatlis,Homie E,Remedy,Support,Juno,2,4,0.5
China - Stage 1,Aatlis,Homie E,Unkn0w,Support,Lúcio,2,2,1.0
China - Stage 1,Aatlis,Homie E,fari,DPS,Sojourn,2,2,1.0
China - Stage 1,Aatlis,JD Gaming,Belosrea,Tank,Winston,1,5,0.2
China - Stage 1,Aatlis,JD Gaming,Belosrea,Tank,Hazard,1,5,0.2
China - Stage 1,Aatlis,JD Gaming,Belosrea,Tank,Wrecking Ball,1,5,0.2
China - Stage 1,Aatlis,JD Gaming,Belosrea,Tank,Ramattra,1,5,0.2
China - Stage 1,Aatlis,JD Gaming,Belosrea,Tank,Orisa,1,5,0.2
China - Stage 1,Aatlis,JD Gaming,Kaneki,DPS,Tracer,2,4,0.5
China - Stage 1,Aatlis,JD Gaming,Kaneki,DPS,Symmetra,2,4,0.5
China - Stage 1,Aatlis,JD Gaming,MewTwo,Support,Lúcio,3,3,1.0
China - Stage 1,Aatlis,JD Gaming,Mmonk,Support,Kiriko,3,3,1.0
China - Stage 1,Aatlis,JD Gaming,Pineapple,DPS,Sojourn,2,4,0.5
China - Stage 1,Aatlis,JD Gaming,Pineapple,DPS,Emre,1,4,0.25
China - Stage 1,Aatlis,JD Gaming,Pineapple,DPS,Cassidy,1,4,0.25
China - Stage 1,Aatlis,Milk Tea,Diya,Support,Kiriko,3,5,0.6
China - Stage 1,Aatlis,Milk Tea,Diya,Support,Juno,2,5,0.4
China - Stage 1,Aatlis,Milk Tea,Eileen,DPS,Vendetta,2,4,0.5
China - Stage 1,Aatlis,Milk Tea,Eileen,DPS,Sojourn,1,4,0.25
China - Stage 1,Aatlis,Milk Tea,Eileen,DPS,Cassidy,1,4,0.25
China - Stage 1,Aatlis,Milk Tea,Hypnos,Support,Lúcio,2,2,1.0
China - Stage 1,Aatlis,Milk Tea,TCC,Support,Lúcio,1,1,1.0
China - Stage 1,Aatlis,Milk Tea,Taimouren,DPS,Symmetra,3,6,0.5
China - Stage 1,Aatlis,Milk Tea,Taimouren,DPS,Sojourn,2,6,0.3333
China - Stage 1,Aatlis,Milk Tea,Taimouren,DPS,Tracer,1,6,0.1667
China - Stage 1,Aatlis,Milk Tea,feiyang,Tank,Zarya,1,5,0.2
China - Stage 1,Aatlis,Milk Tea,feiyang,Tank,Wrecking Ball,1,5,0.2
China - Stage 1,Aatlis,Milk Tea,feiyang,Tank,D.Va,1,5,0.2
China - Stage 1,Aatlis,Milk Tea,feiyang,Tank,Ramattra,1,5,0.2
China - Stage 1,Aatlis,Milk Tea,feiyang,Tank,Sigma,1,5,0.2
China - Stage 1,Aatlis,Naive Piggy,Coldj,Support,Lúcio,6,9,0.6667
China - Stage 1,Aatlis,Naive Piggy,Coldj,Support,Brigitte,2,9,0.2222
China - Stage 1,Aatlis,Naive Piggy,Coldj,Support,Kiriko,1,9,0.1111
China - Stage 1,Aatlis,Naive Piggy,JAYA,DPS,Vendetta,6,11,0.5455
China - Stage 1,Aatlis,Naive Piggy,JAYA,DPS,Tracer,3,11,0.2727
China - Stage 1,Aatlis,Naive Piggy,JAYA,DPS,Symmetra,2,11,0.1818
China - Stage 1,Aatlis,Naive Piggy,Lateyoung,Tank,Zarya,5,11,0.4545
China - Stage 1,Aatlis,Naive Piggy,Lateyoung,Tank,Orisa,3,11,0.2727
China - Stage 1,Aatlis,Naive Piggy,Lateyoung,Tank,D.Va,2,11,0.1818
China - Stage 1,Aatlis,Naive Piggy,Lateyoung,Tank,Hazard,1,11,0.0909
China - Stage 1,Aatlis,Naive Piggy,sara,Support,Kiriko,6,10,0.6
China - Stage 1,Aatlis,Naive Piggy,sara,Support,Juno,4,10,0.4
China - Stage 1,Aatlis,Naive Piggy,wh4le,DPS,Emre,5,12,0.4167
China - Stage 1,Aatlis,Naive Piggy,wh4le,DPS,Sojourn,3,12,0.25
China - Stage 1,Aatlis,Naive Piggy,wh4le,DPS,Symmetra,3,12,0.25
China - Stage 1,Aatlis,Naive Piggy,wh4le,DPS,Cassidy,1,12,0.0833
China - Stage 1,Aatlis,SV,A1WAYS,Support,Lúcio,5,5,1.0
China - Stage 1,Aatlis,SV,BABAYAGA,DPS,Vendetta,4,8,0.5
China - Stage 1,Aatlis,SV,BABAYAGA,DPS,Pharah,1,8,0.125
China - Stage 1,Aatlis,SV,BABAYAGA,DPS,Genji,1,8,0.125
China - Stage 1,Aatlis,SV,BABAYAGA,DPS,Tracer,1,8,0.125
China - Stage 1,Aatlis,SV,BABAYAGA,DPS,Symmetra,1,8,0.125
China - Stage 1,Aatlis,SV,Littlemoon,DPS,Emre,5,10,0.5
China - Stage 1,Aatlis,SV,Littlemoon,DPS,Symmetra,2,10,0.2
China - Stage 1,Aatlis,SV,Littlemoon,DPS,Sojourn,2,10,0.2
China - Stage 1,Aatlis,SV,Littlemoon,DPS,Bastion,1,10,0.1
China - Stage 1,Aatlis,SV,Noy,Support,Kiriko,5,8,0.625
China - Stage 1,Aatlis,SV,Noy,Support,Juno,3,8,0.375
China - Stage 1,Aatlis,SV,prot3ct,Tank,Zarya,3,6,0.5
China - Stage 1,Aatlis,SV,prot3ct,Tank,Junker Queen,2,6,0.3333
China - Stage 1,Aatlis,SV,prot3ct,Tank,D.Va,1,6,0.1667
China - Stage 1,Aatlis,Weibo Gaming,Leave,DPS,Vendetta,4,5,0.8
China - Stage 1,Aatlis,Weibo Gaming,Leave,DPS,Symmetra,1,5,0.2
China - Stage 1,Aatlis,Weibo Gaming,LeeSooMin,Support,Lúcio,2,5,0.4
China - Stage 1,Aatlis,Weibo Gaming,LeeSooMin,Support,Kiriko,2,5,0.4
China - Stage 1,Aatlis,Weibo Gaming,LeeSooMin,Support,Brigitte,1,5,0.2
China - Stage 1,Aatlis,Weibo Gaming,MAKA,Support,Juno,3,5,0.6
China - Stage 1,Aatlis,Weibo Gaming,MAKA,Support,Kiriko,2,5,0.4
China - Stage 1,Aatlis,Weibo Gaming,SUNZO,Tank,Zarya,2,2,1.0
China - Stage 1,Aatlis,Weibo Gaming,Shy,DPS,Sojourn,2,3,0.6667
China - Stage 1,Aatlis,Weibo Gaming,Shy,DPS,Symmetra,1,3,0.3333
China - Stage 1,Aatlis,Weibo Gaming,guxue,Tank,Mauga,1,2,0.5
China - Stage 1,Aatlis,Weibo Gaming,guxue,Tank,Zarya,1,2,0.5
China - Stage 1,Aatlis,Weibo Gaming,shy,DPS,Emre,2,2,1.0
China - Stage 1,Blizzard World,All Gamers,Alphari,DPS,Tracer,1,3,0.3333
China - Stage 1,Blizzard World,All Gamers,Alphari,DPS,Vendetta,1,3,0.3333
China - Stage 1,Blizzard World,All Gamers,Alphari,DPS,Symmetra,1,3,0.3333
China - Stage 1,Blizzard World,All Gamers,Ezhan,DPS,Emre,2,5,0.4
China - Stage 1,Blizzard World,All Gamers,Ezhan,DPS,Widowmaker,2,5,0.4
China - Stage 1,Blizzard World,All Gamers,Ezhan,DPS,Mei,1,5,0.2
China - Stage 1,Blizzard World,All Gamers,Insane,DPS,Tracer,1,2,0.5
China - Stage 1,Blizzard World,All Gamers,Insane,DPS,Symmetra,1,2,0.5
China - Stage 1,Blizzard World,All Gamers,Lengsa,Support,Brigitte,1,3,0.3333
China - Stage 1,Blizzard World,All Gamers,Lengsa,Support,Juno,1,3,0.3333
China - Stage 1,Blizzard World,All Gamers,Lengsa,Support,Illari,1,3,0.3333
China - Stage 1,Blizzard World,All Gamers,LiGe,Tank,D.Va,1,1,1.0
China - Stage 1,Blizzard World,All Gamers,Mag,Tank,Wrecking Ball,1,3,0.3333
China - Stage 1,Blizzard World,All Gamers,Mag,Tank,Doomfist,1,3,0.3333
China - Stage 1,Blizzard World,All Gamers,Mag,Tank,Ramattra,1,3,0.3333
China - Stage 1,Blizzard World,All Gamers,Recall,Support,Ana,2,3,0.6667
China - Stage 1,Blizzard World,All Gamers,Recall,Support,Juno,1,3,0.3333
China - Stage 1,Blizzard World,JD Gaming,Belosrea,Tank,Winston,3,8,0.375
China - Stage 1,Blizzard World,JD Gaming,Belosrea,Tank,Orisa,2,8,0.25
China - Stage 1,Blizzard World,JD Gaming,Belosrea,Tank,Wrecking Ball,1,8,0.125
China - Stage 1,Blizzard World,JD Gaming,Belosrea,Tank,Ramattra,1,8,0.125
China - Stage 1,Blizzard World,JD Gaming,Belosrea,Tank,Doomfist,1,8,0.125
China - Stage 1,Blizzard World,JD Gaming,Kaneki,DPS,Tracer,3,6,0.5
China - Stage 1,Blizzard World,JD Gaming,Kaneki,DPS,Symmetra,2,6,0.3333
China - Stage 1,Blizzard World,JD Gaming,Kaneki,DPS,Echo,1,6,0.1667
China - Stage 1,Blizzard World,JD Gaming,MewTwo,Support,Wuyang,3,8,0.375
China - Stage 1,Blizzard World,JD Gaming,MewTwo,Support,Lúcio,2,8,0.25
China - Stage 1,Blizzard World,JD Gaming,MewTwo,Support,Brigitte,2,8,0.25
China - Stage 1,Blizzard World,JD Gaming,MewTwo,Support,Mercy,1,8,0.125
China - Stage 1,Blizzard World,JD Gaming,Mmonk,Support,Ana,2,3,0.6667
China - Stage 1,Blizzard World,JD Gaming,Mmonk,Support,Kiriko,1,3,0.3333
China - Stage 1,Blizzard World,JD Gaming,Pineapple,DPS,Emre,3,8,0.375
China - Stage 1,Blizzard World,JD Gaming,Pineapple,DPS,Sojourn,2,8,0.25
China - Stage 1,Blizzard World,JD Gaming,Pineapple,DPS,Hanzo,1,8,0.125
China - Stage 1,Blizzard World,JD Gaming,Pineapple,DPS,Widowmaker,1,8,0.125
China - Stage 1,Blizzard World,JD Gaming,Pineapple,DPS,Reaper,1,8,0.125
China - Stage 1,Blizzard World,Naive Piggy,Coldj,Support,Illari,2,4,0.5
China - Stage 1,Blizzard World,Naive Piggy,Coldj,Support,Brigitte,1,4,0.25
China - Stage 1,Blizzard World,Naive Piggy,Coldj,Support,Lúcio,1,4,0.25
China - Stage 1,Blizzard World,Naive Piggy,JAYA,DPS,Symmetra,1,4,0.25
China - Stage 1,Blizzard World,Naive Piggy,JAYA,DPS,Tracer,1,4,0.25
China - Stage 1,Blizzard World,Naive Piggy,JAYA,DPS,Vendetta,1,4,0.25
China - Stage 1,Blizzard World,Naive Piggy,JAYA,DPS,Reaper,1,4,0.25
China - Stage 1,Blizzard World,Naive Piggy,Lateyoung,Tank,D.Va,2,4,0.5
China - Stage 1,Blizzard World,Naive Piggy,Lateyoung,Tank,Winston,1,4,0.25
China - Stage 1,Blizzard World,Naive Piggy,Lateyoung,Tank,Orisa,1,4,0.25
China - Stage 1,Blizzard World,Naive Piggy,sara,Support,Ana,1,3,0.3333
China - Stage 1,Blizzard World,Naive Piggy,sara,Support,Juno,1,3,0.3333
China - Stage 1,Blizzard World,Naive Piggy,sara,Support,Baptiste,1,3,0.3333
China - Stage 1,Blizzard World,Naive Piggy,wh4le,DPS,Cassidy,2,4,0.5
China - Stage 1,Blizzard World,Naive Piggy,wh4le,DPS,Sojourn,1,4,0.25
China - Stage 1,Blizzard World,Naive Piggy,wh4le,DPS,Emre,1,4,0.25
China - Stage 1,Blizzard World,SV,A1WAYS,Support,Wuyang,1,4,0.25
China - Stage 1,Blizzard World,SV,A1WAYS,Support,Kiriko,1,4,0.25
China - Stage 1,Blizzard World,SV,A1WAYS,Support,Lúcio,1,4,0.25
China - Stage 1,Blizzard World,SV,A1WAYS,Support,Baptiste,1,4,0.25
China - Stage 1,Blizzard World,SV,BABAYAGA,DPS,Tracer,2,3,0.6667
China - Stage 1,Blizzard World,SV,BABAYAGA,DPS,Vendetta,1,3,0.3333
China - Stage 1,Blizzard World,SV,Littlemoon,DPS,Sojourn,1,3,0.3333
China - Stage 1,Blizzard World,SV,Littlemoon,DPS,Emre,1,3,0.3333
China - Stage 1,Blizzard World,SV,Littlemoon,DPS,Widowmaker,1,3,0.3333
China - Stage 1,Blizzard World,SV,Noy,Support,Kiriko,2,4,0.5
China - Stage 1,Blizzard World,SV,Noy,Support,Illari,2,4,0.5
China - Stage 1,Blizzard World,SV,prot3ct,Tank,Orisa,2,4,0.5
China - Stage 1,Blizzard World,SV,prot3ct,Tank,Junker Queen,1,4,0.25
China - Stage 1,Blizzard World,SV,prot3ct,Tank,Roadhog,1,4,0.25
China - Stage 1,Blizzard World,Weibo Gaming,Leave,DPS,Tracer,3,8,0.375
China - Stage 1,Blizzard World,Weibo Gaming,Leave,DPS,Symmetra,2,8,0.25
China - Stage 1,Blizzard World,Weibo Gaming,Leave,DPS,Vendetta,1,8,0.125
China - Stage 1,Blizzard World,Weibo Gaming,Leave,DPS,Pharah,1,8,0.125
China - Stage 1,Blizzard World,Weibo Gaming,Leave,DPS,Widowmaker,1,8,0.125
China - Stage 1,Blizzard World,Weibo Gaming,LeeSooMin,Support,Brigitte,2,8,0.25
China - Stage 1,Blizzard World,Weibo Gaming,LeeSooMin,Support,Kiriko,2,8,0.25
China - Stage 1,Blizzard World,Weibo Gaming,LeeSooMin,Support,Jetpack Cat,2,8,0.25
China - Stage 1,Blizzard World,Weibo Gaming,LeeSooMin,Support,Lúcio,2,8,0.25
China - Stage 1,Blizzard World,Weibo Gaming,MAKA,Support,Baptiste,2,8,0.25
China - Stage 1,Blizzard World,Weibo Gaming,MAKA,Support,Ana,2,8,0.25
China - Stage 1,Blizzard World,Weibo Gaming,MAKA,Support,Juno,1,8,0.125
China - Stage 1,Blizzard World,Weibo Gaming,MAKA,Support,Mercy,1,8,0.125
China - Stage 1,Blizzard World,Weibo Gaming,MAKA,Support,Lúcio,1,8,0.125
China - Stage 1,Blizzard World,Weibo Gaming,MAKA,Support,Kiriko,1,8,0.125
China - Stage 1,Blizzard World,Weibo Gaming,SUNZO,Tank,Mauga,1,3,0.3333
China - Stage 1,Blizzard World,Weibo Gaming,SUNZO,Tank,Orisa,1,3,0.3333
China - Stage 1,Blizzard World,Weibo Gaming,SUNZO,Tank,Zarya,1,3,0.3333
China - Stage 1,Blizzard World,Weibo Gaming,Shy,DPS,Emre,2,5,0.4
China - Stage 1,Blizzard World,Weibo Gaming,Shy,DPS,Widowmaker,2,5,0.4
China - Stage 1,Blizzard World,Weibo Gaming,Shy,DPS,Sojourn,1,5,0.2
China - Stage 1,Blizzard World,Weibo Gaming,guxue,Tank,Winston,2,4,0.5
China - Stage 1,Blizzard World,Weibo Gaming,guxue,Tank,Doomfist,1,4,0.25
China - Stage 1,Blizzard World,Weibo Gaming,guxue,Tank,Mauga,1,4,0.25
China - Stage 1,Blizzard World,Weibo Gaming,shy,DPS,Sojourn,1,3,0.3333
China - Stage 1,Blizzard World,Weibo Gaming,shy,DPS,Emre,1,3,0.3333
China - Stage 1,Blizzard World,Weibo Gaming,shy,DPS,Cassidy,1,3,0.3333
China - Stage 1,Busan,All Gamers,Alphari,DPS,Tracer,5,12,0.4167
China - Stage 1,Busan,All Gamers,Alphari,DPS,Symmetra,5,12,0.4167
China - Stage 1,Busan,All Gamers,Alphari,DPS,Vendetta,2,12,0.1667
China - Stage 1,Busan,All Gamers,Ezhan,DPS,Emre,4,9,0.4444
China - Stage 1,Busan,All Gamers,Ezhan,DPS,Soldier: 76,3,9,0.3333
China - Stage 1,Busan,All Gamers,Ezhan,DPS,Bastion,2,9,0.2222
China - Stage 1,Busan,All Gamers,Lengsa,Support,Jetpack Cat,4,7,0.5714
China - Stage 1,Busan,All Gamers,Lengsa,Support,Lúcio,3,7,0.4286
China - Stage 1,Busan,All Gamers,LiGe,Tank,D.Va,3,8,0.375
China - Stage 1,Busan,All Gamers,LiGe,Tank,Mauga,2,8,0.25
China - Stage 1,Busan,All Gamers,LiGe,Tank,Orisa,1,8,0.125
China - Stage 1,Busan,All Gamers,LiGe,Tank,Wrecking Ball,1,8,0.125
China - Stage 1,Busan,All Gamers,LiGe,Tank,Hazard,1,8,0.125
China - Stage 1,Busan,All Gamers,Recall,Support,Kiriko,6,10,0.6
China - Stage 1,Busan,All Gamers,Recall,Support,Juno,4,10,0.4
China - Stage 1,Busan,DEG,Limbo,Tank,Doomfist,1,1,1.0
China - Stage 1,Busan,DEG,SINCE,Support,Kiriko,1,1,1.0
China - Stage 1,Busan,DEG,Saya,Support,Brigitte,1,1,1.0
China - Stage 1,Busan,DEG,Wangming,DPS,Vendetta,1,2,0.5
China - Stage 1,Busan,DEG,Wangming,DPS,Symmetra,1,2,0.5
China - Stage 1,Busan,DEG,skyshow,DPS,Tracer,1,2,0.5
China - Stage 1,Busan,DEG,skyshow,DPS,Symmetra,1,2,0.5
China - Stage 1,Busan,Homie E,9TRIBEZ,Tank,Zarya,1,1,1.0
China - Stage 1,Busan,Homie E,Lilko,DPS,Vendetta,1,2,0.5
China - Stage 1,Busan,Homie E,Lilko,DPS,Tracer,1,2,0.5
China - Stage 1,Busan,Homie E,Remedy,Support,Kiriko,1,2,0.5
China - Stage 1,Busan,Homie E,Remedy,Support,Juno,1,2,0.5
China - Stage 1,Busan,Homie E,Unkn0w,Support,Wuyang,1,1,1.0
China - Stage 1,Busan,Homie E,fari,DPS,Sojourn,1,2,0.5
China - Stage 1,Busan,Homie E,fari,DPS,Symmetra,1,2,0.5
China - Stage 1,Busan,JD Gaming,Belosrea,Tank,Wrecking Ball,2,4,0.5
China - Stage 1,Busan,JD Gaming,Belosrea,Tank,Ramattra,2,4,0.5
China - Stage 1,Busan,JD Gaming,Kaneki,DPS,Tracer,2,5,0.4
China - Stage 1,Busan,JD Gaming,Kaneki,DPS,Symmetra,2,5,0.4
China - Stage 1,Busan,JD Gaming,Kaneki,DPS,Reaper,1,5,0.2
China - Stage 1,Busan,JD Gaming,MewTwo,Support,Jetpack Cat,2,3,0.6667
China - Stage 1,Busan,JD Gaming,MewTwo,Support,Lúcio,1,3,0.3333
China - Stage 1,Busan,JD Gaming,Mmonk,Support,Kiriko,2,3,0.6667
China - Stage 1,Busan,JD Gaming,Mmonk,Support,Ana,1,3,0.3333
China - Stage 1,Busan,JD Gaming,Pineapple,DPS,Bastion,2,4,0.5
China - Stage 1,Busan,JD Gaming,Pineapple,DPS,Freja,1,4,0.25
China - Stage 1,Busan,JD Gaming,Pineapple,DPS,Genji,1,4,0.25
China - Stage 1,Busan,Milk Tea,Diya,Support,Kiriko,3,6,0.5
China - Stage 1,Busan,Milk Tea,Diya,Support,Juno,3,6,0.5
China - Stage 1,Busan,Milk Tea,Eileen,DPS,Vendetta,1,5,0.2
China - Stage 1,Busan,Milk Tea,Eileen,DPS,Mei,1,5,0.2
China - Stage 1,Busan,Milk Tea,Eileen,DPS,Symmetra,1,5,0.2
China - Stage 1,Busan,Milk Tea,Eileen,DPS,Emre,1,5,0.2
China - Stage 1,Busan,Milk Tea,Eileen,DPS,Sojourn,1,5,0.2
China - Stage 1,Busan,Milk Tea,Hypnos,Support,Lúcio,2,3,0.6667
China - Stage 1,Busan,Milk Tea,Hypnos,Support,Mizuki,1,3,0.3333
China - Stage 1,Busan,Milk Tea,Taimouren,DPS,Symmetra,2,6,0.3333
China - Stage 1,Busan,Milk Tea,Taimouren,DPS,Cassidy,2,6,0.3333
China - Stage 1,Busan,Milk Tea,Taimouren,DPS,Sojourn,1,6,0.1667
China - Stage 1,Busan,Milk Tea,Taimouren,DPS,Tracer,1,6,0.1667
China - Stage 1,Busan,Milk Tea,feiyang,Tank,Zarya,1,6,0.1667
China - Stage 1,Busan,Milk Tea,feiyang,Tank,D.Va,1,6,0.1667
China - Stage 1,Busan,Milk Tea,feiyang,Tank,Ramattra,1,6,0.1667
China - Stage 1,Busan,Milk Tea,feiyang,Tank,Sigma,1,6,0.1667
China - Stage 1,Busan,Milk Tea,feiyang,Tank,Wrecking Ball,1,6,0.1667
China - Stage 1,Busan,Milk Tea,feiyang,Tank,Doomfist,1,6,0.1667
China - Stage 1,Busan,Naive Piggy,Coldj,Support,Lúcio,2,3,0.6667
China - Stage 1,Busan,Naive Piggy,Coldj,Support,Wuyang,1,3,0.3333
China - Stage 1,Busan,Naive Piggy,JAYA,DPS,Vendetta,2,3,0.6667
China - Stage 1,Busan,Naive Piggy,JAYA,DPS,Tracer,1,3,0.3333
China - Stage 1,Busan,Naive Piggy,Lateyoung,Tank,D.Va,1,2,0.5
China - Stage 1,Busan,Naive Piggy,Lateyoung,Tank,Orisa,1,2,0.5
China - Stage 1,Busan,Naive Piggy,sara,Support,Kiriko,2,3,0.6667
China - Stage 1,Busan,Naive Piggy,sara,Support,Juno,1,3,0.3333
China - Stage 1,Busan,Naive Piggy,wh4le,DPS,Emre,2,3,0.6667
China - Stage 1,Busan,Naive Piggy,wh4le,DPS,Sojourn,1,3,0.3333
China - Stage 1,Busan,SV,A1WAYS,Support,Lúcio,1,2,0.5
China - Stage 1,Busan,SV,A1WAYS,Support,Ana,1,2,0.5
China - Stage 1,Busan,SV,BABAYAGA,DPS,Emre,1,4,0.25
China - Stage 1,Busan,SV,BABAYAGA,DPS,Bastion,1,4,0.25
China - Stage 1,Busan,SV,BABAYAGA,DPS,Widowmaker,1,4,0.25
China - Stage 1,Busan,SV,BABAYAGA,DPS,Symmetra,1,4,0.25
China - Stage 1,Busan,SV,Littlemoon,DPS,Symmetra,1,4,0.25
China - Stage 1,Busan,SV,Littlemoon,DPS,Emre,1,4,0.25
China - Stage 1,Busan,SV,Littlemoon,DPS,Mei,1,4,0.25
China - Stage 1,Busan,SV,Littlemoon,DPS,Widowmaker,1,4,0.25
China - Stage 1,Busan,SV,Noy,Support,Kiriko,1,2,0.5
China - Stage 1,Busan,SV,Noy,Support,Jetpack Cat,1,2,0.5
China - Stage 1,Busan,SV,prot3ct,Tank,D.Va,1,3,0.3333
China - Stage 1,Busan,SV,prot3ct,Tank,Mauga,1,3,0.3333
China - Stage 1,Busan,SV,prot3ct,Tank,Roadhog,1,3,0.3333
China - Stage 1,Busan,Weibo Gaming,Leave,DPS,Emre,1,2,0.5
China - Stage 1,Busan,Weibo Gaming,Leave,DPS,Symmetra,1,2,0.5
China - Stage 1,Busan,Weibo Gaming,LeeSooMin,Support,Jetpack Cat,1,1,1.0
China - Stage 1,Busan,Weibo Gaming,MAKA,Support,Ana,1,1,1.0
China - Stage 1,Busan,Weibo Gaming,Shy,DPS,Bastion,1,1,1.0
China - Stage 1,Busan,Weibo Gaming,guxue,Tank,Mauga,1,1,1.0
China - Stage 1,Esperança,All Gamers,Alphari,DPS,Symmetra,3,6,0.5
China - Stage 1,Esperança,All Gamers,Alphari,DPS,Tracer,2,6,0.3333
China - Stage 1,Esperança,All Gamers,Alphari,DPS,Vendetta,1,6,0.1667
China - Stage 1,Esperança,All Gamers,Ezhan,DPS,Cassidy,5,7,0.7143
China - Stage 1,Esperança,All Gamers,Ezhan,DPS,Pharah,1,7,0.1429
China - Stage 1,Esperança,All Gamers,Ezhan,DPS,Emre,1,7,0.1429
China - Stage 1,Esperança,All Gamers,Insane,DPS,Emre,1,1,1.0
China - Stage 1,Esperança,All Gamers,Lengsa,Support,Lúcio,6,9,0.6667
China - Stage 1,Esperança,All Gamers,Lengsa,Support,Brigitte,2,9,0.2222
China - Stage 1,Esperança,All Gamers,Lengsa,Support,Jetpack Cat,1,9,0.1111
China - Stage 1,Esperança,All Gamers,LiGe,Tank,D.Va,4,8,0.5
China - Stage 1,Esperança,All Gamers,LiGe,Tank,Reinhardt,2,8,0.25
China - Stage 1,Esperança,All Gamers,LiGe,Tank,Orisa,1,8,0.125
China - Stage 1,Esperança,All Gamers,LiGe,Tank,Mauga,1,8,0.125
China - Stage 1,Esperança,All Gamers,Recall,Support,Baptiste,3,8,0.375
China - Stage 1,Esperança,All Gamers,Recall,Support,Kiriko,3,8,0.375
China - Stage 1,Esperança,All Gamers,Recall,Support,Juno,2,8,0.25
China - Stage 1,Esperança,DEG,Limbo,Tank,Doomfist,2,3,0.6667
China - Stage 1,Esperança,DEG,Limbo,Tank,Winston,1,3,0.3333
China - Stage 1,Esperança,DEG,SINCE,Support,Kiriko,2,3,0.6667
China - Stage 1,Esperança,DEG,SINCE,Support,Baptiste,1,3,0.3333
China - Stage 1,Esperança,DEG,Saya,Support,Brigitte,2,4,0.5
China - Stage 1,Esperança,DEG,Saya,Support,Wuyang,2,4,0.5
China - Stage 1,Esperança,DEG,Wangming,DPS,Vendetta,1,4,0.25
China - Stage 1,Esperança,DEG,Wangming,DPS,Symmetra,1,4,0.25
China - Stage 1,Esperança,DEG,Wangming,DPS,Sojourn,1,4,0.25
China - Stage 1,Esperança,DEG,Wangming,DPS,Emre,1,4,0.25
China - Stage 1,Esperança,DEG,skyshow,DPS,Sojourn,1,3,0.3333
China - Stage 1,Esperança,DEG,skyshow,DPS,Emre,1,3,0.3333
China - Stage 1,Esperança,DEG,skyshow,DPS,Tracer,1,3,0.3333
China - Stage 1,Esperança,Homie E,9TRIBEZ,Tank,Zarya,2,3,0.6667
China - Stage 1,Esperança,Homie E,9TRIBEZ,Tank,Ramattra,1,3,0.3333
China - Stage 1,Esperança,Homie E,Lilko,DPS,Vendetta,2,3,0.6667
China - Stage 1,Esperança,Homie E,Lilko,DPS,Tracer,1,3,0.3333
China - Stage 1,Esperança,Homie E,Remedy,Support,Kiriko,2,4,0.5
China - Stage 1,Esperança,Homie E,Remedy,Support,Juno,2,4,0.5
