tournament_sheet,map_name,team_name,player_name,position,hero_name,pick_count,total_scope_picks,pick_rate
Korea - Stage 1,Numbani,Poker Face,TenTen,Support,Lúcio,4,5,0.8
Korea - Stage 1,Numbani,Poker Face,TenTen,Support,Jetpack Cat,1,5,0.2
Korea - Stage 1,Numbani,RØDE ONSIDE GAMING,ATTACK,Tank,D.Va,2,4,0.5
Korea - Stage 1,Numbani,RØDE ONSIDE GAMING,ATTACK,Tank,Zarya,1,4,0.25
Korea - Stage 1,Numbani,RØDE ONSIDE GAMING,ATTACK,Tank,Hazard,1,4,0.25
Korea - Stage 1,Numbani,RØDE ONSIDE GAMING,KILO,DPS,Sojourn,2,5,0.4
Korea - Stage 1,Numbani,RØDE ONSIDE GAMING,KILO,DPS,Emre,2,5,0.4
Korea - Stage 1,Numbani,RØDE ONSIDE GAMING,KILO,DPS,Mei,1,5,0.2
Korea - Stage 1,Numbani,RØDE ONSIDE GAMING,OPENER,Support,Brigitte,1,3,0.3333
Korea - Stage 1,Numbani,RØDE ONSIDE GAMING,OPENER,Support,Kiriko,1,3,0.3333
Korea - Stage 1,Numbani,RØDE ONSIDE GAMING,OPENER,Support,Lúcio,1,3,0.3333
Korea - Stage 1,Numbani,RØDE ONSIDE GAMING,SP1NT,DPS,Vendetta,2,4,0.5
Korea - Stage 1,Numbani,RØDE ONSIDE GAMING,SP1NT,DPS,Symmetra,1,4,0.25
Korea - Stage 1,Numbani,RØDE ONSIDE GAMING,SP1NT,DPS,Pharah,1,4,0.25
Korea - Stage 1,Numbani,RØDE ONSIDE GAMING,iRONY,Support,Mizuki,1,4,0.25
Korea - Stage 1,Numbani,RØDE ONSIDE GAMING,iRONY,Support,Lúcio,1,4,0.25
Korea - Stage 1,Numbani,RØDE ONSIDE GAMING,iRONY,Support,Jetpack Cat,1,4,0.25
Korea - Stage 1,Numbani,RØDE ONSIDE GAMING,iRONY,Support,Kiriko,1,4,0.25
Korea - Stage 1,Numbani,T1,Bliss,Support,Lúcio,2,3,0.6667
Korea - Stage 1,Numbani,T1,Bliss,Support,Mercy,1,3,0.3333
Korea - Stage 1,Numbani,T1,Jasm1ne,Tank,D.Va,1,2,0.5
Korea - Stage 1,Numbani,T1,Jasm1ne,Tank,Zarya,1,2,0.5
Korea - Stage 1,Numbani,T1,Proud,DPS,Sojourn,1,3,0.3333
Korea - Stage 1,Numbani,T1,Proud,DPS,Emre,1,3,0.3333
Korea - Stage 1,Numbani,T1,Proud,DPS,Widowmaker,1,3,0.3333
Korea - Stage 1,Numbani,T1,ZEST,DPS,Vendetta,2,3,0.6667
Korea - Stage 1,Numbani,T1,ZEST,DPS,Venture,1,3,0.3333
Korea - Stage 1,Numbani,T1,skewed,Support,Kiriko,2,2,1.0
Korea - Stage 1,Numbani,Team Falcons,Checkmate,DPS,Vendetta,2,7,0.2857
Korea - Stage 1,Numbani,Team Falcons,Checkmate,DPS,Echo,1,7,0.1429
Korea - Stage 1,Numbani,Team Falcons,Checkmate,DPS,Pharah,1,7,0.1429
Korea - Stage 1,Numbani,Team Falcons,Checkmate,DPS,Symmetra,1,7,0.1429
Korea - Stage 1,Numbani,Team Falcons,Checkmate,DPS,Mei,1,7,0.1429
Korea - Stage 1,Numbani,Team Falcons,Checkmate,DPS,Tracer,1,7,0.1429
Korea - Stage 1,Numbani,Team Falcons,ChiYo,Support,Lúcio,3,7,0.4286
Korea - Stage 1,Numbani,Team Falcons,ChiYo,Support,Juno,2,7,0.2857
Korea - Stage 1,Numbani,Team Falcons,ChiYo,Support,Jetpack Cat,2,7,0.2857
Korea - Stage 1,Numbani,Team Falcons,Fielder,Support,Kiriko,3,8,0.375
Korea - Stage 1,Numbani,Team Falcons,Fielder,Support,Juno,3,8,0.375
Korea - Stage 1,Numbani,Team Falcons,Fielder,Support,Lúcio,1,8,0.125
Korea - Stage 1,Numbani,Team Falcons,Fielder,Support,Ana,1,8,0.125
Korea - Stage 1,Numbani,Team Falcons,Hanbin,Tank,D.Va,2,3,0.6667
Korea - Stage 1,Numbani,Team Falcons,Hanbin,Tank,Zarya,1,3,0.3333
Korea - Stage 1,Numbani,Team Falcons,MER1T,DPS,Emre,2,3,0.6667
Korea - Stage 1,Numbani,Team Falcons,MER1T,DPS,Symmetra,1,3,0.3333
Korea - Stage 1,Numbani,Team Falcons,Mer1t,DPS,Symmetra,1,2,0.5
Korea - Stage 1,Numbani,Team Falcons,Mer1t,DPS,Bastion,1,2,0.5
Korea - Stage 1,Numbani,Team Falcons,SOMEONE,Tank,D.Va,2,4,0.5
Korea - Stage 1,Numbani,Team Falcons,SOMEONE,Tank,Zarya,1,4,0.25
Korea - Stage 1,Numbani,Team Falcons,SOMEONE,Tank,Reinhardt,1,4,0.25
Korea - Stage 1,Numbani,ZETA DIVISION,BERNAR,Tank,Orisa,1,3,0.3333
Korea - Stage 1,Numbani,ZETA DIVISION,BERNAR,Tank,Zarya,1,3,0.3333
Korea - Stage 1,Numbani,ZETA DIVISION,BERNAR,Tank,D.Va,1,3,0.3333
Korea - Stage 1,Numbani,ZETA DIVISION,Mealgaru,Tank,D.Va,1,2,0.5
Korea - Stage 1,Numbani,ZETA DIVISION,Mealgaru,Tank,Ramattra,1,2,0.5
Korea - Stage 1,Numbani,ZETA DIVISION,Proper,DPS,Vendetta,1,4,0.25
Korea - Stage 1,Numbani,ZETA DIVISION,Proper,DPS,Mei,1,4,0.25
Korea - Stage 1,Numbani,ZETA DIVISION,Proper,DPS,Tracer,1,4,0.25
Korea - Stage 1,Numbani,ZETA DIVISION,Proper,DPS,Echo,1,4,0.25
Korea - Stage 1,Numbani,ZETA DIVISION,Viol2t,Support,Brigitte,1,2,0.5
Korea - Stage 1,Numbani,ZETA DIVISION,Viol2t,Support,Jetpack Cat,1,2,0.5
Korea - Stage 1,Numbani,ZETA DIVISION,knife,DPS,Symmetra,1,6,0.1667
Korea - Stage 1,Numbani,ZETA DIVISION,knife,DPS,Mei,1,6,0.1667
Korea - Stage 1,Numbani,ZETA DIVISION,knife,DPS,Venture,1,6,0.1667
Korea - Stage 1,Numbani,ZETA DIVISION,knife,DPS,Bastion,1,6,0.1667
Korea - Stage 1,Numbani,ZETA DIVISION,knife,DPS,Genji,1,6,0.1667
Korea - Stage 1,Numbani,ZETA DIVISION,knife,DPS,Vendetta,1,6,0.1667
Korea - Stage 1,Numbani,ZETA DIVISION,shu,Support,Baptiste,1,3,0.3333
Korea - Stage 1,Numbani,ZETA DIVISION,shu,Support,Kiriko,1,3,0.3333
Korea - Stage 1,Numbani,ZETA DIVISION,shu,Support,Ana,1,3,0.3333
Korea - Stage 1,Oasis,Cheeseburger,Argon,DPS,Tracer,2,6,0.3333
Korea - Stage 1,Oasis,Cheeseburger,Argon,DPS,Symmetra,2,6,0.3333
Korea - Stage 1,Oasis,Cheeseburger,Argon,DPS,Vendetta,1,6,0.1667
Korea - Stage 1,Oasis,Cheeseburger,Argon,DPS,Echo,1,6,0.1667
Korea - Stage 1,Oasis,Cheeseburger,FARMER,Tank,Hazard,2,3,0.6667
Korea - Stage 1,Oasis,Cheeseburger,FARMER,Tank,Mauga,1,3,0.3333
Korea - Stage 1,Oasis,Cheeseburger,Faith,Support,Lúcio,3,3,1.0
Korea - Stage 1,Oasis,Cheeseburger,SeungAn,Tank,D.Va,1,1,1.0
Korea - Stage 1,Oasis,Cheeseburger,WoochaN,Support,Kiriko,3,6,0.5
Korea - Stage 1,Oasis,Cheeseburger,WoochaN,Support,Juno,3,6,0.5
Korea - Stage 1,Oasis,Cheeseburger,ZeSin,DPS,Sojourn,2,3,0.6667
Korea - Stage 1,Oasis,Cheeseburger,ZeSin,DPS,Emre,1,3,0.3333
Korea - Stage 1,Oasis,Crazy Raccoon,Ch0r0ng,Support,Brigitte,1,4,0.25
Korea - Stage 1,Oasis,Crazy Raccoon,Ch0r0ng,Support,Kiriko,1,4,0.25
Korea - Stage 1,Oasis,Crazy Raccoon,Ch0r0ng,Support,Jetpack Cat,1,4,0.25
Korea - Stage 1,Oasis,Crazy Raccoon,Ch0r0ng,Support,Lúcio,1,4,0.25
Korea - Stage 1,Oasis,Crazy Raccoon,HeeSang,DPS,Vendetta,1,4,0.25
Korea - Stage 1,Oasis,Crazy Raccoon,HeeSang,DPS,Tracer,1,4,0.25
Korea - Stage 1,Oasis,Crazy Raccoon,HeeSang,DPS,Symmetra,1,4,0.25
Korea - Stage 1,Oasis,Crazy Raccoon,HeeSang,DPS,Pharah,1,4,0.25
Korea - Stage 1,Oasis,Crazy Raccoon,JunBin,Tank,Hazard,1,4,0.25
Korea - Stage 1,Oasis,Crazy Raccoon,JunBin,Tank,Orisa,1,4,0.25
Korea - Stage 1,Oasis,Crazy Raccoon,JunBin,Tank,Ramattra,1,4,0.25
Korea - Stage 1,Oasis,Crazy Raccoon,JunBin,Tank,Mauga,1,4,0.25
Korea - Stage 1,Oasis,Crazy Raccoon,STALK3R,DPS,Emre,1,4,0.25
Korea - Stage 1,Oasis,Crazy Raccoon,STALK3R,DPS,Tracer,1,4,0.25
Korea - Stage 1,Oasis,Crazy Raccoon,STALK3R,DPS,Sierra,1,4,0.25
Korea - Stage 1,Oasis,Crazy Raccoon,STALK3R,DPS,Symmetra,1,4,0.25
Korea - Stage 1,Oasis,Crazy Raccoon,Vigilante,Support,Juno,2,3,0.6667
Korea - Stage 1,Oasis,Crazy Raccoon,Vigilante,Support,Kiriko,1,3,0.3333
Korea - Stage 1,Oasis,New Era,D0D0,DPS,Vendetta,2,6,0.3333
Korea - Stage 1,Oasis,New Era,D0D0,DPS,Tracer,2,6,0.3333
Korea - Stage 1,Oasis,New Era,D0D0,DPS,Genji,1,6,0.1667
Korea - Stage 1,Oasis,New Era,D0D0,DPS,Symmetra,1,6,0.1667
Korea - Stage 1,Oasis,New Era,MCD,Support,Juno,1,2,0.5
Korea - Stage 1,Oasis,New Era,MCD,Support,Kiriko,1,2,0.5
Korea - Stage 1,Oasis,New Era,MCD,Tank,Orisa,1,2,0.5
Korea - Stage 1,Oasis,New Era,MCD,Tank,Zarya,1,2,0.5
Korea - Stage 1,Oasis,New Era,Secret,Support,Brigitte,1,3,0.3333
Korea - Stage 1,Oasis,New Era,Secret,Support,Kiriko,1,3,0.3333
Korea - Stage 1,Oasis,New Era,Secret,Support,Lúcio,1,3,0.3333
Korea - Stage 1,Oasis,New Era,SoLA,Tank,Zarya,1,1,1.0
Korea - Stage 1,Oasis,New Era,Yate,Support,Lúcio,1,1,1.0
Korea - Stage 1,Oasis,New Era,Yate,Tank,Hazard,1,1,1.0
Korea - Stage 1,Oasis,New Era,perr,DPS,Sojourn,2,6,0.3333
Korea - Stage 1,Oasis,New Era,perr,DPS,Cassidy,2,6,0.3333
Korea - Stage 1,Oasis,New Era,perr,DPS,Emre,1,6,0.1667
Korea - Stage 1,Oasis,New Era,perr,DPS,Symmetra,1,6,0.1667
Korea - Stage 1,Oasis,Poker Face,CARU,Support,Kiriko,3,3,1.0
Korea - Stage 1,Oasis,Poker Face,D4RT,DPS,Symmetra,3,7,0.4286
Korea - Stage 1,Oasis,Poker Face,D4RT,DPS,Tracer,2,7,0.2857
Korea - Stage 1,Oasis,Poker Face,D4RT,DPS,Vendetta,1,7,0.1429
Korea - Stage 1,Oasis,Poker Face,D4RT,DPS,Pharah,1,7,0.1429
Korea - Stage 1,Oasis,Poker Face,Gur3um,Tank,Hazard,3,5,0.6
Korea - Stage 1,Oasis,Poker Face,Gur3um,Tank,Zarya,1,5,0.2
Korea - Stage 1,Oasis,Poker Face,Gur3um,Tank,Wrecking Ball,1,5,0.2
Korea - Stage 1,Oasis,Poker Face,M1NUT2,DPS,Sojourn,2,5,0.4
Korea - Stage 1,Oasis,Poker Face,M1NUT2,DPS,Emre,2,5,0.4
Korea - Stage 1,Oasis,Poker Face,M1NUT2,DPS,Symmetra,1,5,0.2
Korea - Stage 1,Oasis,Poker Face,TenTen,Support,Lúcio,3,3,1.0
Korea - Stage 1,Oasis,RØDE ONSIDE GAMING,ATTACK,Tank,Hazard,2,3,0.6667
Korea - Stage 1,Oasis,RØDE ONSIDE GAMING,ATTACK,Tank,D.Va,1,3,0.3333
Korea - Stage 1,Oasis,RØDE ONSIDE GAMING,KILO,DPS,Emre,2,3,0.6667
Korea - Stage 1,Oasis,RØDE ONSIDE GAMING,KILO,DPS,Sojourn,1,3,0.3333
Korea - Stage 1,Oasis,RØDE ONSIDE GAMING,OPENER,Support,Lúcio,2,3,0.6667
Korea - Stage 1,Oasis,RØDE ONSIDE GAMING,OPENER,Support,Brigitte,1,3,0.3333
Korea - Stage 1,Oasis,RØDE ONSIDE GAMING,SP1NT,DPS,Tracer,3,6,0.5
Korea - Stage 1,Oasis,RØDE ONSIDE GAMING,SP1NT,DPS,Symmetra,3,6,0.5
Korea - Stage 1,Oasis,RØDE ONSIDE GAMING,iRONY,Support,Kiriko,3,4,0.75
Korea - Stage 1,Oasis,RØDE ONSIDE GAMING,iRONY,Support,Juno,1,4,0.25
Korea - Stage 1,Oasis,T1,Bliss,Support,Lúcio,2,3,0.6667
Korea - Stage 1,Oasis,T1,Bliss,Support,Brigitte,1,3,0.3333
Korea - Stage 1,Oasis,T1,DONGHAK,Tank,Hazard,1,2,0.5
Korea - Stage 1,Oasis,T1,DONGHAK,Tank,D.Va,1,2,0.5
Korea - Stage 1,Oasis,T1,Jasm1ne,Tank,Zarya,2,3,0.6667
Korea - Stage 1,Oasis,T1,Jasm1ne,Tank,D.Va,1,3,0.3333
Korea - Stage 1,Oasis,T1,Proud,DPS,Emre,2,4,0.5
Korea - Stage 1,Oasis,T1,Proud,DPS,Sojourn,1,4,0.25
Korea - Stage 1,Oasis,T1,Proud,DPS,Symmetra,1,4,0.25
Korea - Stage 1,Oasis,T1,ZEST,DPS,Vendetta,2,6,0.3333
Korea - Stage 1,Oasis,T1,ZEST,DPS,Symmetra,2,6,0.3333
Korea - Stage 1,Oasis,T1,ZEST,DPS,Echo,1,6,0.1667
Korea - Stage 1,Oasis,T1,ZEST,DPS,Tracer,1,6,0.1667
Korea - Stage 1,Oasis,T1,skewed,Support,Kiriko,3,6,0.5
Korea - Stage 1,Oasis,T1,skewed,Support,Juno,3,6,0.5
Korea - Stage 1,Oasis,Team Falcons,Checkmate,DPS,Vendetta,2,5,0.4
Korea - Stage 1,Oasis,Team Falcons,Checkmate,DPS,Symmetra,2,5,0.4
Korea - Stage 1,Oasis,Team Falcons,Checkmate,DPS,Tracer,1,5,0.2
Korea - Stage 1,Oasis,Team Falcons,ChiYo,Support,Lúcio,2,5,0.4
Korea - Stage 1,Oasis,Team Falcons,ChiYo,Support,Brigitte,2,5,0.4
Korea - Stage 1,Oasis,Team Falcons,ChiYo,Support,Juno,1,5,0.2
Korea - Stage 1,Oasis,Team Falcons,Fielder,Support,Kiriko,3,6,0.5
Korea - Stage 1,Oasis,Team Falcons,Fielder,Support,Juno,2,6,0.3333
Korea - Stage 1,Oasis,Team Falcons,Fielder,Support,Moira,1,6,0.1667
Korea - Stage 1,Oasis,Team Falcons,Hanbin,Tank,D.Va,1,2,0.5
Korea - Stage 1,Oasis,Team Falcons,Hanbin,Tank,Zarya,1,2,0.5
Korea - Stage 1,Oasis,Team Falcons,MER1T,DPS,Sojourn,1,1,1.0
Korea - Stage 1,Oasis,Team Falcons,Mer1t,DPS,Sojourn,1,2,0.5
Korea - Stage 1,Oasis,Team Falcons,Mer1t,DPS,Emre,1,2,0.5
Korea - Stage 1,Oasis,Team Falcons,SOMEONE,Tank,Zarya,1,1,1.0
Korea - Stage 1,Oasis,ZAN Esports,A1IEN,DPS,Sojourn,1,2,0.5
Korea - Stage 1,Oasis,ZAN Esports,A1IEN,DPS,Genji,1,2,0.5
Korea - Stage 1,Oasis,ZAN Esports,Becky,DPS,Tracer,2,4,0.5
Korea - Stage 1,Oasis,ZAN Esports,Becky,DPS,Symmetra,2,4,0.5
Korea - Stage 1,Oasis,ZAN Esports,HEISER,Tank,Hazard,2,4,0.5
Korea - Stage 1,Oasis,ZAN Esports,HEISER,Tank,D.Va,1,4,0.25
Korea - Stage 1,Oasis,ZAN Esports,HEISER,Tank,Doomfist,1,4,0.25
Korea - Stage 1,Oasis,ZAN Esports,KIVIS,Support,Kiriko,2,3,0.6667
Korea - Stage 1,Oasis,ZAN Esports,KIVIS,Support,Juno,1,3,0.3333
Korea - Stage 1,Oasis,ZAN Esports,Probe,DPS,Emre,1,2,0.5
Korea - Stage 1,Oasis,ZAN Esports,Probe,DPS,Sojourn,1,2,0.5
Korea - Stage 1,Oasis,ZAN Esports,YangJun,Support,Lúcio,2,2,1.0
Korea - Stage 1,Oasis,ZETA DIVISION,Mealgaru,Tank,Wrecking Ball,1,3,0.3333
Korea - Stage 1,Oasis,ZETA DIVISION,Mealgaru,Tank,Winston,1,3,0.3333
Korea - Stage 1,Oasis,ZETA DIVISION,Mealgaru,Tank,Mauga,1,3,0.3333
Korea - Stage 1,Oasis,ZETA DIVISION,Proper,DPS,Echo,2,4,0.5
Korea - Stage 1,Oasis,ZETA DIVISION,Proper,DPS,Genji,1,4,0.25
Korea - Stage 1,Oasis,ZETA DIVISION,Proper,DPS,Tracer,1,4,0.25
Korea - Stage 1,Oasis,ZETA DIVISION,Viol2t,Support,Jetpack Cat,1,3,0.3333
Korea - Stage 1,Oasis,ZETA DIVISION,Viol2t,Support,Lúcio,1,3,0.3333
Korea - Stage 1,Oasis,ZETA DIVISION,Viol2t,Support,Brigitte,1,3,0.3333
Korea - Stage 1,Oasis,ZETA DIVISION,knife,DPS,Tracer,1,3,0.3333
Korea - Stage 1,Oasis,ZETA DIVISION,knife,DPS,Symmetra,1,3,0.3333
Korea - Stage 1,Oasis,ZETA DIVISION,knife,DPS,Cassidy,1,3,0.3333
Korea - Stage 1,Oasis,ZETA DIVISION,shu,Support,Juno,2,3,0.6667
Korea - Stage 1,Oasis,ZETA DIVISION,shu,Support,Kiriko,1,3,0.3333
Korea - Stage 1,Rialto,Cheeseburger,Argon,DPS,Tracer,2,4,0.5
Korea - Stage 1,Rialto,Cheeseburger,Argon,DPS,Widowmaker,2,4,0.5
Korea - Stage 1,Rialto,Cheeseburger,Faith,Support,Jetpack Cat,2,2,1.0
Korea - Stage 1,Rialto,Cheeseburger,SeungAn,Tank,Zarya,2,3,0.6667
Korea - Stage 1,Rialto,Cheeseburger,SeungAn,Tank,Doomfist,1,3,0.3333
Korea - Stage 1,Rialto,Cheeseburger,WoochaN,Support,Ana,2,3,0.6667
Korea - Stage 1,Rialto,Cheeseburger,WoochaN,Support,Lúcio,1,3,0.3333
Korea - Stage 1,Rialto,Cheeseburger,ZeSin,DPS,Bastion,2,2,1.0
Korea - Stage 1,Rialto,Crazy Raccoon,CH0R0NG,Support,Lúcio,1,1,1.0
Korea - Stage 1,Rialto,Crazy Raccoon,Ch0r0ng,Support,Jetpack Cat,1,3,0.3333
Korea - Stage 1,Rialto,Crazy Raccoon,Ch0r0ng,Support,Lúcio,1,3,0.3333
Korea - Stage 1,Rialto,Crazy Raccoon,Ch0r0ng,Support,Brigitte,1,3,0.3333
Korea - Stage 1,Rialto,Crazy Raccoon,HeeSang,DPS,Tracer,2,8,0.25
Korea - Stage 1,Rialto,Crazy Raccoon,HeeSang,DPS,Echo,1,8,0.125
Korea - Stage 1,Rialto,Crazy Raccoon,HeeSang,DPS,Vendetta,1,8,0.125
Korea - Stage 1,Rialto,Crazy Raccoon,HeeSang,DPS,Cassidy,1,8,0.125
Korea - Stage 1,Rialto,Crazy Raccoon,HeeSang,DPS,Ashe,1,8,0.125
Korea - Stage 1,Rialto,Crazy Raccoon,HeeSang,DPS,Pharah,1,8,0.125
Korea - Stage 1,Rialto,Crazy Raccoon,HeeSang,DPS,Hanzo,1,8,0.125
Korea - Stage 1,Rialto,Crazy Raccoon,JunBin,Tank,D.Va,2,4,0.5
Korea - Stage 1,Rialto,Crazy Raccoon,JunBin,Tank,Mauga,1,4,0.25
Korea - Stage 1,Rialto,Crazy Raccoon,JunBin,Tank,Ramattra,1,4,0.25
Korea - Stage 1,Rialto,Crazy Raccoon,MAX,Tank,D.Va,1,2,0.5
Korea - Stage 1,Rialto,Crazy Raccoon,MAX,Tank,Orisa,1,2,0.5
Korea - Stage 1,Rialto,Crazy Raccoon,STALK3R,DPS,Vendetta,2,7,0.2857
Korea - Stage 1,Rialto,Crazy Raccoon,STALK3R,DPS,Mei,1,7,0.1429
Korea - Stage 1,Rialto,Crazy Raccoon,STALK3R,DPS,Tracer,1,7,0.1429
Korea - Stage 1,Rialto,Crazy Raccoon,STALK3R,DPS,Symmetra,1,7,0.1429
Korea - Stage 1,Rialto,Crazy Raccoon,STALK3R,DPS,Pharah,1,7,0.1429
Korea - Stage 1,Rialto,Crazy Raccoon,STALK3R,DPS,Widowmaker,1,7,0.1429
Korea - Stage 1,Rialto,Crazy Raccoon,Vigilante,Support,Kiriko,2,3,0.6667
Korea - Stage 1,Rialto,Crazy Raccoon,Vigilante,Support,Ana,1,3,0.3333
Korea - Stage 1,Rialto,New Era,D0D0,DPS,Tracer,2,3,0.6667
Korea - Stage 1,Rialto,New Era,D0D0,DPS,Venture,1,3,0.3333
Korea - Stage 1,Rialto,New Era,MCD,Support,Ana,2,4,0.5
Korea - Stage 1,Rialto,New Era,MCD,Support,Brigitte,1,4,0.25
Korea - Stage 1,Rialto,New Era,MCD,Support,Kiriko,1,4,0.25
Korea - Stage 1,Rialto,New Era,Secret,Support,Kiriko,1,3,0.3333
Korea - Stage 1,Rialto,New Era,Secret,Support,Brigitte,1,3,0.3333
Korea - Stage 1,Rialto,New Era,Secret,Support,Lúcio,1,3,0.3333
Korea - Stage 1,Rialto,New Era,SoLA,Tank,D.Va,1,1,1.0
Korea - Stage 1,Rialto,New Era,Yate,Tank,Hazard,1,1,1.0
Korea - Stage 1,Rialto,New Era,perr,DPS,Cassidy,2,3,0.6667
Korea - Stage 1,Rialto,New Era,perr,DPS,Emre,1,3,0.3333
Korea - Stage 1,Rialto,Poker Face,CARU,Support,Kiriko,3,7,0.4286
Korea - Stage 1,Rialto,Poker Face,CARU,Support,Ana,2,7,0.2857
Korea - Stage 1,Rialto,Poker Face,CARU,Support,Zenyatta,1,7,0.1429
Korea - Stage 1,Rialto,Poker Face,CARU,Support,Juno,1,7,0.1429
Korea - Stage 1,Rialto,Poker Face,D4RT,DPS,Tracer,5,12,0.4167
Korea - Stage 1,Rialto,Poker Face,D4RT,DPS,Widowmaker,4,12,0.3333
Korea - Stage 1,Rialto,Poker Face,D4RT,DPS,Echo,2,12,0.1667
Korea - Stage 1,Rialto,Poker Face,D4RT,DPS,Hanzo,1,12,0.0833
Korea - Stage 1,Rialto,Poker Face,Fearful,Tank,D.Va,1,1,1.0
Korea - Stage 1,Rialto,Poker Face,Gur3um,Tank,D.Va,2,6,0.3333
Korea - Stage 1,Rialto,Poker Face,Gur3um,Tank,Winston,2,6,0.3333
Korea - Stage 1,Rialto,Poker Face,Gur3um,Tank,Orisa,1,6,0.1667
Korea - Stage 1,Rialto,Poker Face,Gur3um,Tank,Ramattra,1,6,0.1667
Korea - Stage 1,Rialto,Poker Face,M1NUT2,DPS,Emre,4,8,0.5
Korea - Stage 1,Rialto,Poker Face,M1NUT2,DPS,Symmetra,1,8,0.125
Korea - Stage 1,Rialto,Poker Face,M1NUT2,DPS,Widowmaker,1,8,0.125
Korea - Stage 1,Rialto,Poker Face,M1NUT2,DPS,Cassidy,1,8,0.125
Korea - Stage 1,Rialto,Poker Face,M1NUT2,DPS,Bastion,1,8,0.125
Korea - Stage 1,Rialto,Poker Face,TenTen,Support,Lúcio,4,9,0.4444
Korea - Stage 1,Rialto,Poker Face,TenTen,Support,Jetpack Cat,2,9,0.2222
Korea - Stage 1,Rialto,Poker Face,TenTen,Support,Wuyang,2,9,0.2222
Korea - Stage 1,Rialto,Poker Face,TenTen,Support,Illari,1,9,0.1111
Korea - Stage 1,Rialto,RØDE ONSIDE GAMING,ATTACK,Tank,D.Va,2,4,0.5
Korea - Stage 1,Rialto,RØDE ONSIDE GAMING,ATTACK,Tank,Hazard,1,4,0.25
Korea - Stage 1,Rialto,RØDE ONSIDE GAMING,ATTACK,Tank,Winston,1,4,0.25
Korea - Stage 1,Rialto,RØDE ONSIDE GAMING,KILO,DPS,Emre,2,7,0.2857
Korea - Stage 1,Rialto,RØDE ONSIDE GAMING,KILO,DPS,Widowmaker,2,7,0.2857
Korea - Stage 1,Rialto,RØDE ONSIDE GAMING,KILO,DPS,Sojourn,1,7,0.1429
Korea - Stage 1,Rialto,RØDE ONSIDE GAMING,KILO,DPS,Symmetra,1,7,0.1429
Korea - Stage 1,Rialto,RØDE ONSIDE GAMING,KILO,DPS,Bastion,1,7,0.1429
Korea - Stage 1,Rialto,RØDE ONSIDE GAMING,OPENER,Support,Lúcio,3,4,0.75
Korea - Stage 1,Rialto,RØDE ONSIDE GAMING,OPENER,Support,Brigitte,1,4,0.25
Korea - Stage 1,Rialto,RØDE ONSIDE GAMING,SP1NT,DPS,Pharah,2,8,0.25
Korea - Stage 1,Rialto,RØDE ONSIDE GAMING,SP1NT,DPS,Symmetra,1,8,0.125
Korea - Stage 1,Rialto,RØDE ONSIDE GAMING,SP1NT,DPS,Venture,1,8,0.125
Korea - Stage 1,Rialto,RØDE ONSIDE GAMING,SP1NT,DPS,Vendetta,1,8,0.125
Korea - Stage 1,Rialto,RØDE ONSIDE GAMING,SP1NT,DPS,Mei,1,8,0.125
Korea - Stage 1,Rialto,RØDE ONSIDE GAMING,SP1NT,DPS,Tracer,1,8,0.125
Korea - Stage 1,Rialto,RØDE ONSIDE GAMING,SP1NT,DPS,Sierra,1,8,0.125
Korea - Stage 1,Rialto,RØDE ONSIDE GAMING,iRONY,Support,Kiriko,3,4,0.75
Korea - Stage 1,Rialto,RØDE ONSIDE GAMING,iRONY,Support,Ana,1,4,0.25
Korea - Stage 1,Rialto,T1,Bliss,Support,Lúcio,1,1,1.0
Korea - Stage 1,Rialto,T1,Jasm1ne,Tank,D.Va,1,2,0.5
Korea - Stage 1,Rialto,T1,Jasm1ne,Tank,Reinhardt,1,2,0.5
Korea - Stage 1,Rialto,T1,Proud,DPS,Sojourn,1,1,1.0
Korea - Stage 1,Rialto,T1,ZEST,DPS,Symmetra,1,2,0.5
Korea - Stage 1,Rialto,T1,ZEST,DPS,Pharah,1,2,0.5
Korea - Stage 1,Rialto,T1,skewed,Support,Kiriko,1,1,1.0
Korea - Stage 1,Rialto,Team Falcons,Checkmate,DPS,Symmetra,1,5,0.2
Korea - Stage 1,Rialto,Team Falcons,Checkmate,DPS,Tracer,1,5,0.2
Korea - Stage 1,Rialto,Team Falcons,Checkmate,DPS,Genji,1,5,0.2
Korea - Stage 1,Rialto,Team Falcons,Checkmate,DPS,Pharah,1,5,0.2
Korea - Stage 1,Rialto,Team Falcons,Checkmate,DPS,Echo,1,5,0.2
Korea - Stage 1,Rialto,Team Falcons,ChiYo,Support,Brigitte,2,3,0.6667
Korea - Stage 1,Rialto,Team Falcons,ChiYo,Support,Lúcio,1,3,0.3333
Korea - Stage 1,Rialto,Team Falcons,Fielder,Support,Kiriko,2,4,0.5
Korea - Stage 1,Rialto,Team Falcons,Fielder,Support,Baptiste,1,4,0.25
Korea - Stage 1,Rialto,Team Falcons,Fielder,Support,Juno,1,4,0.25
Korea - Stage 1,Rialto,Team Falcons,Hanbin,Tank,Zarya,1,3,0.3333
Korea - Stage 1,Rialto,Team Falcons,Hanbin,Tank,Sigma,1,3,0.3333
Korea - Stage 1,Rialto,Team Falcons,Hanbin,Tank,D.Va,1,3,0.3333
Korea - Stage 1,Rialto,Team Falcons,MER1T,DPS,Emre,1,2,0.5
