scope_type,scope_name,role,hero_name,map_sets_played,map_set_wins,map_set_losses,win_rate,non_mirror_map_sets_played,non_mirror_wins,non_mirror_losses,non_mirror_win_rate
team,Rankers,DPS,Sojourn,6,3,3,0.5,0,0,0,0.0
team,Rankers,DPS,Emre,5,3,2,0.6,2,1,1,0.5
team,Rankers,DPS,Cassidy,5,3,2,0.6,0,0,0,0.0
team,Rankers,DPS,Pharah,2,1,1,0.5,1,0,1,0.0
team,Rankers,DPS,Ashe,1,0,1,0.0,1,0,1,0.0
team,Rankers,DPS,Torbjörn,1,0,1,0.0,1,0,1,0.0
team,Rankers,DPS,Hanzo,1,0,1,0.0,0,0,0,0.0
team,Rankers,Support,Kiriko,16,9,7,0.5625,1,0,1,0.0
team,Rankers,Support,Illari,13,8,5,0.6154,8,5,3,0.625
team,Rankers,Support,Ana,10,6,4,0.6,7,4,3,0.5714
team,Rankers,Support,Brigitte,7,4,3,0.5714,4,2,2,0.5
team,Rankers,Support,Wuyang,3,2,1,0.6667,3,2,1,0.6667
team,Rankers,Support,Mizuki,3,1,2,0.3333,0,0,0,0.0
team,Rankers,Support,Baptiste,3,2,1,0.6667,3,2,1,0.6667
team,Rankers,Support,Lúcio,2,2,0,1.0,1,1,0,1.0
team,Rankers,Support,Juno,1,0,1,0.0,1,0,1,0.0
team,Rankers,Tank,D.Va,12,8,4,0.6667,4,2,2,0.5
team,Rankers,Tank,Zarya,11,8,3,0.7273,8,5,3,0.625
team,Rankers,Tank,Mauga,4,2,2,0.5,3,1,2,0.3333
team,Rankers,Tank,Winston,1,0,1,0.0,0,0,0,0.0
team,RØDE ONSIDE GAMING,DPS,Emre,31,17,14,0.5484,12,5,7,0.4167
team,RØDE ONSIDE GAMING,DPS,Symmetra,27,16,11,0.5926,9,6,3,0.6667
team,RØDE ONSIDE GAMING,DPS,Tracer,26,12,14,0.4615,3,1,2,0.3333
team,RØDE ONSIDE GAMING,DPS,Sojourn,19,11,8,0.5789,5,2,3,0.4
team,RØDE ONSIDE GAMING,DPS,Vendetta,16,8,8,0.5,4,2,2,0.5
team,RØDE ONSIDE GAMING,DPS,Pharah,12,7,5,0.5833,9,7,2,0.7778
team,RØDE ONSIDE GAMING,DPS,Genji,7,5,2,0.7143,4,3,1,0.75
team,RØDE ONSIDE GAMING,DPS,Widowmaker,7,3,4,0.4286,4,1,3,0.25
team,RØDE ONSIDE GAMING,DPS,Bastion,6,1,5,0.1667,2,1,1,0.5
team,RØDE ONSIDE GAMING,DPS,Mei,5,1,4,0.2,3,1,2,0.3333
team,RØDE ONSIDE GAMING,DPS,Cassidy,3,1,2,0.3333,2,1,1,0.5
team,RØDE ONSIDE GAMING,DPS,Venture,2,0,2,0.0,2,0,2,0.0
team,RØDE ONSIDE GAMING,DPS,Torbjörn,2,1,1,0.5,1,0,1,0.0
team,RØDE ONSIDE GAMING,DPS,Sierra,2,1,1,0.5,2,1,1,0.5
team,RØDE ONSIDE GAMING,DPS,Reaper,2,0,2,0.0,2,0,2,0.0
team,RØDE ONSIDE GAMING,DPS,Sombra,2,0,2,0.0,2,0,2,0.0
team,RØDE ONSIDE GAMING,DPS,Anran,1,0,1,0.0,1,0,1,0.0
team,RØDE ONSIDE GAMING,Support,Kiriko,37,17,20,0.4595,4,1,3,0.25
team,RØDE ONSIDE GAMING,Support,Lúcio,31,15,16,0.4839,4,1,3,0.25
team,RØDE ONSIDE GAMING,Support,Brigitte,12,8,4,0.6667,6,2,4,0.3333
team,RØDE ONSIDE GAMING,Support,Ana,9,5,4,0.5556,2,0,2,0.0
team,RØDE ONSIDE GAMING,Support,Juno,8,5,3,0.625,6,4,2,0.6667
team,RØDE ONSIDE GAMING,Support,Wuyang,7,4,3,0.5714,7,4,3,0.5714
team,RØDE ONSIDE GAMING,Support,Jetpack Cat,6,2,4,0.3333,2,2,0,1.0
team,RØDE ONSIDE GAMING,Support,Mercy,2,2,0,1.0,2,2,0,1.0
team,RØDE ONSIDE GAMING,Support,Baptiste,2,0,2,0.0,1,0,1,0.0
team,RØDE ONSIDE GAMING,Support,Mizuki,1,1,0,1.0,1,1,0,1.0
team,RØDE ONSIDE GAMING,Tank,D.Va,22,13,9,0.5909,6,3,3,0.5
team,RØDE ONSIDE GAMING,Tank,Zarya,18,5,13,0.2778,4,0,4,0.0
team,RØDE ONSIDE GAMING,Tank,Hazard,10,7,3,0.7,6,3,3,0.5
team,RØDE ONSIDE GAMING,Tank,Doomfist,4,1,3,0.25,3,1,2,0.3333
team,RØDE ONSIDE GAMING,Tank,Winston,4,2,2,0.5,1,1,0,1.0
team,RØDE ONSIDE GAMING,Tank,Mauga,4,1,3,0.25,3,1,2,0.3333
team,RØDE ONSIDE GAMING,Tank,Ramattra,3,1,2,0.3333,0,0,0,0.0
team,RØDE ONSIDE GAMING,Tank,Orisa,2,1,1,0.5,0,0,0,0.0
team,RØDE ONSIDE GAMING,Tank,Wrecking Ball,1,0,1,0.0,1,0,1,0.0
team,RØDE ONSIDE GAMING,Tank,Reinhardt,1,0,1,0.0,1,0,1,0.0
team,SV,DPS,Emre,24,8,16,0.3333,6,4,2,0.6667
team,SV,DPS,Vendetta,19,10,9,0.5263,8,4,4,0.5
team,SV,DPS,Symmetra,17,7,10,0.4118,4,3,1,0.75
team,SV,DPS,Tracer,16,2,14,0.125,3,1,2,0.3333
team,SV,DPS,Sojourn,12,5,7,0.4167,6,3,3,0.5
team,SV,DPS,Widowmaker,7,1,6,0.1429,4,1,3,0.25
team,SV,DPS,Pharah,4,1,3,0.25,3,1,2,0.3333
team,SV,DPS,Hanzo,3,1,2,0.3333,2,1,1,0.5
team,SV,DPS,Mei,3,0,3,0.0,2,0,2,0.0
team,SV,DPS,Bastion,3,0,3,0.0,1,0,1,0.0
team,SV,DPS,Cassidy,2,0,2,0.0,2,0,2,0.0
team,SV,DPS,Freja,1,1,0,1.0,1,1,0,1.0
team,SV,DPS,Reaper,1,0,1,0.0,1,0,1,0.0
team,SV,DPS,Genji,1,0,1,0.0,1,0,1,0.0
team,SV,DPS,Sierra,1,0,1,0.0,1,0,1,0.0
team,SV,Support,Kiriko,28,10,18,0.3571,3,1,2,0.3333
team,SV,Support,Lúcio,23,8,15,0.3478,3,1,2,0.3333
team,SV,Support,Wuyang,9,4,5,0.4444,6,4,2,0.6667
team,SV,Support,Juno,8,2,6,0.25,4,1,3,0.25
team,SV,Support,Illari,6,0,6,0.0,6,0,6,0.0
team,SV,Support,Baptiste,4,0,4,0.0,3,0,3,0.0
team,SV,Support,Ana,4,1,3,0.25,1,1,0,1.0
team,SV,Support,Brigitte,2,1,1,0.5,1,0,1,0.0
team,SV,Support,Jetpack Cat,2,0,2,0.0,0,0,0,0.0
team,SV,Support,Mercy,1,0,1,0.0,1,0,1,0.0
team,SV,Tank,D.Va,18,7,11,0.3889,10,6,4,0.6
team,SV,Tank,Zarya,17,8,9,0.4706,11,4,7,0.3636
team,SV,Tank,Orisa,6,0,6,0.0,5,0,5,0.0
team,SV,Tank,Junker Queen,5,0,5,0.0,5,0,5,0.0
team,SV,Tank,Sigma,2,0,2,0.0,1,0,1,0.0
team,SV,Tank,Ramattra,2,0,2,0.0,2,0,2,0.0
team,SV,Tank,Mauga,2,0,2,0.0,1,0,1,0.0
team,SV,Tank,Roadhog,2,0,2,0.0,2,0,2,0.0
team,SV,Tank,Reinhardt,1,0,1,0.0,1,0,1,0.0
team,SV,Tank,Hazard,1,0,1,0.0,1,0,1,0.0
team,Spacestation Gaming,DPS,Emre,27,14,13,0.5185,6,3,3,0.5
team,Spacestation Gaming,DPS,Tracer,26,13,13,0.5,2,0,2,0.0
team,Spacestation Gaming,DPS,Symmetra,21,14,7,0.6667,8,6,2,0.75
team,Spacestation Gaming,DPS,Cassidy,11,6,5,0.5455,9,5,4,0.5556
team,Spacestation Gaming,DPS,Sojourn,10,4,6,0.4,6,1,5,0.1667
team,Spacestation Gaming,DPS,Widowmaker,10,4,6,0.4,4,1,3,0.25
team,Spacestation Gaming,DPS,Vendetta,9,5,4,0.5556,4,2,2,0.5
team,Spacestation Gaming,DPS,Pharah,4,2,2,0.5,3,1,2,0.3333
team,Spacestation Gaming,DPS,Echo,4,2,2,0.5,3,1,2,0.3333
team,Spacestation Gaming,DPS,Genji,3,1,2,0.3333,2,0,2,0.0
team,Spacestation Gaming,DPS,Hanzo,1,1,0,1.0,1,1,0,1.0
team,Spacestation Gaming,DPS,Venture,1,0,1,0.0,0,0,0,0.0
team,Spacestation Gaming,Support,Lúcio,30,14,16,0.4667,12,4,8,0.3333
team,Spacestation Gaming,Support,Kiriko,28,15,13,0.5357,4,3,1,0.75
team,Spacestation Gaming,Support,Juno,16,9,7,0.5625,3,0,3,0.0
team,Spacestation Gaming,Support,Brigitte,9,6,3,0.6667,2,2,0,1.0
team,Spacestation Gaming,Support,Wuyang,5,3,2,0.6,4,3,1,0.75
team,Spacestation Gaming,Support,Baptiste,4,2,2,0.5,2,1,1,0.5
team,Spacestation Gaming,Support,Ana,4,1,3,0.25,1,0,1,0.0
team,Spacestation Gaming,Support,Jetpack Cat,4,2,2,0.5,3,2,1,0.6667
team,Spacestation Gaming,Support,Zenyatta,1,1,0,1.0,1,1,0,1.0
team,Spacestation Gaming,Tank,D.Va,25,13,12,0.52,14,6,8,0.4286
team,Spacestation Gaming,Tank,Zarya,16,7,9,0.4375,14,6,8,0.4286
team,Spacestation Gaming,Tank,Orisa,6,4,2,0.6667,2,1,1,0.5
team,Spacestation Gaming,Tank,Ramattra,5,3,2,0.6,3,3,0,1.0
team,Spacestation Gaming,Tank,Mauga,4,2,2,0.5,2,1,1,0.5
team,Spacestation Gaming,Tank,Doomfist,4,1,3,0.25,4,1,3,0.25
team,Spacestation Gaming,Tank,Hazard,3,1,2,0.3333,3,1,2,0.3333
team,Spacestation Gaming,Tank,Sigma,2,2,0,1.0,2,2,0,1.0
team,T1,DPS,Vendetta,21,13,8,0.619,2,2,0,1.0
team,T1,DPS,Emre,20,13,7,0.65,3,2,1,0.6667
team,T1,DPS,Symmetra,20,15,5,0.75,4,3,1,0.75
team,T1,DPS,Sojourn,18,9,9,0.5,4,2,2,0.5
team,T1,DPS,Tracer,17,11,6,0.6471,2,1,1,0.5
team,T1,DPS,Echo,5,4,1,0.8,5,4,1,0.8
team,T1,DPS,Widowmaker,4,3,1,0.75,1,1,0,1.0
team,T1,DPS,Genji,3,1,2,0.3333,2,1,1,0.5
team,T1,DPS,Pharah,3,3,0,1.0,0,0,0,0.0
team,T1,DPS,Venture,3,1,2,0.3333,2,1,1,0.5
team,T1,DPS,Anran,2,1,1,0.5,0,0,0,0.0
team,T1,DPS,Sombra,2,1,1,0.5,0,0,0,0.0
team,T1,DPS,Bastion,2,2,0,1.0,0,0,0,0.0
team,T1,DPS,Reaper,1,1,0,1.0,1,1,0,1.0
team,T1,Support,Kiriko,29,19,10,0.6552,2,1,1,0.5
team,T1,Support,Lúcio,29,20,9,0.6897,4,2,2,0.5
team,T1,Support,Juno,13,7,6,0.5385,7,5,2,0.7143
team,T1,Support,Ana,9,5,4,0.5556,1,1,0,1.0
team,T1,Support,Wuyang,8,5,3,0.625,3,1,2,0.3333
team,T1,Support,Jetpack Cat,6,5,1,0.8333,0,0,0,0.0
team,T1,Support,Baptiste,4,1,3,0.25,4,1,3,0.25
team,T1,Support,Brigitte,4,0,4,0.0,1,0,1,0.0
team,T1,Support,Mizuki,2,1,1,0.5,0,0,0,0.0
team,T1,Support,Mercy,1,1,0,1.0,1,1,0,1.0
team,T1,Support,Moira,1,0,1,0.0,1,0,1,0.0
team,T1,Support,Illari,1,0,1,0.0,1,0,1,0.0
team,T1,Support,Lifeweaver,1,1,0,1.0,1,1,0,1.0
team,T1,Tank,D.Va,14,6,8,0.4286,5,2,3,0.4
team,T1,Tank,Zarya,14,8,6,0.5714,3,1,2,0.3333
team,T1,Tank,Wrecking Ball,9,6,3,0.6667,3,1,2,0.3333
team,T1,Tank,Domina,7,4,3,0.5714,2,0,2,0.0
team,T1,Tank,Sigma,5,3,2,0.6,3,2,1,0.6667
team,T1,Tank,Orisa,5,2,3,0.4,5,2,3,0.4
team,T1,Tank,Mauga,5,4,1,0.8,2,2,0,1.0
team,T1,Tank,Hazard,4,4,0,1.0,1,1,0,1.0
team,T1,Tank,Doomfist,2,2,0,1.0,2,2,0,1.0
team,T1,Tank,Ramattra,2,2,0,1.0,2,2,0,1.0
team,T1,Tank,Roadhog,2,2,0,1.0,2,2,0,1.0
team,T1,Tank,Junker Queen,2,1,1,0.5,2,1,1,0.5
team,T1,Tank,Reinhardt,1,1,0,1.0,1,1,0,1.0
team,T1,Tank,Winston,1,0,1,0.0,0,0,0,0.0
team,TOKYO TAIYOs,DPS,Symmetra,19,1,18,0.0526,5,0,5,0.0
team,TOKYO TAIYOs,DPS,Cassidy,18,2,16,0.1111,12,1,11,0.0833
team,TOKYO TAIYOs,DPS,Tracer,17,1,16,0.0588,8,1,7,0.125
team,TOKYO TAIYOs,DPS,Mei,11,2,9,0.1818,11,2,9,0.1818
team,TOKYO TAIYOs,DPS,Bastion,10,0,10,0.0,10,0,10,0.0
team,TOKYO TAIYOs,DPS,Widowmaker,9,2,7,0.2222,5,1,4,0.2
team,TOKYO TAIYOs,DPS,Emre,7,1,6,0.1429,1,0,1,0.0
team,TOKYO TAIYOs,DPS,Sojourn,4,1,3,0.25,4,1,3,0.25
team,TOKYO TAIYOs,DPS,Vendetta,3,0,3,0.0,1,0,1,0.0
team,TOKYO TAIYOs,DPS,Ashe,2,0,2,0.0,1,0,1,0.0
team,TOKYO TAIYOs,DPS,Soldier: 76,2,0,2,0.0,2,0,2,0.0
team,TOKYO TAIYOs,DPS,Hanzo,1,1,0,1.0,1,1,0,1.0
team,TOKYO TAIYOs,DPS,Pharah,1,0,1,0.0,1,0,1,0.0
team,TOKYO TAIYOs,DPS,Genji,1,0,1,0.0,0,0,0,0.0
team,TOKYO TAIYOs,Support,Kiriko,22,3,19,0.1364,3,0,3,0.0
team,TOKYO TAIYOs,Support,Lúcio,19,3,16,0.1579,9,1,8,0.1111
team,TOKYO TAIYOs,Support,Baptiste,10,0,10,0.0,6,0,6,0.0
team,TOKYO TAIYOs,Support,Wuyang,6,0,6,0.0,3,0,3,0.0
team,TOKYO TAIYOs,Support,Juno,6,1,5,0.1667,2,0,2,0.0
team,TOKYO TAIYOs,Support,Lifeweaver,5,2,3,0.4,5,2,3,0.4
team,TOKYO TAIYOs,Support,Illari,4,0,4,0.0,4,0,4,0.0
team,TOKYO TAIYOs,Support,Brigitte,4,0,4,0.0,4,0,4,0.0
team,TOKYO TAIYOs,Support,Jetpack Cat,3,0,3,0.0,0,0,0,0.0
team,TOKYO TAIYOs,Support,Ana,3,0,3,0.0,1,0,1,0.0
team,TOKYO TAIYOs,Support,Mercy,3,1,2,0.3333,3,1,2,0.3333
team,TOKYO TAIYOs,Support,Mizuki,1,0,1,0.0,1,0,1,0.0
team,TOKYO TAIYOs,Support,Zenyatta,1,0,1,0.0,1,0,1,0.0
team,TOKYO TAIYOs,Tank,D.Va,12,2,10,0.1667,3,0,3,0.0
team,TOKYO TAIYOs,Tank,Sigma,12,0,12,0.0,10,0,10,0.0
team,TOKYO TAIYOs,Tank,Ramattra,9,3,6,0.3333,7,3,4,0.4286
team,TOKYO TAIYOs,Tank,Roadhog,4,0,4,0.0,4,0,4,0.0
team,TOKYO TAIYOs,Tank,Mauga,4,0,4,0.0,4,0,4,0.0
team,TOKYO TAIYOs,Tank,Zarya,2,0,2,0.0,1,0,1,0.0
team,TOKYO TAIYOs,Tank,Doomfist,2,1,1,0.5,2,1,1,0.5
team,TOKYO TAIYOs,Tank,Hazard,2,0,2,0.0,2,0,2,0.0
team,TOKYO TAIYOs,Tank,Winston,1,0,1,0.0,0,0,0,0.0
team,TOKYO TAIYOs,Tank,Wrecking Ball,1,0,1,0.0,1,0,1,0.0
team,Team Falcons,DPS,Symmetra,32,20,12,0.625,14,10,4,0.7143
team,Team Falcons,DPS,Emre,22,14,8,0.6364,3,2,1,0.6667
team,Team Falcons,DPS,Sojourn,20,9,11,0.45,4,1,3,0.25
team,Team Falcons,DPS,Vendetta,18,13,5,0.7222,2,0,2,0.0
team,Team Falcons,DPS,Tracer,18,9,9,0.5,4,1,3,0.25
team,Team Falcons,DPS,Cassidy,15,8,7,0.5333,11,5,6,0.4545
team,Team Falcons,DPS,Bastion,8,5,3,0.625,3,3,0,1.0
team,Team Falcons,DPS,Widowmaker,7,3,4,0.4286,5,2,3,0.4
team,Team Falcons,DPS,Pharah,6,3,3,0.5,1,1,0,1.0
team,Team Falcons,DPS,Hanzo,5,4,1,0.8,5,4,1,0.8
team,Team Falcons,DPS,Mei,4,1,3,0.25,3,1,2,0.3333
team,Team Falcons,DPS,Genji,4,2,2,0.5,3,1,2,0.3333
team,Team Falcons,DPS,Anran,3,2,1,0.6667,0,0,0,0.0
team,Team Falcons,DPS,Torbjörn,3,1,2,0.3333,1,0,1,0.0
team,Team Falcons,DPS,Reaper,2,0,2,0.0,1,0,1,0.0
team,Team Falcons,DPS,Echo,2,1,1,0.5,1,0,1,0.0
team,Team Falcons,DPS,Venture,1,0,1,0.0,1,0,1,0.0
team,Team Falcons,Support,Kiriko,44,26,18,0.5909,5,2,3,0.4
team,Team Falcons,Support,Lúcio,35,21,14,0.6,9,4,5,0.4444
team,Team Falcons,Support,Juno,33,21,12,0.6364,21,14,7,0.6667
team,Team Falcons,Support,Jetpack Cat,18,9,9,0.5,7,4,3,0.5714
team,Team Falcons,Support,Brigitte,10,6,4,0.6,4,3,1,0.75
team,Team Falcons,Support,Ana,5,2,3,0.4,1,0,1,0.0
team,Team Falcons,Support,Baptiste,4,1,3,0.25,2,1,1,0.5
team,Team Falcons,Support,Mizuki,3,2,1,0.6667,0,0,0,0.0
team,Team Falcons,Support,Wuyang,2,1,1,0.5,0,0,0,0.0
team,Team Falcons,Support,Lifeweaver,2,2,0,1.0,2,2,0,1.0
team,Team Falcons,Support,Illari,1,1,0,1.0,0,0,0,0.0
team,Team Falcons,Support,Moira,1,1,0,1.0,1,1,0,1.0
team,Team Falcons,Tank,D.Va,27,16,11,0.5926,9,6,3,0.6667
team,Team Falcons,Tank,Zarya,16,10,6,0.625,6,3,3,0.5
team,Team Falcons,Tank,Domina,9,5,4,0.5556,4,2,2,0.5
team,Team Falcons,Tank,Ramattra,6,3,3,0.5,3,2,1,0.6667
team,Team Falcons,Tank,Mauga,3,1,2,0.3333,2,0,2,0.0
team,Team Falcons,Tank,Winston,2,2,0,1.0,0,0,0,0.0
team,Team Falcons,Tank,Sigma,2,0,2,0.0,2,0,2,0.0
team,Team Falcons,Tank,Orisa,2,1,1,0.5,1,0,1,0.0
team,Team Falcons,Tank,Wrecking Ball,1,0,1,0.0,1,0,1,0.0
team,Team Falcons,Tank,Reinhardt,1,1,0,1.0,1,1,0,1.0
team,Team Falcons,Tank,Doomfist,1,1,0,1.0,0,0,0,0.0
team,Team Liquid,DPS,Tracer,26,9,17,0.3462,3,0,3,0.0
team,Team Liquid,DPS,Emre,24,10,14,0.4167,5,0,5,0.0
team,Team Liquid,DPS,Vendetta,17,6,11,0.3529,6,3,3,0.5
team,Team Liquid,DPS,Symmetra,14,5,9,0.3571,3,1,2,0.3333
team,Team Liquid,DPS,Sojourn,13,5,8,0.3846,2,0,2,0.0
team,Team Liquid,DPS,Widowmaker,12,7,5,0.5833,10,6,4,0.6
team,Team Liquid,DPS,Genji,7,4,3,0.5714,6,4,2,0.6667
team,Team Liquid,DPS,Pharah,7,4,3,0.5714,6,3,3,0.5
team,Team Liquid,DPS,Cassidy,7,3,4,0.4286,5,2,3,0.4
team,Team Liquid,DPS,Echo,3,1,2,0.3333,2,0,2,0.0
team,Team Liquid,DPS,Anran,2,2,0,1.0,0,0,0,0.0
team,Team Liquid,DPS,Sombra,2,1,1,0.5,2,1,1,0.5
team,Team Liquid,DPS,Venture,2,2,0,1.0,2,2,0,1.0
team,Team Liquid,DPS,Hanzo,1,1,0,1.0,1,1,0,1.0
team,Team Liquid,DPS,Bastion,1,1,0,1.0,1,1,0,1.0
team,Team Liquid,Support,Kiriko,29,13,16,0.4483,2,0,2,0.0
team,Team Liquid,Support,Lúcio,20,8,12,0.4,1,0,1,0.0
team,Team Liquid,Support,Juno,16,5,11,0.3125,5,2,3,0.4
team,Team Liquid,Support,Brigitte,15,5,10,0.3333,7,1,6,0.1429
team,Team Liquid,Support,Jetpack Cat,8,4,4,0.5,4,0,4,0.0
team,Team Liquid,Support,Wuyang,5,4,1,0.8,1,0,1,0.0
team,Team Liquid,Support,Illari,4,2,2,0.5,3,2,1,0.6667
team,Team Liquid,Support,Ana,3,2,1,0.6667,3,2,1,0.6667
team,Team Liquid,Support,Mizuki,2,2,0,1.0,0,0,0,0.0
team,Team Liquid,Support,Lifeweaver,1,1,0,1.0,1,1,0,1.0
team,Team Liquid,Support,Baptiste,1,0,1,0.0,0,0,0,0.0
team,Team Liquid,Tank,D.Va,12,5,7,0.4167,1,0,1,0.0
team,Team Liquid,Tank,Orisa,12,4,8,0.3333,4,0,4,0.0
team,Team Liquid,Tank,Wrecking Ball,10,6,4,0.6,9,5,4,0.5556
team,Team Liquid,Tank,Mauga,8,3,5,0.375,6,2,4,0.3333
team,Team Liquid,Tank,Domina,7,5,2,0.7143,2,2,0,1.0
team,Team Liquid,Tank,Zarya,5,1,4,0.2,4,1,3,0.25
team,Team Liquid,Tank,Winston,5,3,2,0.6,5,3,2,0.6
team,Team Liquid,Tank,Sigma,4,1,3,0.25,4,1,3,0.25
team,Team Liquid,Tank,Ramattra,2,0,2,0.0,2,0,2,0.0
team,Team Liquid,Tank,Reinhardt,1,1,0,1.0,1,1,0,1.0
team,Team Peps,DPS,Vendetta,20,5,15,0.25,5,2,3,0.4
team,Team Peps,DPS,Emre,18,2,16,0.1111,3,1,2,0.3333
team,Team Peps,DPS,Tracer,18,5,13,0.2778,3,0,3,0.0
team,Team Peps,DPS,Sojourn,14,5,9,0.3571,3,1,2,0.3333
team,Team Peps,DPS,Widowmaker,4,0,4,0.0,2,0,2,0.0
team,Team Peps,DPS,Freja,3,1,2,0.3333,3,1,2,0.3333
team,Team Peps,DPS,Symmetra,3,1,2,0.3333,1,1,0,1.0
team,Team Peps,DPS,Pharah,3,1,2,0.3333,3,1,2,0.3333
team,Team Peps,DPS,Genji,3,1,2,0.3333,0,0,0,0.0
team,Team Peps,DPS,Hanzo,2,0,2,0.0,1,0,1,0.0
team,Team Peps,DPS,Anran,2,0,2,0.0,0,0,0,0.0
team,Team Peps,DPS,Ashe,1,1,0,1.0,0,0,0,0.0
team,Team Peps,DPS,Soldier: 76,1,0,1,0.0,1,0,1,0.0
team,Team Peps,Support,Lúcio,22,6,16,0.2727,2,1,1,0.5
team,Team Peps,Support,Kiriko,20,6,14,0.3,1,1,0,1.0
team,Team Peps,Support,Juno,13,1,12,0.0769,3,0,3,0.0
team,Team Peps,Support,Brigitte,8,1,7,0.125,1,0,1,0.0
team,Team Peps,Support,Jetpack Cat,7,1,6,0.1429,3,0,3,0.0
team,Team Peps,Support,Ana,4,1,3,0.25,1,0,1,0.0
team,Team Peps,Support,Mizuki,3,0,3,0.0,1,0,1,0.0
team,Team Peps,Support,Baptiste,3,0,3,0.0,1,0,1,0.0
team,Team Peps,Support,Zenyatta,3,0,3,0.0,3,0,3,0.0
team,Team Peps,Support,Wuyang,2,0,2,0.0,1,0,1,0.0
team,Team Peps,Support,Mercy,1,0,1,0.0,1,0,1,0.0
team,Team Peps,Support,Lifeweaver,1,0,1,0.0,1,0,1,0.0
team,Team Peps,Tank,Zarya,13,2,11,0.1538,6,1,5,0.1667
team,Team Peps,Tank,D.Va,10,1,9,0.1,2,0,2,0.0
team,Team Peps,Tank,Hazard,8,1,7,0.125,8,1,7,0.125
team,Team Peps,Tank,Mauga,7,2,5,0.2857,1,1,0,1.0
team,Team Peps,Tank,Wrecking Ball,6,0,6,0.0,5,0,5,0.0
team,Team Peps,Tank,Domina,5,1,4,0.2,1,0,1,0.0
team,Team Peps,Tank,Winston,3,1,2,0.3333,0,0,0,0.0
team,Team Peps,Tank,Ramattra,2,0,2,0.0,2,0,2,0.0
team,Team Secret,DPS,Tracer,13,10,3,0.7692,2,2,0,1.0
team,Team Secret,DPS,Emre,10,8,2,0.8,1,0,1,0.0
team,Team Secret,DPS,Symmetra,10,9,1,0.9,2,2,0,1.0
team,Team Secret,DPS,Sojourn,4,3,1,0.75,3,2,1,0.6667
team,Team Secret,DPS,Vendetta,4,2,2,0.5,3,2,1,0.6667
team,Team Secret,DPS,Widowmaker,3,3,0,1.0,2,2,0,1.0
team,Team Secret,DPS,Cassidy,2,2,0,1.0,1,1,0,1.0
team,Team Secret,DPS,Genji,2,2,0,1.0,2,2,0,1.0
team,Team Secret,DPS,Echo,2,2,0,1.0,1,1,0,1.0
team,Team Secret,DPS,Reaper,1,1,0,1.0,0,0,0,0.0
team,Team Secret,DPS,Sierra,1,1,0,1.0,1,1,0,1.0
team,Team Secret,DPS,Hanzo,1,1,0,1.0,0,0,0,0.0
team,Team Secret,Support,Kiriko,7,5,2,0.7143,1,0,1,0.0
team,Team Secret,Support,Juno,7,5,2,0.7143,5,4,1,0.8
team,Team Secret,Support,Illari,7,6,1,0.8571,6,6,0,1.0
team,Team Secret,Support,Brigitte,6,5,1,0.8333,5,4,1,0.8
team,Team Secret,Support,Lúcio,6,5,1,0.8333,2,2,0,1.0
team,Team Secret,Support,Mizuki,5,4,1,0.8,2,1,1,0.5
team,Team Secret,Support,Baptiste,5,5,0,1.0,4,4,0,1.0
team,Team Secret,Support,Ana,4,3,1,0.75,2,2,0,1.0
team,Team Secret,Support,Jetpack Cat,2,1,1,0.5,1,0,1,0.0
team,Team Secret,Support,Zenyatta,2,1,1,0.5,2,1,1,0.5
team,Team Secret,Support,Moira,1,1,0,1.0,1,1,0,1.0
team,Team Secret,Support,Mercy,1,1,0,1.0,1,1,0,1.0
team,Team Secret,Tank,Wrecking Ball,11,9,2,0.8182,10,8,2,0.8
team,Team Secret,Tank,D.Va,3,2,1,0.6667,0,0,0,0.0
team,Team Secret,Tank,Hazard,2,2,0,1.0,2,2,0,1.0
team,Team Secret,Tank,Ramattra,1,1,0,1.0,1,1,0,1.0
team,Team Secret,Tank,Doomfist,1,0,1,0.0,1,0,1,0.0
team,Team Secret,Tank,Winston,1,0,1,0.0,1,0,1,0.0
team,Telomere,DPS,Tracer,16,2,14,0.125,4,1,3,0.25
team,Telomere,DPS,Sojourn,13,0,13,0.0,11,0,11,0.0
team,Telomere,DPS,Symmetra,12,1,11,0.0833,1,0,1,0.0
team,Telomere,DPS,Vendetta,11,1,10,0.0909,4,0,4,0.0
team,Telomere,DPS,Emre,11,1,10,0.0909,1,0,1,0.0
team,Telomere,DPS,Cassidy,9,3,6,0.3333,5,2,3,0.4
team,Telomere,DPS,Mei,4,1,3,0.25,4,1,3,0.25
team,Telomere,DPS,Genji,3,0,3,0.0,2,0,2,0.0
team,Telomere,DPS,Ashe,2,0,2,0.0,1,0,1,0.0
team,Telomere,DPS,Echo,2,0,2,0.0,1,0,1,0.0
team,Telomere,DPS,Widowmaker,2,0,2,0.0,2,0,2,0.0
team,Telomere,Support,Kiriko,15,0,15,0.0,2,0,2,0.0
team,Telomere,Support,Brigitte,14,2,12,0.1429,11,0,11,0.0
team,Telomere,Support,Lúcio,13,1,12,0.0769,4,0,4,0.0
team,Telomere,Support,Juno,11,2,9,0.1818,3,0,3,0.0
team,Telomere,Support,Ana,6,1,5,0.1667,4,1,3,0.25
team,Telomere,Support,Baptiste,5,1,4,0.2,4,1,3,0.25
team,Telomere,Support,Moira,4,0,4,0.0,4,0,4,0.0
